label,Average_energy,Acceleration_mean(3-axis)_x,Acceleration_mean(3-axis)_y,Acceleration_mean(3-axis)_z,Acceleration_std(3-axis)_x,Acceleration_std(3-axis)_y,Acceleration_std(3-axis)_z,Acceleration_max(3-axis)_x,Acceleration_max(3-axis)_y,Acceleration_max(3-axis)_z,Acceleration_min(3-axis)_x,Acceleration_min(3-axis)_y,Acceleration_min(3-axis)_z,Acceleration_pv(3-axis)_x,Acceleration_pv(3-axis)_y,Acceleration_pv(3-axis)_z,Synthetic_acceleration_mean,Synthetic_acceleration_std,
highknee,64.36137,0.6606298,0.1506233,0.5248045,36.33014,16.59935,41.19904,128.0945,54.02985,156.6605,-137.9761,-60.98785,-147.6383,266.0706,115.0177,304.2988,44.44827,36.30241
highknee,149.2084,0.2342236,0.3388207,3.161472,76.99208,32.07444,126.2575,263.2019,97.87903,467.2626,-270.2087,-112.9395,-548.0482,533.4106,210.8185,1015.311,105.4233,108.5983
highknee,86.90211,-0.142135,-0.09742741,-0.8472887,44.52225,17.63064,71.00861,140.5212,52.98767,206.4831,-141.5466,-44.2627,-335.8661,282.0678,97.25037,542.3492,62.51109,58.55257
highknee,64.73574,0.04119907,-0.1455305,-0.4716516,32.92995,19.58964,43.48741,120.3003,59.60541,182.646,-137.8052,-60.98785,-134.3357,258.1055,120.5933,316.9817,44.98831,36.54569
highknee,65.30934,0.3498842,0.007991815,1.608239,36.13589,25.03843,32.35757,90.20996,68.42804,101.3657,-132.6843,-84.59167,-107.5691,222.8943,153.0197,208.9348,43.75574,32.67848
highknee,71.02787,0.5394755,-0.2170753,0.9788588,30.31751,18.39792,49.63096,114.856,68.25867,135.9543,-82.92847,-57.34253,-137.0502,197.7845,125.6012,273.0045,48.05151,37.59276
highknee,78.3468,0.3341672,0.847378,-0.7763473,38.13223,19.29859,59.33835,129.6997,62.81891,156.5716,-125.1465,-65.12451,-214.7224,254.8462,127.9434,371.294,56.19436,46.80993
highknee,140.9764,-0.9619911,0.372104,0.8588421,72.93383,42.66481,104.0261,282.7026,135.9543,236.8185,-315.1062,-127.4368,-334.3039,597.8088,263.3911,571.1224,99.71755,89.55038
highknee,73.08649,0.7431036,0.663605,1.107708,32.24285,19.87317,65.5384,103.5828,68.42804,206.4831,-114.9597,-84.59167,-335.8661,218.5425,153.0197,542.3492,53.56525,53.50521
highknee,100.7168,-1.184693,0.2755352,-0.8064603,39.15731,28.63078,101.684,90.77759,110.3729,450.518,-195.752,-84.43756,-517.791,286.5296,194.8105,968.309,72.17245,86.52119
highknee,123.2005,0.5056775,-1.064625,-2.542941,53.81041,38.39381,92.25347,197.699,114.1357,200.3309,-152.3682,-120.5994,-319.7136,350.0672,234.7351,520.0445,82.07761,78.43128
highknee,91.42824,0.7342527,-0.08430483,-1.789807,45.50135,25.06153,68.793,136.0596,78.31421,299.0471,-164.7949,-72.64709,-240.823,300.8545,150.9613,539.8701,61.83629,60.09118
highknee,125.2064,-0.04242153,-0.3681954,-0.1265501,71.53844,37.59307,93.93047,282.7026,116.6183,229.9541,-315.1062,-127.4368,-334.3039,597.8088,244.0551,564.258,89.58042,85.61204
highknee,59.84712,-0.2936556,-0.2694704,-0.01215665,28.2494,21.06505,38.84122,80.0415,67.89703,107.8621,-117.6392,-88.8916,-120.0314,197.6807,156.7886,227.8935,40.92427,32.79891
highknee,99.29276,0.9679409,-0.1483736,-2.150286,43.27583,28.97681,68.85574,213.3484,108.3984,231.2582,-121.5698,-87.64496,-209.0332,334.9182,196.0434,440.2914,66.81056,54.73112
highknee,87.22269,-0.7746117,0.1970285,1.39764,34.6198,22.44605,66.81014,67.23633,58.35876,254.1595,-121.2219,-79.10767,-304.1643,188.4582,137.4664,558.3238,60.73598,49.79643
highknee,89.70892,0.7746136,-0.1970293,-1.397641,35.95357,23.35699,98.33546,102.3682,110.8139,467.2626,-121.9604,-60.8902,-548.0482,224.3286,171.7041,1015.311,63.86167,86.21107
highknee,103.9374,-0.08125234,-0.8588409,-3.170779,39.7503,29.0277,80.06059,132.5867,67.1524,174.5897,-101.9043,-106.3934,-329.2534,234.491,173.5458,503.8431,71.71592,60.82775
highknee,65.07977,0.2283472,-0.7525255,-3.627756,28.76149,17.43448,49.32838,81.90918,68.25867,136.9194,-149.762,-65.15503,-148.0011,231.6712,133.4137,284.9205,46.60602,37.49844
highknee,121.9614,0.04531877,0.971927,1.332757,51.4159,32.5767,91.37936,240.6433,130.1422,295.4418,-188.1348,-74.9527,-304.1643,428.7781,205.0949,599.6061,85.0225,69.49046
highknee,58.89834,0.5683895,0.1151465,0.6669756,27.67421,19.52293,41.51401,80.0415,67.89703,107.8621,-117.6392,-88.8916,-120.0314,197.6807,156.7886,227.8935,41.03355,34.45938
highknee,99.0024,-0.1914217,-1.04351,-0.3170725,47.11357,23.86079,82.30281,240.6433,60.06165,295.4418,-188.1348,-74.28741,-203.9265,428.7781,134.3491,499.3683,70.31789,67.96614
highknee,70.41231,0.2980053,-0.2748298,0.5318664,31.30519,18.12541,47.14948,114.856,44.08417,135.9543,-82.92847,-57.34253,-137.0502,197.7845,101.4267,273.0045,47.25427,36.04303
highknee,64.48102,-0.003966856,-0.1699446,-1.074011,36.16771,17.76419,39.54868,128.0945,54.02985,156.6605,-137.9761,-60.98785,-110.9034,266.0706,115.0177,267.5639,44.39183,34.90437
highknee,94.66225,1.356048,-0.4815297,-2.970611,38.35669,42.7281,58.06929,122.2229,191.4627,185.9531,-131.0913,-191.4627,-123.5313,253.3142,382.9254,309.4844,63.76289,51.12885
highknee,69.96736,0.4216769,-0.4875565,-0.8508633,36.69848,17.4691,50.67081,128.0945,54.02985,172.9692,-137.9761,-60.98785,-171.1731,266.0706,115.0177,344.1423,48.57575,43.13949
