hips_JNTa_x,hips_JNTa_y,hips_JNTa_z,hips_JNTw_x,hips_JNTw_y,hips_JNTw_z,label,window_index,action_exist,begin_index,end_index,len,
-614.5813,-14480.31,1910.329,2.469177,10.7782,3592.381,highknee,0,True,0,79,80,
584.0881,15799.64,-1954.753,-1.582708,-0.5938721,0.2734375,highknee,
-4.144287,-339.5981,34.41696,-1.026092,-0.479126,0.3207397,highknee,
0.2746582,14.18152,-14.8201,-0.9635115,-0.6416321,-0.1184082,highknee,
-3.619385,472.7661,-102.515,-1.205463,-1.066895,-0.7119751,highknee,
7.427979,-419.8578,63.69247,-0.6422567,-1.006622,-1.484375,highknee,
1.153564,14.30206,-14.12354,-0.4951954,-1.112518,-1.994934,highknee,
36.60889,430.2628,-77.28386,0.563488,-4.118042,-8.649597,highknee,
-25.30518,-999.6582,195.459,0.3049469,-1.451111,-3.355103,highknee,
25.77515,1410.178,-252.002,0.5333757,-5.525665,-10.98206,highknee,
-20.84351,-731.3171,146.1281,0.2693892,-3.549652,-6.765747,highknee,
44.48853,7.49054,-18.03017,0.3174782,-4.210052,-7.038879,highknee,
8.178711,-96.85974,7.975769,0.3940105,-4.127045,-7.065125,highknee,
-66.51001,-878.9261,186.216,0.2818155,-1.603851,-2.012024,highknee,
-55.11475,-165.9851,76.81351,1.164379,-5.025024,-4.272156,highknee,
-22.87598,9.524536,6.22673,1.662002,-4.225922,0.1202393,highknee,
20.97168,-52.97546,-55.25551,1.330013,-2.748413,1.434021,highknee,
4.211426,14.2807,-1.829147,0.2035189,-0.3407288,1.233826,highknee,
-133.1177,-10.92834,3.472519,0.2528143,-0.2108765,4.510803,highknee,
77.84424,-14.1037,-7.085419,-0.1588678,-0.2706909,4.131775,highknee,
51.84937,-5.718994,-1.520538,-0.3932953,-0.2922058,3.664856,highknee,
9.710693,-5.506897,-2.936554,-0.6761312,-0.4467773,3.822021,highknee,
14.86816,-4.446411,0.1094818,-0.9897566,-0.6161499,3.811035,highknee,
11.49292,8.248901,-2.682495,-1.78987,-0.8184814,4.150085,highknee,
20.92896,-7.646179,-12.28981,-5.45763,-2.03476,8.414307,highknee,
32.48291,27.57721,-18.09425,-3.316846,-1.647034,3.442078,highknee,
27.66724,13.48724,-21.29478,-2.642527,-1.733093,1.015015,highknee,
-6.80542,8.036804,6.323624,-2.657602,-1.90979,0.2426147,highknee,
-16.79688,24.07379,19.23256,-2.89144,-2.612915,-2.18689,highknee,
7.23877,8.866882,-15.22713,-3.546722,-3.121185,-3.201294,highknee,
-15.30151,14.70795,17.51404,-2.896681,-2.169189,-5.758362,highknee,
-1.245117,-7.104492,-13.20457,-2.881927,-2.144775,-5.691833,highknee,
-3.540039,29.25568,53.56903,-4.893463,0.3485107,-13.4787,highknee,
19.31152,-97.20764,-106.9843,-4.895992,0.9477234,-13.58398,highknee,
-3.80249,26.3504,68.28308,-0.7263768,1.420746,-1.289063,highknee,
6.70166,-1.731873,-13.36021,-0.8148909,1.596527,-1.44928,highknee,
-26.2085,-11.74164,19.09447,0.1041019,1.131439,1.480103,highknee,
-0.958252,-9.762573,21.27647,0.1178193,1.262207,1.656799,highknee,
7.507324,-13.32245,-23.98109,0.7867122,1.035767,3.184204,highknee,
-0.6652832,-0.6500244,-3.715134,0.8773518,0.8732605,3.248596,highknee,
-0.2624512,4.841614,-6.729507,2.718283,1.105804,3.449707,highknee,
-0.579834,-1.719666,1.506615,2.797471,1.063538,3.255615,highknee,
39.08081,-11.68976,-40.43198,2.567685,0.6861877,1.585999,highknee,
45.29419,-14.9292,-49.51382,2.646294,0.4026794,0.1611328,highknee,
-44.9707,27.03247,66.96415,2.213225,0.07995605,0.1498413,highknee,
11.66992,-1.548767,7.825089,3.268621,-0.08956909,0.2288818,highknee,
-10.66284,26.80511,20.36686,2.909355,-0.340271,0.4391479,highknee,
-4.47998,11.86371,9.244537,2.771742,-0.4562378,0.536499,highknee,
69.93408,16.0141,27.87418,6.666889,-1.505432,0.9017944,highknee,
9.442139,1.28479,34.2659,7.728786,-1.945343,0.8029175,highknee,
-44.66553,-4.637146,10.56633,5.791788,-1.580811,0.6210327,highknee,
-41.1438,4.18396,13.97038,4.068708,-1.311035,0.5038452,highknee,
-0.006103516,1.908875,14.22005,4.304671,-1.497345,1.178589,highknee,
-14.25781,-1.535034,3.716469,3.624339,-1.421204,1.907959,highknee,
0.7202148,2.191162,10.8923,3.799815,-1.548004,2.563477,highknee,
-12.75635,-1.318359,4.338837,3.19067,-1.46698,3.716125,highknee,
7.818604,5.810547,43.14384,4.157538,-1.981506,5.202026,highknee,
0.5554199,5.943298,75.5394,5.214348,-2.767944,7.915039,highknee,
-35.75439,-58.40912,66.59203,4.388962,-2.401123,6.390686,highknee,
-12.30469,21.61713,-139.0404,1.353273,-0.9768677,0.4321289,highknee,
5.957031,-5.693054,-77.25105,0.7417774,-0.5377197,0.2368164,highknee,
-8.599854,-10.90546,131.6689,1.421995,-1.970978,-0.01068115,highknee,
8.843994,1.266479,-91.66107,0.6610584,-1.298981,-0.1940918,highknee,
6.628418,10.30121,54.54636,0.4004192,-3.233185,2.874451,highknee,
0.793457,1.687622,-62.9879,0.1815796,-2.274017,2.328796,highknee,
32.73926,-8.514404,47.4556,0.3011227,-4.52774,-3589.262,highknee,
34.552,-13.6673,85.69946,0.80863,-7.976837,20.4052,highknee,
-32.39136,27.30103,-167.3904,0.05859375,-2.2966,7.986658,highknee,
-6.12793,3.448486,-20.80841,-0.02680779,-1.566772,6.228261,highknee,
-11.23657,-8.428955,-23.52905,-0.2246189,-0.5966187,3.765569,highknee,
1.495361,-4.634094,-4.724884,-0.3542995,-0.3813171,3.752041,highknee,
-16.92505,-9.994507,-14.71634,-0.6957722,0.2932739,2.325039,highknee,
-7.531738,-8.605957,-8.433533,-0.953207,0.6854248,1.841593,highknee,
-37.26196,33.12378,-47.64862,-2.15992,1.584625,2.682624,highknee,
-3.625488,25.10376,-17.38281,-1.95426,1.471252,1.959686,highknee,
6.176758,-3.225708,-5.484009,-1.850863,1.010437,0.9147978,highknee,
-3.100586,-15.71808,-1.504517,-1.849747,-1.172638,-4.16266,highknee,
10.30884,-1.043701,-8.51593,-1.75004,-1.192322,-6.571817,highknee,
8.477783,-10.31342,16.94641,-1.286774,-0.9785461,-7.698882,highknee,
4.376221,-10.59265,-12.58011,-1.233797,-0.8480835,-7.393115,highknee,
51.84937,-5.718994,-1.520538,-0.3932953,-0.2922058,3.664856,highknee,1,True,0,79,80,
9.710693,-5.506897,-2.936554,-0.6761312,-0.4467773,3.822021,highknee,
14.86816,-4.446411,0.1094818,-0.9897566,-0.6161499,3.811035,highknee,
11.49292,8.248901,-2.682495,-1.78987,-0.8184814,4.150085,highknee,
20.92896,-7.646179,-12.28981,-5.45763,-2.03476,8.414307,highknee,
32.48291,27.57721,-18.09425,-3.316846,-1.647034,3.442078,highknee,
27.66724,13.48724,-21.29478,-2.642527,-1.733093,1.015015,highknee,
-6.80542,8.036804,6.323624,-2.657602,-1.90979,0.2426147,highknee,
-16.79688,24.07379,19.23256,-2.89144,-2.612915,-2.18689,highknee,
7.23877,8.866882,-15.22713,-3.546722,-3.121185,-3.201294,highknee,
-15.30151,14.70795,17.51404,-2.896681,-2.169189,-5.758362,highknee,
-1.245117,-7.104492,-13.20457,-2.881927,-2.144775,-5.691833,highknee,
-3.540039,29.25568,53.56903,-4.893463,0.3485107,-13.4787,highknee,
