r_upleg_JNTa_x,r_upleg_JNTa_y,r_upleg_JNTa_z,r_upleg_JNTw_x,r_upleg_JNTw_y,r_upleg_JNTw_z,label,
0.8453369,-14.18152,16.10718,-12.96783,0.5354309,-3.198195,reverse,
2.987671,6.216431,-12.44812,-5.267029,0.5989075,-1.206388,reverse,
0.402832,0.5126953,-1.312256,-4.523315,0.6230164,-1.003866,reverse,
-4.23584,7.452393,-2.346802,0,0,0,reverse,
24.93591,7.128906,-27.39563,11.51367,0.9152222,5.920525,reverse,
7.788086,5.541992,-7.531738,27.14539,3.614655,10.20255,reverse,
-18.03284,-9.005737,20.97168,12.78137,1.658783,4.774189,reverse,
8.905029,-1.559448,-5.496216,19.68903,2.157745,7.588215,reverse,
5.023193,-3.610229,7.846069,-3586.67,0.9614563,8.173513,reverse,
-28.61938,1.504517,11.60583,0,0,0,reverse,
29.96826,-5.426025,7.366943,3596.363,-2.164001,6.717596,reverse,
13.62,-2.670288,8.26416,-4.262695,-2.233124,9.52033,reverse,
19.2627,-4.022217,11.203,-5.155945,-2.473907,13.64529,reverse,
-24.14551,9.609985,4.052734,-11.92719,6.11618,7.599955,reverse,
-38.70544,2.508545,-30.88684,0,0,0,reverse,
18.47839,13.88855,55.65186,-28.88702,23.19916,0.5232143,reverse,
-16.68701,16.77856,13.0188,-30.43335,29.22836,-2.779226,reverse,
-10.0708,-12.66174,-33.0719,-11.73126,9.771271,-2.954502,reverse,
-3.900146,3.814697,8.630371,-13.80463,11.46393,-4.282103,reverse,
-23.72742,-2.01416,64.17847,-15.22614,20.06287,-15.20374,reverse,
-4.537964,-12.64954,20.89233,-14.26514,22.76382,-18.88143,reverse,
40.44495,-7.156372,-129.2999,0,0,0,reverse,
-14.44397,-17.38586,57.66602,-2.383423,5.256805,-16.23721,reverse,
6.893921,-4.394531,18.38684,-0.9310913,4.10965,-15.08836,reverse,
1.00708,-6.201172,-51.70288,18.09448,5.384521,-15.7594,reverse,
1.760864,-22.7478,7.235718,29.95148,9.49646,-24.62971,reverse,
4.782104,50.72937,-31.58569,0,0,0,reverse,
3.829956,-83.60291,41.45508,42.87537,19.17786,-39.0297,reverse,
0.2563477,30.30396,-22.56775,29.74274,13.3577,3577.452,reverse,
2.786255,-13.61084,-1.235962,-3563.77,12.8299,-25.13489,reverse,
-4.718018,26.88293,-20.08667,24.35575,4.207153,-14.01001,reverse,
4.122925,-5.383301,-4.104614,23.69392,1.32019,-13.65723,reverse,
-6.277466,45.41016,6.539917,0,0,0,reverse,
11.25183,-53.94897,-11.84692,24.51817,-1.804962,-14.6283,reverse,
12.00256,-11.95679,-3.90625,25.54061,-3.906097,-14.15375,reverse,
6.298828,-1.776123,-2.282715,23.6539,-5.419769,-12.89368,reverse,
-29.55322,67.68188,18.03589,0,0,0,reverse,
138.4735,-205.5939,-48.1842,65.79746,2.369995,-4.275818,reverse,
-30.26733,47.80273,4.653931,51.92608,11.95877,14.5163,reverse,
-75.99792,108.1818,31.22253,17.51165,10.42114,13.90381,reverse,
-12.22229,6.237793,7.363892,16.96461,11.64047,19.75159,reverse,
-3.909302,4.968262,0.9033203,14.26239,10.65735,18.01422,reverse,
-16.07666,38.40332,4.040527,0,0,0,reverse,
1.992798,-30.74951,-2.44751,9.564686,0.9606934,12.82776,reverse,
0.4638672,-5.047607,-0.8636475,9.569645,-1.264801,12.81769,reverse,
4.147339,-23.58093,-2.502441,8.943367,-18.56354,10.9079,reverse,
1.315308,9.393311,0.9002686,6.747627,-12.71118,8.791504,reverse,
-7.919312,49.98474,4.91333,0,0,0,reverse,
14.00146,-44.44885,-0.8605957,1.38546,-1.409302,-3587.788,reverse,
-6.378174,12.09106,8.001709,0.3208542,14.6936,20.78782,reverse,
-9.161377,24.68262,-3.305054,-0.1259232,8.638916,9.637372,reverse,
-3.192139,4.840088,0.100708,-0.2922058,9.232941,9.180336,reverse,
-21.14258,32.83386,-7.476807,1.62571,4.329071,3.679667,reverse,
25.8728,-29.99878,3.540039,0,0,0,reverse,
-39.33411,51.33667,-10.52551,3.059387,0.6910706,-0.3527832,reverse,
2.984619,3.591919,-7.965088,3.50193,-4.809418,-4.745698,reverse,
4.434204,-2.539063,-2.923584,3.411369,-6.925659,-6.415563,reverse,
-1.208496,9.204102,-5.813599,4.461288,-6.456909,-6.64984,reverse,
33.12378,-61.59363,27.22778,0,0,0,reverse,
-50.49744,100.766,-43.56995,5.570412,-9.815369,-11.2898,reverse,
10.5957,-16.10413,11.77979,1.538658,-7.706299,-10.4325,reverse,
-23.51685,48.05298,1.992798,-3.079681,-26.7775,3570.14,reverse,
17.66663,-40.36865,6.604004,-4.256058,-21.52542,-23.78571,reverse,
45.75195,-92.34619,23.19336,0,0,0,reverse,
-25.40588,55.76782,1.095581,-10.05619,-19.46472,-19.10004,reverse,
-14.69116,26.01318,5.413818,-19.71664,-24.63257,-24.24255,reverse,
12.43896,-28.47595,0.302124,-15.71468,-13.84445,-13.55164,reverse,
-1.052856,-2.456665,4.794312,-20.42624,1.951599,-1.380005,reverse,
28.71094,-50.84839,-11.60583,0,0,0,reverse,
-54.89807,92.64221,17.90161,-47.76409,23.10959,15.28503,reverse,
6.231689,-16.07361,-0.7568359,-54.58363,35.23926,24.65942,reverse,
36.42578,-50.27771,-15.15808,-23.34391,12.74857,10.96069,reverse,
11.26404,1.596069,-7.641602,-32.58378,15.13397,19.97437,reverse,
8.337402,-5.477905,9.719849,-28.22299,8.567047,16.96136,reverse,
5.08728,-2.297974,-5.429077,-26.72287,3.956299,-3583.231,reverse,
-0.1434326,-3.100586,0.4089355,-25.02287,2.743683,15.13179,reverse,
19.73267,13.25073,-3.33252,-37.26394,-0.8149719,24.55605,reverse,
0.27771,-3.469849,-1.51062,3565.262,-3.72467,22.32665,reverse,
24.71619,16.43066,-10.80017,-50.80505,-14.47067,32.09872,reverse,
-57.03125,-43.22205,16.59851,0,0,0,reverse,
62.72278,37.89063,-31.24084,-37.70142,-22.70142,34.70067,reverse,
-44.13147,-23.83423,9.100342,-1.941528,-10.77576,10.70423,reverse,
-9.475708,-8.21228,3.204346,4.497986,-9.778442,4.951544,reverse,
3.277588,1.092529,-6.231689,6.844177,-13.58215,6.485376,reverse,
-1.873779,-5.2948,-8.1604,13.17352,-17.44751,6.221542,reverse,
-5.047607,-4.037476,5.545044,13.237,-14.56451,3.744888,reverse,
-10.29968,-16.51001,-30.14526,33.54004,-32.81143,4.64777,reverse,
-10.48279,-8.480835,-8.325195,-3556.972,-41.16302,0.2926636,reverse,
-6.915283,14.10217,26.3855,22.08475,-8.510437,-1.013565,reverse,
-2.218628,2.072144,3.109741,18.48129,-1.379089,-0.7268524,reverse,
24.44458,11.21216,36.75842,0,0,0,reverse,
-53.40881,-1.889038,-34.28955,4.176526,1.405792,-10.28459,reverse,
18.67371,5.050659,12.31995,1.316338,0.796814,-6.972189,reverse,
9.057617,1.33667,5.157471,0.7372904,0.4710388,-5.198584,reverse,
-10.00671,2.111816,-4.602051,1.331539,-0.585022,-7.802877,reverse,
-23.06519,6.091309,-4.284668,3.294396,-6.912079,-15.62961,reverse,
17.83142,-5.801392,6.311035,1.636615,-5.728912,-11.5074,reverse,
29.12598,-11.18774,11.27625,-2.277427,-4.992218,-6.443157,reverse,
3.05481,-1.712036,18.77747,-19.35554,-7.819977,-7.601509,reverse,
3.198242,-9.686279,33.97522,3548.595,-13.27484,-10.17394,reverse,
4.379272,-1.803589,-20.047,-31.19263,-8.248749,-5.947542,reverse,
1.159668,17.48962,-24.59412,0,0,0,reverse,
6.811523,-15.48767,-2.148438,-6.595459,-3.705444,-2.241316,reverse,
3.775024,15.28015,6.436157,3.991699,1.647186,3.496876,reverse,
-5.401611,0.06408691,-2.151489,1.921082,0.7977295,1.709242,reverse,
14.27612,8.660889,-25.98572,36.24146,7.693481,9.45549,reverse,
1.919556,-3.829956,-4.135132,-3558.496,9.260101,11.25045,reverse,
6.036377,-6.47583,37.35046,14.86009,4.430084,7.586708,reverse,
-27.41699,1.78833,-9.365845,0,0,0,reverse,
49.19128,-5.938721,36.55701,6.594796,4.412079,10.25633,reverse,
8.129883,-1.550293,17.74597,-6.941895,2.929535,9.782009,reverse,
40.06042,5.712891,43.91479,-11.20378,4.613342,16.00487,reverse,
-47.54028,1.309204,-49.41406,-5.528133,2.128601,8.357954,reverse,
-4.492188,5.441284,-1.937866,-5.110471,1.994019,7.634554,reverse,
-4.336548,4.61731,-2.120972,-4.713088,1.800995,6.92503,reverse,
1.28479,7.666016,14.37988,-13.58359,13.34,6.309128,reverse,
-14.78882,5.743408,1.657104,3577.583,26.21643,1.792774,reverse,
-2.539063,4.483032,4.995728,-22.87964,25.06256,0.6352043,reverse,
-4.504395,2.954102,1.043701,-21.76605,22.08969,-0.3754997,reverse,
-16.84875,9.289551,19.29626,-18.8028,19.34814,-6.255684,reverse,
-3.503418,9.25293,69.47632,-30.2478,18.85651,-13.85167,reverse,
-0.112915,-48.98071,-155.5939,0,0,0,reverse,
-30.22461,19.66553,102.3987,-11.65466,16.46698,-22.76268,reverse,
3.222656,-24.98169,-62.32605,3.641968,9.373932,-16.14312,reverse,
8.499146,-7.214355,-18.79578,5.312805,5.442505,-11.76172,reverse,
-6.448364,-7.998657,11.18469,7.865601,7.921295,-17.09142,reverse,
-6.829834,-19.77539,-7.312012,19.27887,12.08496,-20.461,reverse,
2.145386,-7.644653,3.018188,22.14203,12.47345,-21.23344,reverse,
-23.36426,-73.82813,-1.708984,-3528.217,27.43759,-34.15063,reverse,
27.70691,15.41748,24.53308,46.44584,18.89755,3567.454,reverse,
15.81116,61.02905,-39.83765,30.4946,4.559326,-10.88226,reverse,
2.944946,-5.279541,-1.739502,32.31112,3.380127,-10.28198,reverse,
6.536865,50.61035,-9.414673,0,0,0,reverse,
0.8209229,-79.64478,4.0802,48.01419,1.665649,-10.94788,reverse,
-0.8209229,79.64478,-4.0802,0,0,0,reverse,
12.25281,-73.6145,-2.386475,39.13519,3.133392,-2.504883,reverse,
35.87952,-88.61694,-2.264404,63.89755,25.31204,15.23346,reverse,
-22.66846,75.48828,-1.034546,30.19352,15.24994,11.50391,reverse,
7.351685,-0.1617432,-1.437378,22.08309,17.85294,14.44702,reverse,
-32.81555,86.90491,7.122803,0,0,0,reverse,
45.0531,-96.90857,-10.60486,20.62943,20.04639,-3583.221,reverse,
-4.727173,31.54602,1.748657,11.95877,12.19788,10.15438,reverse,
-9.359741,16.43372,2.075195,7.312698,7.322998,6.216384,reverse,
33.05054,-47.17712,-5.575562,8.354645,6.804352,5.701137,reverse,
-4.40979,12.69836,14.60266,-1.573715,-1.131744,0.9273624,reverse,
-11.48682,24.98779,1.12915,-2.993927,-2.32254,-0.2169251,reverse,
-3.942871,7.897949,0.9002686,-4.035988,-1.868439,0.30056,reverse,
-40.71045,38.48572,4.672241,-5.327072,0.3144836,1.702363,reverse,
-8.285522,9.393311,-1.260376,-4.775925,0.6378174,1.05551,reverse,
-8.813477,9.228516,-1.190186,-4.106178,0.9562683,0.3636289,reverse,
0.1708984,-0.5859375,1.248169,-1.633797,0.5885315,0.05300999,reverse,
13.4613,-5.999756,-7.745361,0,0,0,reverse,
-21.68274,16.07666,19.11926,7.080727,-1.039124,1.173327,reverse,
21.68274,-16.07666,-19.11926,0,0,0,reverse,
-15.30151,34.06067,14.45923,15.41683,-1.591949,5.729878,reverse,
-5.288696,1.879883,-14.53552,5.094299,3.655853,7.849281,reverse,
3.045654,-4.495239,-1.306152,3.708115,3.462524,6.735582,reverse,
-25.11597,26.62964,-6.869507,1.365089,9.368591,12.90236,reverse,
-5.471802,14.22119,-4.330444,1.308784,11.33652,15.62448,reverse,
0.6256104,-7.281494,6.033325,-1.168022,8.44162,10.14697,reverse,
-61.23047,91.90063,-16.05835,-3.941422,14.42108,17.43346,reverse,
11.19385,-17.09595,-5.612183,-5.007095,-10.69504,-11.47655,reverse,
4.577637,-1.547241,-7.333374,-5.23674,-11.01654,-11.45786,reverse,
34.65881,-36.86523,3.839111,-5.456085,-22.25296,-21.02585,reverse,
28.41187,-29.09546,5.279541,-7.318459,-34.3692,-31.20375,reverse,
13.78479,-4.547119,-0.994873,-17.21451,-40.72693,3564.46,reverse,
10.79102,-14.15405,3.500366,-20.67823,-35.2298,-29.18213,reverse,
4.528809,-13.94043,10.72998,-22.15317,-13.43231,-10.20172,reverse,
1.705933,-5.148315,0.3570557,-20.9577,-12.14035,-8.601379,reverse,
-7.18689,26.81274,-14.70642,-48.02229,-1.423035,8.337708,reverse,
3.344727,3.601074,-4.803467,-60.14772,-1.409912,11.63544,reverse,
6.533813,-31.30188,6.478882,-35.29808,-1.93512,12.03552,reverse,
1.885986,-7.751465,2.142334,-29.65191,-2.353821,12.00043,reverse,
6.402588,-2.059937,-11.03516,-28.24273,-4.025116,-3587.039,reverse,
6.988525,0.04272461,-11.87134,-31.4429,-6.048126,15.71133,reverse,
5.74646,-4.248047,19.7876,-27.87762,-7.825317,14.62455,reverse,
4.006958,-3.07312,2.487183,3574.606,-9.785919,14.41618,reverse,
4.96521,-0.8789063,-9.622192,-27.30164,-16.14838,16.67935,reverse,
28.21655,3.082275,-33.04138,-46.65344,-43.90732,28.90777,reverse,
-39.01062,-16.2384,47.77832,-17.66327,-17.72202,10.89944,reverse,
-13.94958,-10.12878,-20.64514,-1.438599,-23.62732,8.971529,reverse,
-2.288818,0.4333496,8.959961,0.003662109,-18.53439,7.022858,reverse,
-1.776123,-14.57825,-30.23071,10.75714,-31.91711,8.750124,reverse,
-2.703857,6.976318,23.02856,8.627014,-19.17999,4.576244,reverse,
-1.330566,-4.53186,0.9124756,8.196716,-22.11594,3.09185,reverse,
-3.076172,1.538086,1.647949,8.21228,-19.09042,2.01602,reverse,
-19.94934,-8.795166,-31.23474,16.66504,-19.79492,-0.7775211,reverse,
0.1159668,0.9002686,1.980591,16.11877,-19.51111,-1.622572,reverse,
-11.44104,18.27393,32.70874,12.35962,1.181793,-4.741383,reverse,
12.7533,4.089355,16.51917,6.71875,3.433228,-2.929029,reverse,
-5.114746,1.315308,-10.47974,5.603943,10.80124,-2.900648,reverse,
0.5767822,-0.201416,0.6317139,5.597534,10.54413,-2.552986,reverse,
-2.890015,0.8026123,-14.53552,6.889038,9.497681,-3.382044,reverse,
1.486206,0.112915,-0.3417969,-3593.208,8.605042,-3.099766,reverse,
-16.74194,-3.363037,-43.18542,14.69053,3.661041,-7.525024,reverse,
5.92041,-0.6713867,7.461548,13.53369,1.640472,-6.760178,reverse,
19.1803,1.434326,45.33997,6.804657,0.03295898,-3.59046,reverse,
6.04248,0.5279541,14.36157,4.630919,-0.4756165,-2.600698,reverse,
2.679443,-0.1464844,8.535767,3.346148,0.06454468,-1.808729,reverse,
-1.23291,-2.575684,7.138062,3.295617,0.7717896,-1.65082,reverse,
4.733276,-0.07324219,5.337524,-1.032939,-0.4940796,-0.8902073,reverse,
2.011108,-0.4394531,3.359985,-3.499022,-1.212769,-0.562067,reverse,
12.36877,4.711914,3.973389,6.326942,1.985016,3.702793,reverse,
8.569336,2.203369,3.265381,12.90471,4.211426,6.729584,reverse,
3.103638,-0.1403809,-0.7110596,13.32633,4.236298,6.866608,reverse,
9.875488,2.062988,-1.812744,15.53086,4.397736,7.401505,reverse,
1.486206,-0.8789063,4.519653,11.78059,4.087677,7.168036,reverse,
3.518677,0.189209,16.45813,-4.626379,1.891632,5.03046,reverse,
8.97522,0.1647949,7.611084,-5.686073,2.205505,6.341209,reverse,
23.60535,-3.366089,11.03516,-7.357798,2.379456,9.905586,reverse,
-11.68823,1.220703,-8.557129,-5.83683,2.345123,8.588181,reverse,
8.911133,2.011108,8.996582,-6.383748,3.765717,10.83112,reverse,
85.92834,7.015991,74.4873,-19.43961,11.56448,25.49957,reverse,
-121.5302,11.92627,-60.79102,-28.15953,20.83633,3.153324,reverse,
-2.529907,-0.4974365,-1.773071,3572.963,19.66019,1.378307,reverse,
-5.477905,8.02002,5.526733,-26.09436,17.82501,-1.753349,reverse,
-4.489136,-4.208374,-9.759521,-21.92169,14.99405,-2.593651,reverse,
-12.38403,-1.611328,-1.913452,-17.59186,12.10541,-6.284351,reverse,
-1.879883,-1.293945,-1.776123,-16.18713,11.47125,-6.853123,reverse,
-15.85083,-10.74219,29.6936,-14.89014,25.37949,-19.90368,reverse,
3.326416,-6.594849,23.98071,-17.82898,26.68549,-24.12485,reverse,
-2.297974,-12.40234,-0.5371094,-6.845093,25.6041,-27.54573,reverse,
-7.809448,-17.33093,-46.85364,12.17926,16.52817,-26.33243,reverse,
4.522705,2.27356,-34.55505,19.83734,10.97382,-17.79196,reverse,
0.9521484,-2.108765,-6.985474,22.92328,9.524994,-16.12234,reverse,
-1.528931,-9.780884,-1.190186,29.71802,9.887848,-17.45635,reverse,
2.185059,-3.186035,-5.783081,30.49561,7.908783,-14.96662,reverse,
-3.231812,-59.32007,11.4502,-3529.861,15.45151,3576.414,reverse,
13.23853,5.084229,5.029297,54.98563,11.41708,-18.53973,reverse,
2.95105,21.86279,-9.854126,41.9271,7.084351,-10.72906,reverse,
0,50.67139,-17.18445,13.47682,2.071686,-1.345215,reverse,
-5.792236,-47.19543,5.941772,43.12576,5.669403,-4.005432,reverse,
-1.852417,30.57251,-8.804321,24.072,2.103577,-2.240906,reverse,
0.8758545,1.434326,-0.5584717,22.12969,1.595154,-2.201843,reverse,
-4.53186,-14.27307,-0.869751,31.64383,0.3230286,-5.538635,reverse,
11.05042,-2.749634,2.206421,26.59552,-0.2523804,-4.797363,reverse,
23.21472,-34.82666,5.566406,31.31943,-1.296082,-6.108704,reverse,
3.283691,-3.598022,-3.799438,29.23779,-2.002716,-6.153259,reverse,
16.79382,42.06543,-3.372192,1.876297,0.5865479,2.482605,reverse,
17.19055,-17.25769,-0.8666992,1.766205,1.034393,3.75885,reverse,
1.977539,16.07056,4.977417,-5.133133,3.08075,6.696472,reverse,
-11.59058,10.54993,-1.934814,-3.952141,2.42218,5.279541,reverse,
7.055664,-7.019043,0.03967285,-6.673241,2.674103,5.731201,reverse,
2.706909,-1.153564,-1.165771,-7.073441,2.725372,5.79071,reverse,
-12.39624,-7.150269,-4.61731,-4.57016,2.701721,-2.29187,reverse,
-46.61865,55.16663,3.244019,0,0,0,reverse,
47.19849,-56.76575,-5.844116,-3.863754,2.581482,-3.492126,reverse,
-54.20532,26.89209,-2.096558,8.841019,-3.173065,-9.152832,reverse,
7.006836,29.87366,7.940674,0,0,0,reverse,
-14.27612,-36.58447,0.6988525,11.23398,-4.294128,-6.693115,reverse,
10.16846,28.92761,-0.5828857,3.383179,-1.856842,-0.7461548,reverse,
0.03662109,1.782227,-0.2685547,3.608665,-2.319183,-0.09521484,reverse,
-13.0127,20.71838,-1.855469,5.096855,-4.228516,3.073425,reverse,
-12.8418,24.09058,-3.494263,6.158867,-5.843506,6.573486,reverse,
-11.37085,11.53564,-2.032471,4.694443,-3.72818,4.631653,reverse,
41.29639,-50.46997,7.53479,0,0,0,reverse,
-53.71094,63.76953,-10.82153,3.773918,-2.167969,3.363342,reverse,
-62.56714,60.59265,-14.83154,3.892975,-0.5186462,3.773193,reverse,
51.21155,-54.35486,8.126831,1.46389,-0.005950928,1.219177,reverse,
6.375122,-5.551147,0.2990723,0.6945801,-0.1924133,0.05767822,reverse,
1.724243,-1.049805,-2.035522,0.7195282,-0.2133179,0.02349854,reverse,
-42.37061,74.98779,-33.078,-11.10668,-3.822632,-0.5828857,reverse,
13.98621,-16.2384,-4.537964,-11.10462,-4.302216,-0.7998657,reverse,
79.06799,-65.99121,22.87292,-18.24207,-1.042328,6.031189,reverse,
5.2948,-3.216553,-1.101685,-20.19592,-1.319427,6.681213,reverse,
7.88269,-4.61731,0.6103516,-27.7113,-1.270447,8.695374,reverse,
-6.893921,-48.33069,34.49707,0,0,0,reverse,
8.236694,49.58496,-35.56824,-32.15023,-2.364502,9.060974,reverse,
-0.6439209,12.38708,-0.07324219,-51.45044,-5.626678,-3589.356,reverse,
-9.490967,-13.50403,-2.709961,-52.90329,-5.391693,4.754336,reverse,
2.307129,-14.56299,8.895874,-41.76624,-4.601593,3.987045,reverse,
4.095459,-10.69641,-7.559204,-36.54259,-3.443604,4.412385,reverse,
3.451538,-13.58032,-8.279419,-27.90142,-1.361694,4.243767,reverse,
11.21826,1.63269,21.67664,-30.66783,-2.659149,6.418937,reverse,
4.718018,-0.5828857,3.146362,-28.95116,-3.616791,7.762651,reverse,
0.3387451,5.810547,-2.709961,3571.004,-7.770538,9.692154,reverse,
-24.23096,-16.48865,23.18115,0,0,0,reverse,
24.94507,19.02466,-23.64502,-28.27789,-10.71304,11.35538,reverse,
-10.40344,25.38452,-38.61694,-31.70166,-36.70959,19.59059,reverse,
5.368042,13.09814,-35.98938,-36.04401,-69.543,36.33637,reverse,
-20.00427,-51.35498,62.36267,-1.071167,-29.10461,10.36994,reverse,
0.5279541,-5.459595,10.52246,0.5795288,-21.46103,7.48106,reverse,
0.6530762,-9.835815,0.2410889,3.570862,-21.67358,6.437178,reverse,
0.1983643,-5.160522,-7.901001,5.699158,-29.10538,8.419666,reverse,
-3.070068,-7.751465,6.277466,6.949158,-20.02304,4.620562,reverse,
-9.561157,-0.5981445,-4.388428,11.69373,-19.8085,4.185925,reverse,
-31.34155,3.253174,-8.956909,24.50928,-13.95889,1.862116,reverse,
42.68799,19.40002,40.09399,0,0,0,reverse,
-42.33093,-10.37903,-30.49316,21.14655,-8.328094,-0.07584572,reverse,
-2.407837,21.19446,19.21082,15.289,4.236298,-2.491007,reverse,
-32.18689,9.259033,-15.09399,-3576.422,10.09857,-6.060266,reverse,
24.54224,-5.865479,5.136108,15.37168,8.18161,-4.531317,reverse,
25.45776,-8.007813,6.726074,8.614217,5.95047,-2.674932,reverse,
-7.281494,1.202393,-4.0802,11.11066,7.622681,-3.114862,reverse,
-9.04541,-7.232666,-1.266479,21.78102,9.094086,-4.203691,reverse,
6.134033,-7.293701,4.943848,23.0343,7.400665,-3.575068,reverse,
12.92114,3.179932,12.27417,9.15081,3.033295,-3.347807,reverse,
6.387329,2.267456,6.051636,2.25441,0.8920288,-3.362885,reverse,
17.81006,1.675415,-3.408813,0,0,0,reverse,
-21.19141,4.403687,31.89392,-22.95171,-4.323273,-7.116642,reverse,
-2.194214,-1.211548,9.466553,-30.27915,-5.488586,-8.138714,reverse,
4.483032,6.356812,-4.946899,-17.58879,-2.792816,-4.694786,reverse,
34.61609,-0.302124,-15.98511,-0.2649164,2.047882,3.228874,reverse,
10.23865,-1.815796,-8.435059,5.490127,3.443146,5.532694,reverse,
17.00745,1.379395,-2.264404,12.09285,5.21698,9.081488,reverse,
-5.935669,-6.268311,-16.42761,15.12682,3.83194,7.743492,reverse,
10.34241,-0.289917,3.536987,14.70346,4.146729,9.432163,reverse,
2.957153,1.281738,21.08459,-3.490877,0.32547,7.392349,reverse,
-1.776123,-0.5737305,-0.6896973,-2.877965,0.06347656,7.327261,reverse,
-1.33667,-1.00708,-0.289917,-1.791325,-0.3511047,7.532387,reverse,
-47.21069,-1.953125,-16.94336,0,0,0,reverse,
68.85681,-0.8453369,34.09119,-2.75794,0.4882813,11.24335,reverse,
71.14868,-5.249023,48.80981,-6.443238,2.871552,23.48598,reverse,
-114.3036,18.25256,-16.74194,-27.56166,21.62354,1.641483,reverse,
-11.83777,-5.145264,-28.29895,-15.50045,12.16385,0.1651955,reverse,
-0.3112793,7.928467,12.43896,3580.98,13.94943,-1.64196,reverse,
-0.1312256,5.093384,10.12573,-21.73615,15.67291,-3.381443,reverse,
-8.282471,3.430176,2.001953,-17.54883,11.72379,-7.676105,reverse,
-3.286743,0.3204346,0.5187988,-14.99084,9.744873,-9.697628,reverse,
-21.87195,-23.59009,67.69104,-13.31268,19.13101,-30.05354,reverse,
3.219604,-18.65845,41.81824,-19.31763,23.2283,-38.93278,reverse,
16.79993,18.46313,-172.4548,0,0,0,reverse,
-15.88745,-38.67188,56.10046,3.816223,11.50955,-24.5815,reverse,
-2.325439,-30.67017,4.394531,18.75427,14.88235,-33.70479,reverse,
7.794189,19.71436,-28.92456,21.5213,8.278351,-19.92264,reverse,
-1.062012,16.69922,-10.849,18.30719,5.901947,-15.83444,reverse,
-4.098511,3.494263,-3.100586,20.14557,5.480652,3583.463,reverse,
-15.02075,-19.64417,0.1373291,-3556.136,7.489014,-25.41046,reverse,
-34.82971,-27.04163,7.241821,77.47766,7.912903,-45.30579,reverse,
28.90625,9.777832,-0.04577637,50.98071,3.481445,-31.39923,reverse,
30.91125,19.25049,-12.30164,31.82617,3.77182,-11.91406,reverse,
5.612183,47.09167,-12.65259,0,0,0,reverse,
6.433105,-53.69873,10.65674,29.34702,6.569672,-5.899963,reverse,
10.89478,0.9521484,-3.805542,23.83074,9.008331,0.871582,reverse,
29.04053,-41.8396,-2.526855,34.96052,24.5755,15.35583,reverse,
-3.747559,20.50781,-4.251099,21.40764,21.4595,16.80206,reverse,
-42.62085,74.07837,-0.07324219,0,0,0,reverse,
88.1897,-144.9829,-4.315186,30.86466,40.5365,33.96545,reverse,
14.04114,-29.49829,-9.494019,31.26682,31.38947,23.64471,reverse,
-68.65845,112.9303,8.14209,9.570999,3.733063,0.4605103,reverse,
7.766724,-14.69727,0.3326416,11.39683,-6.930237,-12.87201,reverse,
0.8270264,0.378418,-2.020264,11.04588,-9.285583,-15.40253,reverse,
-42.16614,75.86975,7.354736,0,0,0,reverse,
32.6416,-62.79907,-10.29663,8.106728,-15.36514,-20.3952,reverse,
4.379272,-3.079224,-4.077148,7.936096,-16.82083,-22.02209,reverse,
22.18323,-20.09277,-21.31958,9.301224,-21.78619,-27.28607,reverse,
-42.92297,73.27271,24.32556,1.078491,3.608398,5.924072,reverse,
-10.62927,13.58948,6.616211,-0.36129,6.159973,8.902588,reverse,
1.947021,6.195068,1.638794,-2.158318,8.84964,13.42621,reverse,
1.89209,9.796143,3.695679,-5.105896,11.60965,18.54889,reverse,
-2.764893,3.7323,2.29187,-4.342537,8.272705,14.90723,reverse,
-1.989746,5.603027,2.151489,-4.004555,6.212616,13.31146,reverse,
-36.18469,45.3125,4.025269,-0.7587814,-0.5503845,6.622009,reverse,
31.44836,-71.53015,-9.051514,0,0,0,reverse,
-55.52063,99.25537,5.340576,1.775818,-4.948425,1.86615,reverse,
-9.942627,-9.359741,-7.171631,1.567421,-4.008636,-1.12915,reverse,
-44.99817,50.42419,-10.44617,0.8971405,-4.212036,-1.643372,reverse,
38.99841,-44.53735,-0.7385254,-2.062263,-0.01327515,2.986145,reverse,
21.99097,-25.77515,1.779175,-2.514687,0.3465271,2.802734,reverse,
-3.317261,16.02173,0.6195068,-8.092346,2.34787,6.572876,reverse,
-10.96497,25.57983,-6.19812,-12.28409,1.812592,7.728271,reverse,
8.218384,61.57227,9.609985,-42.60899,-7.002563,6.218262,reverse,
55.53589,-173.1812,7.2052,0,0,0,reverse,
-44.49768,186.0474,-15.9668,-57.02856,-19.09225,0.4925537,reverse,
44.49768,-186.0474,15.9668,0,0,0,reverse,
-1.657104,81.28662,-6.582642,-42.69913,-22.37518,-7.650146,reverse,
4.248047,-38.64746,0.8789063,-32.53256,-16.16302,-3.536987,reverse,
-0.009155273,6.439209,-16.84265,-45.52441,-19.08752,3.465576,reverse,
-1.873779,-36.21216,13.55896,-13.67954,-5.30426,2.40448,reverse,
3.192139,36.78589,-50.67444,-60.76931,-10.80627,26.17859,reverse,
1.617432,-18.77136,12.78381,-45.11784,-6.607361,-3577.314,reverse,
-1.333618,-11.82556,8.31604,-32.4808,-5.079498,16.80068,reverse,
-3.250122,-9.158325,3.991699,3580.26,-2.20047,10.87029,reverse,
2.972412,7.516479,-15.36865,-40.37689,-7.50351,16.30254,reverse,
