r_upleg_JNTa_x,r_upleg_JNTa_y,r_upleg_JNTa_z,r_upleg_JNTw_x,r_upleg_JNTw_y,r_upleg_JNTw_z,label,
-2.099609,-10.25696,33.12683,-15.97534,-5.652618,6.561685,reverse,
0.7293701,-0.402832,0.08239746,-16.4212,-5.98999,6.997347,reverse,
2.55127,1.760864,-55.25208,-0.2716064,-16.36887,20.97603,reverse,
0.5096436,-9.457397,3.109741,4.495544,-18.97293,18.12504,reverse,
6.588745,-22.36023,-65.86304,15.39276,-49.82742,30.76282,reverse,
-7.669067,6.011963,70.03479,12.36176,-26.69373,12.78874,reverse,
-4.379272,1.345825,21.7865,12.69928,-20.57541,5.068216,reverse,
-2.398682,-2.468872,-0.3753662,15.69916,-22.50839,4.258938,reverse,
-4.156494,1.843262,17.03186,15.25787,-17.18704,1.281681,reverse,
-4.782104,-0.4486084,-2.087402,-3583.82,-15.22079,0.08605957,reverse,
-10.80627,6.47583,0.1312256,13.26322,-2.377777,-1.92688,reverse,
-2.487183,1.498413,2.27356,10.77842,-1.64917,-2.992725,reverse,
-42.85583,4.492188,-9.353638,3.083949,2.757874,-13.74085,reverse,
-7.015991,-1.669312,-4.440308,3.719559,2.769318,-14.97,reverse,
45.55969,5.157471,28.89099,0.5471516,1.823883,-6.640186,reverse,
-13.76038,-1.055908,-4.888916,0.9186602,2.597656,-9.976511,reverse,
23.21777,0.08544922,7.556152,0.9762335,0.5192566,-5.145473,reverse,
-4.541016,-0.7781982,-1.898193,1.222925,0.6079102,-6.334009,reverse,
4.055786,-0.07019043,21.53625,-17.33641,-1.468353,-7.417231,reverse,
-2.288818,-2.151489,4.034424,-21.45691,-1.573181,-8.469162,reverse,
0.4577637,1.010132,2.648926,3582.091,-1.910248,-7.208748,reverse,
1.66626,-0.6011963,-0.3692627,-16.24969,-1.737366,-6.481891,reverse,
5.706787,2.947998,-0.1342773,-10.09064,-1.158447,-4.162326,reverse,
8.920288,2.761841,-7.455444,-2.563477,-0.4240417,-1.21243,reverse,
6.030273,-0.4425049,-0.2685547,-1.536255,-0.141449,-0.2645922,reverse,
1.208496,-0.06103516,0.3204346,-1.390991,-0.09292603,-0.09258747,reverse,
6.539917,-0.302124,0.9185791,-0.7894897,0.1229858,0.7951641,reverse,
6.387329,-0.2960205,0.8514404,-0.194397,0.3288269,1.664124,reverse,
17.66357,1.33667,-2.716064,6.221008,1.698151,5.5756,reverse,
41.43982,1.385498,-0.6286621,18.79883,4.618073,14.12545,reverse,
-20.27588,-0.7324219,-8.493042,18.14697,4.171143,11.27138,reverse,
-7.791138,0.2258301,-13.32397,-3574.379,5.507965,11.93653,reverse,
3.173828,-2.5177,7.415771,20.31615,4.905853,12.04823,reverse,
-1.644897,-0.4638672,24.38354,-1.461143,0.6974792,8.897018,reverse,
-8.233643,0.78125,-2.709961,-1.209536,0.723114,7.410402,reverse,
-3.463745,2.233887,0.4730225,-1.19844,1.20575,6.887922,reverse,
1.193237,-0.04272461,0.3265381,-1.212676,1.172333,7.15354,reverse,
37.96692,28.80249,39.79187,-6.527185,14.06708,14.46733,reverse,
-26.97754,-9.158325,-14.40735,-7.465541,11.0228,9.011612,reverse,
-41.19568,-6.5979,11.74316,-21.91201,18.22372,-0.4200745,reverse,
0.08544922,1.953125,11.52344,3574.403,21.34689,-2.087803,reverse,
-9.506226,-9.832764,-7.37915,-16.16516,7.650299,-7.728214,reverse,
1.342773,-1.818848,21.34094,-15.43701,6.443787,-8.887844,reverse,
-17.05322,-11.2793,12.90588,-13.33588,14.11469,-18.64626,reverse,
18.48145,5.743408,-92.25464,0,0,0,reverse,
-49.60327,-53.52173,172.6135,-23.508,30.41901,-52.80486,reverse,
14.72778,-30.88989,-68.16101,5.966187,24.84497,-43.41724,reverse,
24.30725,24.30725,-34.31396,5.743713,16.97617,-27.19385,reverse,
7.336426,14.42871,-27.09351,9.804382,16.60965,-17.53916,reverse,
3.314209,-2.682495,1.071167,13.93341,18.8591,3582.241,reverse,
-6.707764,16.05835,-24.95117,26.46393,22.32727,-10.81909,reverse,
-0.3479004,-2.252197,-3.909302,-3568.62,21.07605,-7.843323,reverse,
-3.811646,-4.217529,-5.487061,39.13356,19.53903,-4.829102,reverse,
8.486938,-22.80884,15.90271,44.37954,19.97833,-14.65302,reverse,
10.84595,-53.01514,4.748535,71.88552,18.63998,-23.92334,reverse,
-8.547974,114.5935,-30.41992,0,0,0,reverse,
26.8219,-123.8098,2.105713,62.58513,4.769592,-22.51587,reverse,
-26.8219,123.8098,-2.105713,0,0,0,reverse,
44.08264,-138.9526,-38.20496,57.09314,-9.597473,-25.69305,reverse,
-44.08264,138.9526,38.20496,0,0,0,reverse,
25.0061,-79.12903,-30.46875,27.86364,-9.422455,-16.17706,reverse,
25.03662,-73.51074,-32.13196,39.82388,-27.0636,-37.21313,reverse,
2.471924,22.50977,9.765625,17.80331,-31.85074,-35.83252,reverse,
14.63623,-25.93384,-19.21082,16.82796,-40.74509,-45.27771,reverse,
-20.59326,95.2301,39.05945,-2.956543,-11.74133,-8.64624,reverse,
-46.55762,60.83374,32.98645,0,0,0,reverse,
63.21411,-71.14258,-44.66553,-6.27182,-11.02234,-5.66925,reverse,
-27.02332,37.54883,19.84253,-4.955902,-3.106079,0.7446289,reverse,
-21.05408,19.00635,9.625244,-2.188606,-2.450714,0.8560181,reverse,
0.4089355,-0.7507324,-3.811646,-2.293777,-3.349152,1.264648,reverse,
-10.51941,2.706909,0.6317139,1.145897,-7.497253,-1.707458,reverse,
-14.88342,4.541016,2.380371,5.708504,-12.75223,-5.904846,reverse,
6.729126,8.486938,14.33716,5.085182,-3.569031,2.852173,reverse,
4.107666,5.947876,9.643555,5.153923,2.494659,9.319763,reverse,
-0.9796143,-6.344604,-7.983398,0,0,0,reverse,
12.95776,16.73889,22.3877,4.900208,12.38464,21.79718,reverse,
8.328247,12.92419,14.36768,4.271202,21.29013,33.15521,reverse,
-6.985474,0.6103516,-4.425049,1.415405,18.11798,25.46204,reverse,
-12.23145,4.492188,-1.919556,1.209564,15.40115,20.19226,reverse,
-46.20667,57.9895,27.31018,4.118958,23.74176,24.43298,reverse,
-17.15393,32.61108,11.22131,3.828049,32.0546,32.95654,reverse,
-20.54138,-25.58899,-43.30444,3.062706,13.82202,10.52368,reverse,
7.473755,-7.122803,-8.062744,2.187805,12.32986,9.415588,reverse,
1.400757,9.164429,-11.05652,-2.626076,11.77521,10.47546,reverse,
6.420898,2.685547,-4.321289,-4.608765,10.91751,10.39154,reverse,
29.19006,-14.84985,-3.585815,-10.56046,6.11145,8.68988,reverse,
37.34741,-89.65454,1.38855,0,0,0,reverse,
-21.14563,143.0328,-7.824707,-45.99461,-16.4888,-3.066406,reverse,
30.10559,-59.10645,-2.542114,-44.75777,-22.37076,-6.603088,reverse,
-0.4547119,-61.49902,9.024048,-21.57822,-10.55786,-4.628906,reverse,
3.839111,-2.471924,0.5065918,-24.06557,-11.44287,-4.80011,reverse,
-3.857422,11.06262,-9.237671,-32.41497,-14.70673,-3.288574,reverse,
-8.224487,3.396606,-7.931519,-32.32653,-14.38797,-0.3115845,reverse,
-9.21936,15.53345,-13.62,-33.18586,-15.78339,4.88739,reverse,
-4.006958,12.21619,-9.588623,-33.91322,-17.48886,9.253235,reverse,
0.78125,44.06128,-32.19299,-53.82449,-18.6528,26.80298,reverse,
22.92175,5.273438,5.85022,-56.41889,-20.30609,33.32428,reverse,
-10.73914,-111.499,67.55676,0,0,0,reverse,
19.92798,50.27466,-51.14441,3544.556,-13.35938,-3577.591,reverse,
-10.61707,-41.76025,20.98083,-25.90027,-8.390656,10.15185,reverse,
-1.397705,-9.573364,-3.161621,-19.47357,-12.97226,10.89773,reverse,
-4.107666,0.09765625,23.15063,-7.314453,-6.376038,4.809928,reverse,
1.379395,-3.045654,-12.42676,-8.584595,-16.42792,9.137721,reverse,
0.08239746,-0.4333496,-6.106567,-5.137024,-17.62772,11.65699,reverse,
-1.367188,-2.841187,-62.26501,25.3006,-26.77002,29.86968,reverse,
-0.5950928,-2.154541,20.31555,18.32642,-22.32605,23.46256,reverse,
-10.26001,2.902222,32.75757,11.82373,-6.244965,8.094559,reverse,
-2.120972,-1.220703,-2.044678,13.84399,-5.930328,7.435226,reverse,
9.075928,7.754517,39.94446,0,0,0,reverse,
-21.30432,-12.12769,-57.4585,24.28833,-6.342773,6.754694,reverse,
-2.23999,5.963135,20.92285,17.87323,-2.537994,0.8372307,reverse,
7.305908,1.708984,12.24365,-3587.968,-1.632843,0.3158283,reverse,
-31.23474,0.5340576,-17.60254,17.53513,-1.219635,-5.794716,reverse,
-36.09314,-2.197266,-22.07031,25.32613,-1.525116,-11.97278,reverse,
34.47266,0.8514404,24.68567,10.79221,-0.5505371,-7.858934,reverse,
8.581543,0.0793457,5.62439,5.305452,-0.03463745,-7.212124,reverse,
11.15723,-1.77002,14.00452,-0.4604197,0.5413818,-5.97229,reverse,
2.001953,-0.869751,3.29895,-2.135496,0.73349,-5.855703,reverse,
2.584839,-5.801392,41.19263,-37.9314,-5.850677,-13.73048,reverse,
24.76807,13.62915,-24.84131,0,0,0,reverse,
-23.703,-36.42883,32.80029,3542.326,-6.543579,-17.2754,reverse,
27.38647,12.146,-57.79724,-6.179504,1.91864,-0.5168247,reverse,
-1.870728,16.96777,16.50085,-1.815796,0.954895,0.09645462,reverse,
2.023315,7.504272,3.649902,0.3225708,1.993256,1.364551,reverse,
1.010132,1.611328,-2.557373,2.664185,2.376709,2.254424,reverse,
5.651855,13.86719,-19.06738,24.26544,4.05365,9.288068,reverse,
0.793457,0.604248,-0.9277344,-3572.978,5.069885,9.765291,reverse,
-0.8483887,1.571655,2.258301,29.8589,6.02951,8.908167,reverse,
14.45618,0.2716064,16.02783,24.62054,5.50766,10.91741,reverse,
24.42017,2.285767,34.53674,9.161873,2.08252,12.04025,reverse,
-49.31946,-20.401,-25.42419,0,0,0,reverse,
71.06628,12.74414,43.4082,1.944122,2.10434,14.37179,reverse,
-29.18091,-11.15112,-15.41443,-2.880325,0.7972717,7.367239,reverse,
-6.085205,-1.098633,-3.552246,-2.521567,0.4371643,5.974283,reverse,
3.121948,0.100708,1.937866,-2.703099,0.3999329,6.524076,reverse,
4.336548,3.210449,5.636597,-3.331842,1.767578,7.163439,reverse,
4.388428,2.365112,4.519653,-3.85838,2.600708,7.85244,reverse,
4.217529,19.92798,54.51355,-19.80518,20.72678,6.158562,reverse,
2.62146,8.453369,20.41016,-25.61314,26.50436,4.040031,reverse,
-36.49292,-12.5,-25.90942,-17.76849,17.97806,-3.175735,reverse,
-8.032227,-3.24707,-3.52478,3584.222,16.39923,-5.170193,reverse,
-9.960938,-18.80493,-82.02515,0,0,0,reverse,
2.331543,12.79297,109.137,-13.53455,18.56323,-14.75897,reverse,
-9.87854,-13.06763,-50.7019,-3.951416,11.21063,-13.56214,reverse,
-10.56213,-9.680176,15.67078,-0.8447266,15.92255,-23.23557,reverse,
-18.88428,-30.88074,11.34949,8.359375,24.50455,-40.60743,reverse,
10.60181,-6.866455,2.069092,9.997253,24.02863,-38.64759,reverse,
10.44617,3.231812,-24.54834,-3584.099,18.68073,-28.82652,reverse,
-7.315063,-25.5188,-26.6449,52.06914,18.59787,3573.053,reverse,
14.48975,35.85205,-14.42566,24.8005,7.554016,-14.23737,reverse,
-1.61438,-17.19971,16.80298,34.57479,9.76532,-23.18695,reverse,
10.38513,51.33667,-38.7085,0,0,0,reverse,
-11.52649,-79.92859,48.47412,52.39438,9.715118,-30.77179,reverse,
13.59558,19.36646,-21.1731,35.23371,6.423187,-15.73669,reverse,
13.62915,-30.99365,3.338623,47.78246,9.537659,-15.21271,reverse,
12.70447,-28.26538,2.423096,56.4823,10.77805,-14.63379,reverse,
-8.636475,74.19739,-23.86169,18.29718,5.981293,-0.8999634,reverse,
0.1800537,0.2471924,-2.444458,16.47495,4.49173,-1.349487,reverse,
-0.592041,3.344727,-5.032349,11.35895,0.6478882,-3.055725,reverse,
0.4211426,-1.846313,-0.8056641,11.59466,0.508728,-3.220825,reverse,
16.99524,-30.32837,-6.70166,12.03587,-5.80368,-12.02911,reverse,
1.419067,3.182983,-4.47998,8.11142,-7.142181,-13.04749,reverse,
27.01111,-40.92407,-14.30054,8.017998,-13.24921,-22.52594,reverse,
-9.161377,14.62402,-2.148438,6.355553,-12.00394,-20.07019,reverse,
-25.7782,42.19055,8.355713,1.684456,-6.526184,-10.67444,reverse,
-16.71753,30.51453,9.637451,0.7176208,-2.961121,-4.809875,reverse,
20.21179,-42.48962,-17.21497,0.6427002,-9.799042,-14.83185,reverse,
-14.43176,25.99792,8.64563,-0.3182602,-6.860809,-9.950256,reverse,
-4.260254,7.272339,1.345825,-1.506996,-6.628571,-8.867798,reverse,
-0.491333,0.6011963,-0.8178711,-2.161331,-6.997833,-9.064636,reverse,
2.307129,11.21216,4.150391,-3.805161,-2.133942,-1.217346,reverse,
5.749512,0.8239746,-0.8666992,-5.514069,-0.05004883,2.723999,reverse,
-6.900024,18.1427,5.828857,-1.19812,4.889984,10.52307,reverse,
-8.041382,7.577515,4.904175,0.7065582,5.005035,9.698181,reverse,
-5.319214,7.177734,5.74646,3.675156,6.548615,11.34369,reverse,
-1.66626,3.326416,2.13623,4.791641,7.63092,12.75604,reverse,
-7.763672,3.515625,1.712036,5.302696,6.416016,10.74341,reverse,
-4.129028,2.667236,0.9521484,5.75695,6.219025,10.36194,reverse,
-31.38733,37.39929,10.3363,8.772812,9.154663,16.31592,reverse,
-26.34888,27.59705,2.600098,9.57016,10.22003,18.81927,reverse,
8.956909,-9.707642,-9.408569,5.495872,7.471771,14.55872,reverse,
11.8927,-11.24878,-8.566284,-0.2317429,2.603302,7.704468,reverse,
8.676147,-11.91406,-4.199219,-0.8771133,1.334076,5.679016,reverse,
-10.849,17.7124,-10.18677,-4.239235,-2.045288,4.493103,reverse,
8.459473,-11.70044,-1.037598,-3.879662,-2.139587,3.54187,reverse,
3.991699,2.532959,-5.679321,-6.687813,-5.257721,1.731873,reverse,
0.03356934,-0.5615234,-2.34375,-6.832809,-5.427399,1.773682,reverse,
-16.90979,75.58594,-21.45996,-41.82579,-17.9837,-0.7217407,reverse,
23.53821,-53.20435,12.35352,-28.43555,-11.66916,1.020813,reverse,
25.98572,-37.22534,20.85266,-23.67882,-5.453491,2.827148,reverse,
0.994873,0.9094238,-1.089478,-25.00502,-6.092224,3.406677,reverse,
3.253174,2.218628,-2.148438,-28.86707,-5.268707,6.533203,reverse,
2.026367,4.504395,-2.130127,-33.30801,-6.509399,8.390198,reverse,
-1.403809,11.57837,0.1708984,-41.98948,-5.422668,16.69464,reverse,
1.223755,-20.67261,4.714966,-30.38311,-4.453888,13.13019,reverse,
-10.49805,31.74744,-12.4176,-53.09447,-0.8770752,28.81744,reverse,
3.863525,-9.637451,1.843262,-51.34504,-3.459625,27.09839,reverse,
-0.2258301,-22.35413,4.647827,-38.52945,-3.924255,16.31409,reverse,
1.119995,-15.78979,10.10742,3569.952,-3.014526,-3593.349,reverse,
-0.668335,-0.9674072,-11.18164,-25.71625,-6.156616,7.954404,reverse,
-2.127075,9.970093,-25.87891,-27.61749,-13.83026,13.94261,reverse,
7.244873,-13.37585,5.453491,-10.54504,-14.3454,14.03899,reverse,
2.407837,-9.54895,11.68823,-4.501343,-10.42282,10.26465,reverse,
4.351807,0.4547119,-47.02148,2.213135,-24.80011,23.79745,reverse,
4.995728,-21.87195,-47.69897,22.34314,-35.88455,32.92362,reverse,
4.0802,-11.12671,28.60107,16.43829,-39.27887,25.24683,reverse,
-12.80823,-0.6256104,46.41724,13.10211,-18.73367,6.47253,reverse,
-3.994751,0.2990723,0.6652832,14.20013,-16.99997,4.610739,reverse,
-5.548096,1.544189,2.154541,14.758,-13.85757,2.076206,reverse,
-2.059937,1.028442,2.258301,-3585.798,-12.21878,1.215782,reverse,
-31.12793,-0.604248,-13.4552,18.8189,-1.688995,-1.851425,reverse,
-4.049683,2.816772,6.900024,11.55705,0.2330017,-5.22356,reverse,
-41.22314,-4.80957,-24.79553,8.419147,3.465881,-14.86235,reverse,
17.6239,1.672363,11.25488,7.106681,2.613983,-11.95927,reverse,
39.56299,2.185059,25.11902,3.759351,2.026367,-6.51186,reverse,
14.26392,7.025146,17.89551,1.845407,0.9310913,-3.159924,reverse,
-5.12085,-5.31311,-10.62927,3.195243,1.513977,-4.77107,reverse,
-0.01525879,-4.23584,-6.408691,4.169068,1.829834,-5.426331,reverse,
-2.111816,-0.7110596,15.26489,-11.19845,-0.09124756,-8.533936,reverse,
3.088379,1.281738,25.83923,-28.98765,-2.038116,-10.30744,reverse,
-2.108765,3.970337,2.172852,-21.85975,0.1411438,-8.87476,reverse,
-0.7232666,7.989502,1.327515,3588.181,2.089691,-6.663589,reverse,
13.12256,5.6427,-2.206421,-3.869629,2.181396,-1.987948,reverse,
7.74231,-1.66626,-8.499146,0,0,0,reverse,
0.8422852,5.249023,10.40039,-0.1144409,3.056946,0.7058716,reverse,
10.13794,-3.4729,-1.080322,0.6622314,2.519379,2.20377,reverse,
-3.659058,-0.7629395,-4.043579,0.6158447,1.447601,1.468005,reverse,
6.976318,-0.4150391,-2.349854,2.623596,0.9466553,2.847714,reverse,
5.484009,2.600098,-1.809692,-3593.658,1.645203,4.549866,reverse,
14.68201,21.58813,-25.06714,34.83989,6.293182,13.51798,reverse,
1.73645,-2.352905,3.741455,33.12756,6.749115,14.14419,reverse,
-24.97559,-0.2197266,37.35046,-1.837573,-1.739655,2.734022,reverse,
-0.0579834,-1.150513,-0.7202148,-1.892633,-1.701508,2.881336,reverse,
-11.16638,-21.06323,-16.42151,0,0,0,reverse,
20.578,33.35571,28.36304,-3.949032,-2.770538,6.171494,reverse,
-20.578,-33.35571,-28.36304,0,0,0,reverse,
49.72839,31.67114,49.26758,-5.954766,-1.433105,12.25896,reverse,
-8.69751,-21.66443,19.5343,-19.06819,20.4216,9.669523,reverse,
21.47827,5.352783,38.8855,-30.58038,30.8255,12.56289,reverse,
-23.16284,-5.166626,-15.20996,3573.535,25.04623,4.148474,reverse,
-13.63525,-3.701782,-9.893799,-23.01727,21.57043,-0.6731415,reverse,
-8.294678,-0.4333496,6.060791,-19.16962,16.92459,-6.886816,reverse,
-1.824951,-1.663208,20.25146,-15.10345,13.4082,-8.651056,reverse,
-13.52539,-8.227539,1.177979,-18.49731,20.16434,-17.9292,reverse,
-1.245117,-5.560303,2.539063,-19.92828,22.31308,-22.10048,reverse,
-0.8209229,9.393311,-112.6129,0,0,0,reverse,
-25.81177,-102.2858,199.2615,16.71539,55.6749,-57.66928,reverse,
22.90649,43.66455,-122.1527,22.48627,22.94022,-24.1408,reverse,
-0.8728027,30.61829,-58.78601,19.11591,6.808929,-8.562606,reverse,
-0.7293701,-8.47168,1.269531,26.38123,7.503662,3590.007,reverse,
4.507446,36.47461,-19.59229,0,0,0,reverse,
-16.83655,-95.17212,17.00134,-3520.071,10.93735,-19.03076,reverse,
16.83655,95.17212,-17.00134,0,0,0,reverse,
-14.7522,-123.2117,35.77576,91.25148,13.62045,-34.77295,reverse,
9.744263,75.23193,-23.84033,35.90971,6.052399,-12.03735,reverse,
-0.5065918,-58.9447,13.02795,73.39195,9.441986,-23.50189,reverse,
-0.769043,28.9093,-6.762695,61.26251,10.59845,-9.784546,reverse,
6.735229,38.00354,-7.189941,30.8658,8.195496,-0.5078125,reverse,
3.564453,15.65857,-2.838135,16.86657,6.706848,2.160339,reverse,
1.412964,-4.922485,1.226807,19.25423,8.040466,2.987671,reverse,
23.1781,-17.9657,6.472778,16.23493,11.56982,6.031799,reverse,
15.42969,-10.64148,1.156616,14.72332,11.20377,6.278687,reverse,
-44.03687,57.88269,-17.02881,0,0,0,reverse,
161.7432,-152.7588,32.52563,17.52781,15.24353,9.691772,reverse,
-73.1842,70.84961,-22.59521,8.197479,6.404419,3.925171,reverse,
-7.357788,13.08289,-6.552124,2.61467,-0.04226685,-1.27655,reverse,
-17.52625,15.38086,-2.407837,2.056961,-1.568756,-2.367249,reverse,
25.64087,-21.2738,-0.2502441,2.48024,-8.068237,-8.686829,reverse,
-89.3158,74.71924,-0.7202148,0,0,0,reverse,
54.6051,-59.81445,-7.678223,1.217957,-14.17419,-16.56281,reverse,
-31.57349,22.32971,-5.615234,0.2708817,-16.42487,-18.33862,reverse,
-5.871582,8.355713,1.333618,-0.1423645,-13.92502,-15.5191,reverse,
-2.462769,12.04529,0.07019043,0.02334595,-9.272614,-7.633972,reverse,
-1.959229,6.80542,0.6439209,0.2033615,-6.630249,-3.602295,reverse,
-12.73804,10.27832,11.24573,0,0,0,reverse,
13.20801,-2.23999,-5.856323,-0.09212494,-4.659424,0.958252,reverse,
-0.994873,2.264404,1.541138,-0.1008224,-3.826752,1.81366,reverse,
-16.35437,13.5376,3.833008,-0.753746,-6.137238,1.84967,reverse,
4.141235,-13.56201,0.4821777,0,0,0,reverse,
-70.46509,59.9823,3.125,1.940956,-20.73685,-9.725037,reverse,
-91.26282,66.45508,-6.35376,4.50386,-38.3638,-28.69446,reverse,
92.77954,-67.83142,-2.545166,-0.1665115,-13.78265,-13.26965,reverse,
5.322266,1.287842,-4.925537,-1.869507,-11.06735,-10.21027,reverse,
-2.46582,10.849,-8.041382,-4.559135,-8.747559,-7.13562,reverse,
66.09192,-70.7428,18.74084,0,0,0,reverse,
-58.19092,78.79639,-22.11609,-7.238579,-3.231506,0.05981445,reverse,
14.01062,1.864624,-1.593018,-9.842644,3.040771,8.04657,reverse,
8.276367,43.35632,-14.90173,-30.26245,16.24847,28.95966,reverse,
35.90393,-124.0173,38.61084,0,0,0,reverse,
-36.23657,219.6594,-81.81763,-72.32185,25.34576,54.24408,reverse,
29.85535,-116.9495,43.35938,-46.36715,1.088257,19.47693,reverse,
1.760864,-37.4115,13.88245,-38.74289,-3.900146,11.98303,reverse,
2.72522,-20.86182,7.345581,-28.65429,-4.035187,8.580322,reverse,
-7.348633,-0.2044678,-2.874756,-31.7441,-3.141174,11.82007,reverse,
9.243774,-44.23218,20.10498,0,0,0,reverse,
-9.030151,44.32983,-21.33179,-34.09264,-3.390808,13.31116,reverse,
-4.0802,18.61572,-13.50403,-58.98888,5.449371,29.56818,reverse,
4.779053,-13.04932,5.020142,-53.03098,2.021637,24.12201,reverse,
0.869751,-22.95837,16.26892,-31.42156,-1.886902,-3591.623,reverse,
-0.04272461,-2.032471,0.4547119,3570.089,-4.16687,6.529027,reverse,
7.504272,-24.9054,13.09204,0,0,0,reverse,
-18.42346,39.72168,-38.04321,-37.67548,-17.41974,10.25543,reverse,
0.5615234,-2.301025,-32.31506,-27.16217,-35.25742,14.77466,reverse,
17.86194,-37.42065,70.35828,0,0,0,reverse,
0,0,0,0,0,0,reverse,
0,0,0,0,0,0,reverse,
29.36707,2.084351,-326.6754,39.06372,-150.5833,80.66349,reverse,
-27.03857,-6.695557,307.7057,4.967346,-11.14548,3.493271,reverse,
-4.998779,-0.6561279,-12.82959,9.676819,-15.12085,3.984976,reverse,
-2.319336,-0.3540039,-4.736328,11.80389,-16.6156,3.737965,reverse,
-11.6333,-1.324463,-5.209351,16.1908,-14.40552,3.000355,reverse,
-20.04395,-3.182983,-9.442139,-3579.45,-7.454376,0.1450634,reverse,
-24.01123,-4.949951,-12.13379,17.39089,9.789581,-7.868443,reverse,
14.6759,1.876831,14.73389,13.52808,7.168579,-5.599012,reverse,
46.0022,13.2019,48.58704,0,0,0,reverse,
-34.13391,-16.96777,-41.21399,6.074841,2.65625,-10.12694,reverse,
3.411865,0.2258301,-1.586914,6.174121,3.178711,-9.448061,reverse,
30.72205,16.74194,42.8009,0,0,0,reverse,
-18.51196,-10.79712,-29.08325,3.990502,2.310486,-5.84506,reverse,
-2.658081,0.3234863,-10.60181,3.682442,2.608795,-6.704092,reverse,
0.3509521,4.934692,53.4729,-21.77118,-2.322845,-11.1293,reverse,
-26.00708,-15.72876,49.24011,3533.62,-6.313629,-28.13911,reverse,
46.82617,21.2677,-63.02795,0,0,0,reverse,
-24.08752,1.199341,12.98828,-10.12939,0.8422852,-7.803633,reverse,
13.10425,3.80249,-4.989624,-2.373962,0.4640198,-2.923145,reverse,
-0.8270264,3.530884,3.323364,-1.747131,0.4042053,-2.906418,reverse,
6.903076,2.532959,2.648926,0.2050781,0.5622864,-1.179168,reverse,
4.907227,-11.06567,-13.97095,0,0,0,reverse,
-2.163696,13.40637,16.53748,1.144104,0.6881714,-0.4884338,reverse,
57.06482,24.23706,-3.22876,39.54437,6.651764,19.28875,reverse,
24.71924,-6.222534,14.59351,-3562.216,8.825226,23.5764,reverse,
-79.62036,-31.4209,-27.90222,0,0,0,reverse,
81.52466,6.991577,76.33057,-13.17813,5.386505,11.6614,reverse,
-55.95703,-7.128906,-41.19568,-10.47946,6.841278,4.318151,reverse,
30.28259,-0.5889893,42.42554,3576.736,14.70901,8.738165,reverse,
-6.503296,2.386475,-14.61182,-19.68628,4.933472,6.940994,reverse,
-8.081055,-0.06713867,0.4302979,-15.62408,1.505432,5.517206,reverse,
45.92285,23.57788,114.5386,-49.93073,9.106293,10.06357,reverse,
-87.18872,-25.1709,-177.9175,0,0,0,reverse,
75.40283,34.28955,212.9364,-69.85229,13.08228,-1.434193,reverse,
-53.64685,-13.65967,-126.3458,-20.448,20.86929,-7.263403,reverse,
-9.869385,-19.16199,-36.67603,-8.414612,17.46399,-8.146887,reverse,
5.142212,-4.888916,17.45911,-9.223938,25.62668,-12.74769,reverse,
-7.244873,-4.745483,-36.77979,-0.2325439,14.20364,-7.462997,reverse,
22.80273,-27.00195,46.01746,8.383789,39.78119,-20.50887,reverse,
-32.58667,35.16846,-76.61133,0,0,0,reverse,
25.64697,-91.42456,48.24829,41.17798,40.34363,-29.50014,reverse,
16.80908,0.668335,0.390625,43.14301,35.11154,-24.1012,reverse,
-49.95422,56.02417,-46.41418,34.43848,8.001404,3586.117,reverse,
-3.082275,-4.907227,-0.3570557,40.08362,7.315826,-15.89661,reverse,
-13.33923,9.838867,-4.931641,-3560.482,3.464966,-16.67297,reverse,
23.91968,29.80042,3.063965,0,0,0,reverse,
-47.67151,-68.00232,-20.93811,79.14467,5.208435,-26.01807,reverse,
2.929688,-26.11084,-8.053589,84.79295,6.011963,-25.43427,reverse,
23.33069,14.19983,16.60767,54.42995,5.0383,-21.31958,reverse,
-6.295776,-79.18701,-10.04944,92.65363,3.167114,-34.87549,reverse,
27.1637,101.6205,12.12769,26.46709,2.489319,-5.123901,reverse,
0.5950928,2.185059,-0.0213623,24.73415,1.829529,-4.802246,reverse,
16.52527,-11.5509,5.59082,24.23969,8.511963,3.213501,reverse,
4.598999,-8.331299,-1.223755,25.79174,10.60745,5.670471,reverse,
13.42163,11.50818,9.408569,12.46365,15.20905,12.95868,reverse,
4.299927,-5.807495,-1.776123,12.47196,17.37061,15.2478,reverse,
55.10254,-41.01563,17.90161,3.828201,25.27344,24.26453,reverse,
-94.00024,110.4919,-19.57397,0,0,0,reverse,
101.2024,-125.5646,11.89575,5.160255,23.09799,21.18622,reverse,
-67.71545,75.02747,-3.823853,3.519859,0.7371521,-0.9375,reverse,
-10.73303,5.526733,-0.7568359,5.074806,-3.998566,-5.921326,reverse,
-11.2793,20.44067,-3.518677,3.070793,-3.030243,-4.159241,reverse,
1.77002,-0.1617432,1.638794,3.148575,-4.623413,-5.410156,reverse,
11.43799,-13.12866,7.073975,4.940987,-10.80078,-11.23871,reverse,
-2.349854,27.79541,0.1556396,-0.3790665,-4.741058,-1.830139,reverse,
17.00439,0.2624512,9.436035,-1.685181,-6.894531,-0.9448242,reverse,
-27.20947,21.48438,-7.369995,-1.236839,-2.608948,0.9741211,reverse,
-8.062744,11.4624,0.7446289,-1.405106,-1.589966,1.968079,reverse,
