acc_x_fc,acc_x_mf,acc_x_rmsf,acc_x_vf,acc_x_std,acc_y_fc,acc_y_mf,acc_y_rmsf,acc_y_vf,acc_y_std,acc_z_fc,acc_z_mf,acc_z_rmsf,acc_z_vf,acc_z_std
3.394645918734361,9490.87530265834,3.5573708814282554,1.1312666744537858,1.0636102079492213,3.489028885051563,5637642.947527,3.6317193029189028,1.0160625344696095,1.0079992730501395,3.475043621259063,94191.42264839726,3.6217455435278563,1.041112612410581,1.0203492600137372
2.53736203653676,503.0336777562401,2.857540396862285,1.7273310152418893,1.3142796564057018,3.02917919333297,327.73102310455084,3.345029645792576,2.0132967459098237,1.4189068841575982,2.9748982100450805,2663.3144238739887,3.2568229759251692,1.756876536384651,1.325472193742536
2.5231238122628556,584.6807884031584,2.856888619112326,1.7956588100056863,1.3400219438522962,2.9206575298031794,291.48420254547534,3.1859286501482744,1.6199009574395964,1.2727532979488194,2.9218050149885024,2713.2396476295594,3.209507338019969,1.7639928071920672,1.3281539094517876
3.608353260902214,1157.3727223245119,3.828179370471859,1.6347440370426747,1.2785710919001236,3.697006616409528,1647.0058365013338,3.8365522931441833,1.051275576254064,1.02531730515683,3.460459894228718,3280.5903434174143,3.713064058582143,1.812062023569064,1.3461285315931255
3.5062410389123517,1528.8927916001871,3.697125548939477,1.3750111016678583,1.1726086737133827,3.7038570167594576,1665.947949066891,3.8380309305133857,1.0119246229791825,1.0059446421047147,3.417349139374322,3835.0355847719284,3.6390178481348636,1.5641757586616765,1.2506701238382871
3.498493091107775,1457.553249955558,3.6970601149893607,1.4287995853163125,1.195324050337946,3.633348059698783,1693.5009610096142,3.778081573862384,1.072682255841559,1.0357037490718854,3.4148093934985138,3307.9456131761167,3.607644203181002,1.354173502819797,1.1636896075929342
3.540583467092664,1446.1025140276051,3.708814533546214,1.219573956793713,1.10434322418065,3.6414375269216968,1671.8776109209743,3.804292658287052,1.2125753674231623,1.1011699993294233,3.337272703999283,3585.504752463082,3.551801100027103,1.4779019532950493,1.2156899083627573
2.8457287850319375,865.9595871654343,3.0460711202324813,1.1803769515550167,1.0864515412824525,2.9158398599327917,479.3305660990438,3.1754174225217797,1.5811537184819788,1.257439349822479,3.0121534697822936,2580.135916671002,3.2353257405874345,1.394264122186123,1.1807896180887274
2.532512628445634,754.1242431786061,2.8519879109543176,1.7202148309929592,1.3115696058513096,2.9129826081075967,441.0609553302038,3.1929752465837713,1.7096232501593578,1.3075256212248225,2.6675798795730583,1508.1924213210555,2.967949015984075,1.692738947577824,1.3010530148990178
2.517402582485731,731.9050840353417,2.830367351891436,1.67366358434711,1.2937015051189784,2.9273875979838877,378.85634961867254,3.200087378008962,1.6709610780623976,1.2926565971140198,2.596810743871531,1718.7645462461219,2.8932328572675727,1.6273703268860689,1.2756842583045653
2.7683678702218777,840.7037518957762,3.0823347617764694,1.8369269187787913,1.3553327704954201,2.9544905099237413,425.01653923209795,3.281691306589556,2.040483658516021,1.428454990021044,3.0245804259253632,2451.144079392879,3.2775540364826368,1.5942737091727768,1.2626455199986957
2.9115565012339024,1174.57410620801,3.1777925869499057,1.6212044657963667,1.2732652770716582,2.9766153802585795,253.18023068812568,3.3350697892302112,2.2624513770441195,1.5041447327448643,3.1745260125910293,3382.6182406498133,3.405606938423673,1.5205432144223618,1.233103083453432
3.108740509366232,1107.0311209771305,3.3267444384337606,1.4029610040753373,1.1844665483141925,2.8048146763956345,387.6826322114615,3.1642196459011163,2.145300598582237,1.4646844706564746,3.206888408388516,3414.002414235512,3.4243046088024953,1.441728790009385,1.20072011310271
3.121860262763596,1583.9909408716085,3.3487532769404353,1.4681370095969148,1.2116670374310405,2.8418141501908156,374.76651962704216,3.212671499909233,2.245350502104288,1.4984493658793707,3.2793526905509287,3191.009494034925,3.514818275662499,1.5997934419074842,1.26482941217679
3.1003608130311804,1367.3158074982482,3.332242612422047,1.4916036570619469,1.2213122684481421,2.8481594699793806,419.0617680982092,3.159509194884172,1.8704859861244039,1.3676571156998394,2.878385145134144,4104.120545146607,3.159466914156279,1.6971301379192898,1.3027394743076184
3.0202611082843345,1401.2504921092445,3.291718662107704,1.7134345882532165,1.3089822719400048,2.9459130777903906,373.8574809585392,3.2866322581341407,2.12354773831147,1.4572397669263182,2.8100362369453302,3515.908456542369,3.1248549388256714,1.8684147357573195,1.3668996802096778
3.211036123576093,1932.895975161929,3.4216329543245245,1.3968190872089925,1.181871011239802,3.389443803995455,379.35430384190704,3.6141886537119956,1.5740303241773481,1.2546036522254143,3.093189671158018,5295.057941590475,3.3515331386854568,1.664952037948143,1.2903302050049603
3.189962401705389,2279.216316653553,3.3696827764048773,1.1789018893056675,1.0857724850564539,3.230900189753194,571.1815483967671,3.410753045968221,1.1945203044342683,1.0929411257859538,3.009369774424326,6005.866216338667,3.237807182554675,1.427088912183926,1.1946082672507863
3.2544079787799367,2575.0056540116507,3.4317906439513735,1.186015731565673,1.089043493881522,3.407166520769777,530.7073800726573,3.611519973994643,1.4342928223078444,1.1976196484309383,3.2453697301911526,4362.889593173009,3.4575574441189163,1.4222787937411374,1.1925933060943859
3.2837491262992153,2059.4945604044983,3.455366977819726,1.1565526269361612,1.0754313678409055,3.263872833666551,557.7072857160358,3.513267322470266,1.6901814047908708,1.3000697692012035,3.2243321451756612,4473.596317237673,3.428188622322212,1.3561594478063819,1.1645425916669523
3.162014301559934,1765.7962824678666,3.363529946861105,1.3149992601619083,1.1467341715331885,3.2591481947759258,431.8115009789277,3.5283553705510475,1.8272446653852477,1.3517561412419208,2.9990330201409705,2935.835550996464,3.2571959565872253,1.6151264437123,1.270876250353393
3.1166755422743475,1072.5235528281266,3.366687301741845,1.620916951898688,1.2731523679036567,2.6965136741925413,259.46355877141366,3.137745921536372,2.5742634730107796,1.604451143852869,2.7898169789698537,1972.8595795825436,3.086046660210615,1.74060521284861,1.3193199812208598
2.9139184114771117,970.68006974944,3.1515575710123347,1.4413946146598753,1.2005809488159784,2.526390841400137,309.0732460672854,2.863183357030975,1.8151682524686723,1.347281801431561,2.850968297033372,2193.1504504558025,3.1132546398478955,1.5643342218450864,1.2507334735446582
2.9637906457394556,917.7289010316708,3.191724324562721,1.4030491722326606,1.184503766238276,2.583799032885477,337.3164788420569,2.914681103893023,1.8193484950511223,1.348832270911073,2.821760371114284,2432.6792467716664,3.084239572201923,1.5502021467452771,1.245071141238635
2.9360900154476957,506.1411014788526,3.1765549206392163,1.4698765850255675,1.2123846687522766,2.5133063304137826,354.51101195717683,2.8550759915013937,1.834750206749673,1.3545295149053316,2.8255995001390444,2454.125081215662,3.082842873735147,1.5199076489535632,1.2328453467298983
2.7680032133546133,801.0417590016721,3.049213258648559,1.6358597075766972,1.2790073133398014,2.5879895143515896,300.5450293862385,2.949946665778898,2.00449560454626,1.4158021064210422,2.633246599724081,2149.039839003721,2.939819361834857,1.7085502252606721,1.3071152302917566
2.744930416403256,825.792241101557,3.088212192020859,2.002411552050525,1.415065917917086,2.532916367905383,304.8445908298132,2.8935152542221254,1.9567651996131348,1.3988442370804317,2.699544332011622,2416.049124584069,3.025139523814492,1.8639295380484984,1.3652580481537175
2.8051334088458284,941.6761280090423,3.1256654041151504,1.901010777059313,1.3787714738343382,2.689946615244224,249.93817887078475,3.031507630017139,1.9542257179882732,1.3979362353084182,2.7138116319731576,2193.1008489023475,3.0790293675849694,2.115648272617883,1.4545268208657698
2.8324671294260533,1044.229121212235,3.1299816846373316,1.7739153068860833,1.331884119165809,2.9088083343926723,338.36314612790636,3.208570644656716,1.8337596555205393,1.3541638215225436,3.1303721856954163,2855.5148272215856,3.4311766264625603,1.9737430210074953,1.404899648020276
3.0474014958366156,2208.1117073421456,3.1995324178090834,0.950351815783996,0.9748598954639563,2.8348240926255444,551.5572727580457,3.0980582783094572,1.5617374596715161,1.249694946645587,3.126201283177623,6703.34017936716,3.309280008222597,1.178199709880335,1.085449082122388
3.2425767148068987,2410.7078441209587,3.405214509209706,1.0811821023243988,1.0397990682455909,3.422891754259668,939.5815155979333,3.579862699443285,1.0992289854865376,1.0484412169914619,3.120097976314061,6344.47913477629,3.298361093901808,1.1441745239660313,1.0696609387866938
3.15796220029028,2481.5091438511395,3.348700541997493,1.2410700615120789,1.1140332407572402,3.3218382538068405,1090.4310278255605,3.5131329008653336,1.3074933946879903,1.1434567742980013,3.160757701241011,6629.725460018034,3.3285695963136797,1.0889863115494571,1.043545069246871
3.145476631367132,2593.244172052953,3.3362644429093873,1.2366371945447683,1.1120419032324134,3.2910877001334904,1063.122476421015,3.480900720844141,1.2854115784033096,1.1337599297925949,3.0684432390405805,8304.487675619164,3.286135655950215,1.3833436380935036,1.1761562983266738
3.1088437958569357,1043.7878721064747,3.391529583466118,1.8375631684876992,1.3555674710200518,3.164047315982376,981.7506256086023,3.4192731620544197,1.6802335389703509,1.2962382261646008,3.0854377846295784,4710.134073070829,3.361118526052946,1.7771914233564488,1.3331134322916594
2.7990325700465823,1199.3423646422552,3.0570011231033085,1.510672538473315,1.2290941943046167,2.6566970667219163,497.40253529253494,3.002510197222444,1.9570281800959284,1.398938233123939,2.9980335323856493,4463.692520448995,3.29537200891402,1.8712716158252507,1.3679443028958638
2.8714723875853516,1236.7936978768362,3.1606835452417585,1.7445668004968953,1.3208205027545927,2.724681375148679,648.5988554327156,3.0669852876608252,1.9825101586458551,1.4080163914691672,3.12830897131072,4581.672170778182,3.426708923094972,1.9560170236355745,1.3985767850338338
2.953063815382246,1425.58414863079,3.231517083232681,1.7221167615047042,1.3122944644799444,2.6987417266109475,709.266921123514,3.06258056603967,2.0961928165328287,1.4478234756118677,3.0201735709867497,2764.52017425347,3.328506630916174,1.9575079931660835,1.3991097144849232
2.8643290478161996,1428.0617710385854,3.1472936263895415,1.7010762765485703,1.3042531489509888,2.8336976302024306,547.1352254860501,3.1701402116688695,2.019946702225074,1.4212482901397188,2.9643747065838095,2466.550801987719,3.2791619869618645,1.9653859357018393,1.4019222288350517
3.0943879506843195,1170.0430678429532,3.3548237308770923,1.6796054759157888,1.2959959397759657,2.868083559585724,517.9305879609344,3.203340035707465,2.035484079600384,1.4267039214919064,3.7124118692374126,9503.458214569857,3.881737657883232,1.2858853577739817,1.1339688522062596
3.2423562041261182,5416.164945419124,3.3686189380050395,0.834719795051073,0.9136300099334922,3.529918693034091,719.7528867885054,3.704574710613556,1.26354780708601,1.1240764240415373,3.7107318189591254,14060.019239134077,3.8610031808825354,1.1378149305493586,1.066684081886178
3.241815708151052,5363.945183615278,3.3681237096344723,0.8348882377869742,0.9137221885162766,3.349054789733606,866.8673793745531,3.560592202127689,1.4616488452148975,1.2089867018354243,3.733621960416084,15305.406581664889,3.88032026405374,1.1169524083248465,1.056859691881967
3.2288144266319274,5628.557686187965,3.3525144225432784,0.8141103517342305,0.9022806391219034,3.3275443842927825,885.1656791735255,3.539686474477368,1.4568287081595868,1.2069915940716351,3.6657789375502867,15950.718713308579,3.8284013440076032,1.2187216318119123,1.1039572599570657
3.1833928572419756,5326.920666734817,3.3171424812583283,0.8694441574294308,0.9324398948079339,3.4019872400862257,1007.6028992319643,3.6247175482131717,1.565060122615009,1.2510236299187194,3.3569664772493177,9761.125359902308,3.5508423699112543,1.339257606581283,1.1572629807357024
3.05027946875095,1365.8530654256915,3.30111507576844,1.5931559059820994,1.2622027990707751,3.0335216355168315,563.7714716147168,3.350591264930051,2.024208311476843,1.4227467488899221,3.106296977912932,6022.854686596405,3.386431107094409,1.8188347281056496,1.348641808674805
3.1245695620447593,1909.6279382490416,3.3393808435072914,1.3885294699268895,1.1783588035598027,3.0407920782594364,359.60860628094184,3.331529469889082,1.8526721455340833,1.361128996654646,2.9813205433666474,4923.384038400083,3.297526977474572,1.9854119848725833,1.4090464807353174
3.18910880212814,1753.7397231160335,3.4059598816971213,1.4301477639190896,1.195887855912539,3.275529877316453,734.7635591174563,3.530251751878148,1.7335814544459967,1.3166554045937748,3.2093915842931167,4999.8273136338175,3.476856126664338,1.7883341841918616,1.3372861265233635
