l_upleg_JNTa_x,l_upleg_JNTa_y,l_upleg_JNTa_z,l_upleg_JNTw_x,l_upleg_JNTw_y,l_upleg_JNTw_z,label,
-6.771851,-1.428223,4.641724,21.33728,-9.438629,8.682251,ankle,
28.69568,-9.854126,88.14697,58.44965,-36.6243,10.22217,ankle,
-43.07251,1.763916,-59.53674,21.87334,-14.0863,5.261536,ankle,
-16.87012,-0.4058838,23.45886,3.527584,-2.847595,6.209717,ankle,
-5.52063,-10.26001,22.53113,3.005314,-0.7870483,8.52356,ankle,
-6.704712,2.368164,-34.0271,0.135498,4.738312,10.06775,ankle,
-5.056763,-10.38818,5.92041,-0.2878189,5.222626,11.38275,ankle,
-8.557129,-17.13562,-12.45422,-1.126556,5.062714,11.34583,ankle,
-6.719971,-9.765625,-14.19067,-1.051331,3.983765,9.830933,ankle,
-30.56335,-78.27454,5.419922,0.4165649,-0.001831055,7.618713,ankle,
-9.552002,-37.9776,-34.8999,0.1637459,-0.1861572,8.152161,ankle,
58.60596,120.2301,-57.2052,-10.61932,-4.479523,-0.1004028,ankle,
7.96814,-23.34137,-14.35242,-16.3809,-6.747437,-0.2163696,ankle,
20.28503,34.75647,-5.871582,-5.842762,-2.54364,0.6747437,ankle,
8.551025,-7.525635,-10.01892,-6.983757,-3.052216,0.7467651,ankle,
4.406738,11.18927,0.3723145,-5.680752,-1.947021,0.8300781,ankle,
7.629395,-1.417542,-7.650757,-6.110096,-2.025452,0.8877563,ankle,
-15.77454,2.607727,-12.34436,-1.212711,-0.09689331,1.082458,ankle,
-3.683472,3.369141,0.003051758,-0.2579308,0.2119446,0.9454346,ankle,
-26.11694,19.74335,21.96045,6.464882,-0.9002686,-0.8898926,ankle,
-12.92725,13.7558,25.02441,7.441902,-1.071625,-1.370544,ankle,
1.879883,14.86053,15.1947,9.307041,-1.030579,-1.894531,ankle,
1.528931,3.947449,1.287842,10.05871,-0.982666,-1.941223,ankle,
4.58374,15.27252,5.905151,13.21587,-0.06835938,-1.682129,ankle,
6.796265,15.03906,1.489258,16.26957,0.9385681,-1.245728,ankle,
5.2948,55.22919,12.98523,6.544476,2.085724,-3.21167,ankle,
12.61292,120.3766,-20.33997,-6.120472,3.917847,-8.997803,ankle,
-0.6896973,-97.07642,-49.16077,-4.373436,1.469879,-7.388916,ankle,
-0.9124756,-54.57611,0.3662109,-4.675751,-0.7955933,-6.770935,ankle,
1.879883,-5.780029,-10.84595,-4.791183,-0.2578735,-7.119141,ankle,
15.91492,-13.36975,-2.572632,-4.03616,1.586761,-6.278992,ankle,
-4.28772,-10.18982,-1.745605,-3.669434,1.501923,-5.43457,ankle,
9.21936,2.957153,-23.08044,-4.116268,1.782532,-5.588684,ankle,
-2.139282,-5.075073,-5.459595,-4.374352,1.970062,-5.719604,ankle,
31.6864,22.4823,-75.07629,-11.24144,7.6091,-18.02246,ankle,
-34.05762,-30.48096,64.59351,-13.10036,-1.677094,-16.52618,ankle,
-52.29797,-32.53479,74.78333,-42.31245,-43.47321,-34.99298,ankle,
2.392578,-2.664185,-3.320313,-54.2784,-46.40076,-32.14569,ankle,
-15.9729,-15.86304,13.04321,-46.01603,2.152863,-17.7475,ankle,
-2.947998,-6.915283,1.589966,-46.25455,8.700714,-17.35535,ankle,
-4.721069,-17.18445,2.72522,3536.762,12.67776,-18.54034,ankle,
39.70337,36.83777,4.211426,0,0,0,ankle,
-78.61328,-91.61987,6.106567,-112.2293,27.64145,-19.89136,ankle,
10.61096,3.225708,9.786987,-76.82251,22.25784,-5.173035,ankle,
27.87476,22.16797,24.53003,-65.06989,17.61642,-4.772339,ankle,
21.57593,28.60413,42.47742,-57.7478,16.16898,8.341064,ankle,
3.573608,-4.400635,4.559326,-60.28595,17.9184,5.549316,ankle,
27.24304,37.96692,-7.2052,-40.35217,17.22244,1.048889,ankle,
7.019043,8.71582,-14.64233,-33.22601,16.83578,-3.075562,ankle,
14.87122,25.59509,-28.22266,-16.16119,12.58392,-9.929199,ankle,
-1.602173,15.10315,-8.294678,-4.375916,4.200134,0.1596069,ankle,
-1.754761,27.5177,-11.05042,15.59906,-10.44327,15.26642,ankle,
-30.79834,-72.87598,-18.04504,0,0,0,ankle,
35.33325,47.88513,38.60474,19.16351,-13.52859,65.09796,ankle,
-35.33325,-47.88513,-38.60474,0,0,0,ankle,
77.88086,19.72961,52.82898,20.93475,-6.553192,145.7904,ankle,
-77.88086,-19.72961,-52.82898,0,0,0,ankle,
61.75232,-4.833984,29.63257,2.68158,4.989014,-3518.016,ankle,
23.01636,-30.48706,42.19055,-23.30048,14.67041,90.61481,ankle,
-112.1307,-40.82031,8.47168,-58.9801,2.176514,-9.045296,ankle,
-20.82825,-21.11511,6.439209,-67.43439,8.645325,-28.23604,ankle,
-63.91296,63.27515,-64.4104,-8.095093,26.41678,3495.189,ankle,
112.1033,33.98132,-22.32361,0,0,0,ankle,
-148.056,-15.40222,-43.09082,28.8855,28.63205,-132.2729,ankle,
58.92944,28.75671,-29.95605,42.75848,2.865143,-65.96893,ankle,
65.43884,19.43054,-12.21619,46.22955,-15.71289,-6.116028,ankle,
7.650757,16.5741,-48.10486,68.44574,-22.74399,1.242981,ankle,
37.82349,41.45813,-117.3065,139.7485,-32.53632,32.76398,ankle,
79.96521,-8.581543,-50.74463,152.6434,-12.04697,43.92181,ankle,
-23.35815,-51.31531,168.7836,81.31439,9.086304,23.64227,ankle,
-17.68799,-17.21497,71.45081,-3538.655,17.48672,25.45532,ankle,
-60.70557,-13.70544,61.18469,0,0,0,ankle,
47.22595,14.59961,-8.126831,46.34919,10.27023,17.77344,ankle,
-7.168579,3.039551,38.24158,38.29042,-0.3598022,12.1701,ankle,
-25.98877,-4.089355,13.9679,10.79065,-17.65411,-2.047119,ankle,
-8.047485,-2.462769,3.302002,9.982252,-15.41229,-1.710815,ankle,
-25.30518,-3.311157,70.40405,19.26109,-25.48813,-2.220459,ankle,
-28.14331,-12.12769,41.95862,25.61401,-34.24484,-4.257813,ankle,
15.31372,-21.13953,-87.7655,16.48787,-6.768494,3.665771,ankle,
-1.254272,-2.362061,-11.5387,15.10138,-5.010986,3.966675,ankle,
-16.1377,-17.19666,19.47021,17.75402,0.0819397,7.782898,ankle,
-7.296753,-16.17432,3.512573,19.51385,1.759796,9.344177,ankle,
3.262329,3.314209,-57.54089,22.75122,6.460724,12.44476,ankle,
53.54004,57.91016,-25.88501,0,0,0,ankle,
-52.75269,-172.2412,55.85327,30.51825,13.0481,-3575.8,ankle,
35.93445,-7.629395,-43.17932,17.1892,9.23996,16.47279,ankle,
70.91675,76.70441,-9.893799,4.871712,3.764038,8.313075,ankle,
20.35522,-18.94226,-18.0542,4.813652,3.925476,9.129812,ankle,
30.48706,-20.01801,-33.00476,4.92466,5.47226,11.92787,ankle,
3.497314,27.71759,-21.10901,3.54538,5.671844,11.66277,ankle,
-17.48352,47.31445,7.723999,-5.739632,2.931824,7.788467,ankle,
-9.77478,31.52313,12.83569,-12.48283,1.23642,5.458903,ankle,
3.311157,43.64624,29.46777,-19.33128,3.082886,5.820889,ankle,
-5.825806,15.41901,15.32288,-20.51119,3.736877,5.591764,ankle,
-78.66516,-23.49396,4.037476,0,0,0,ankle,
54.73328,43.72711,15.93628,-12.27137,-2.17514,-1.260624,ankle,
-35.75439,-14.84528,0.04272461,-5.367527,-3.271942,-3.700047,ankle,
-10.57739,3.343201,7.244873,-5.891552,-5.067291,-6.856246,ankle,
-8.413696,-18.62335,-10.65063,-2.699413,-2.132416,-3.247862,ankle,
-19.0033,11.42731,26.96838,-6.133003,-4.185638,-8.084259,ankle,
-7.125854,15.27252,17.26074,-6.952934,-3.739014,-8.844028,ankle,
-61.61194,165.097,125.3662,-15.11038,-0.9622192,-15.99832,ankle,
13.59253,12.78381,-97.09778,-9.050369,0.1890564,-14.93505,ankle,
15.17029,-55.93872,-96.11511,6.857109,5.104523,-3.945115,ankle,
-7.415771,-27.02942,-41.10107,8.632317,5.930176,-3.994324,ankle,
66.40625,-135.2142,52.14539,0,0,0,ankle,
-73.73657,95.58716,-78.23181,16.55416,10.37842,-4.706246,ankle,
60.36987,-74.07837,30.49927,15.59618,5.121002,-4.114682,ankle,
5.493164,-11.52344,16.27808,10.66313,3.360443,-2.741554,ankle,
31.97937,21.90857,-41.922,8.499832,1.158295,3588.994,ankle,
28.69568,14.62097,-52.82593,7.307186,-0.9828186,-20.43274,ankle,
-15.70129,-18.80493,65.19775,-1.227627,-6.766205,-15.7785,ankle,
-0.8605957,1.690674,5.767822,-6.155624,-10.60745,-15.81421,ankle,
-17.13867,-8.306885,3.970337,-8.89801,-19.88358,-21.48041,ankle,
-6.176758,-2.236938,0.006103516,-11.25774,-22.77542,-23.01178,ankle,
-50.97046,-9.689331,32.00684,-48.7813,-40.1326,-48.33435,ankle,
38.04626,-9.16748,19.25354,0,0,0,ankle,
-100.3815,-23.53516,-2.810669,-144.5526,-41.23322,-72.28119,ankle,
-2.194214,-80.24902,24.71924,3433.999,9.02298,-46.91437,ankle,
69.93103,50.24109,-16.56494,-56.43097,6.561279,-13.35815,ankle,
5.987549,-1.556396,-3.363037,-37.25739,13.78998,5.70343,ankle,
-3.289795,-11.06262,6.097412,-42.65228,15.28717,5.368958,ankle,
5.023193,4.534912,65.45105,-75.05341,27.39944,5.023499,ankle,
7.247925,-8.081055,1.763916,-78.11798,30.96146,-4.515381,ankle,
21.30737,18.28613,-2.459717,-70.7074,37.58621,-20.93353,ankle,
15.03601,-0.5615234,8.731079,-84.80591,67.34619,-70.42114,ankle,
30.24902,14.42871,1.330566,-92.37183,163.9642,-189.9194,ankle,
-48.91663,37.55493,-82.8949,0,0,0,ankle,
60.58655,-28.80859,58.7616,-51.42853,228.6852,-246.0812,ankle,
-32.60498,23.22693,-33.94775,-7.081909,87.89246,-99.69086,ankle,
-8.288574,0.3173828,15.21301,-4.497375,32.36526,-33.20679,ankle,
1.815796,-1.974487,3.363037,-4.133301,36.61011,-37.36725,ankle,
-11.26709,-6.515503,-5.392456,-7.117615,16.98639,-10.08545,ankle,
-8.004761,-4.684448,-2.053833,-9.598389,6.70166,4.822998,ankle,
-30.52063,-16.20178,-5.911255,-12.13684,-34.84344,62.22321,ankle,
-15.33508,-11.53564,-1.034546,-12.07642,-42.21588,75.23224,ankle,
7.476807,58.77686,-27.45667,16.72668,-94.12811,103.6121,ankle,
2.658081,12.40997,-8.078003,26.8219,-80.60059,86.69281,ankle,
33.48389,-25.01068,6.536865,0,0,0,ankle,
-43.45093,104.6524,-37.4176,74.75281,-140.2692,147.4719,ankle,
14.05334,-29.49982,-13.04016,56.41846,-66.97372,73.81927,ankle,
-10.59875,35.98022,-55.5542,89.92157,-72.60635,85.58411,ankle,
-23.73962,-21.24023,-102.1301,121.2878,-71.76254,70.83649,ankle,
24.68262,-25.92163,-18.71948,120.8124,-43.3107,49.44336,ankle,
31.05469,-38.76343,84.77173,68.31879,-18.32977,27.09015,ankle,
33.70667,-20.61157,18.28918,73.37036,-13.42407,25.2478,ankle,
-1.980591,-1.321411,76.45569,42.79083,-0.4516602,14.03595,ankle,
21.83228,-2.79541,-13.68713,-3531.09,5.126801,24.29962,ankle,
-45.55969,-0.479126,61.0321,0,0,0,ankle,
69.38171,8.453369,14.25476,71.9031,9.755402,28.69446,ankle,
-30.85022,4.11377,35.82764,32.60607,2.247467,14.96918,ankle,
1.156616,14.18457,51.15662,30.39203,-3.750458,14.83917,ankle,
14.63928,0.6164551,32.51038,35.12093,-5.941467,19.33838,ankle,
-28.62244,-17.40723,-73.44055,10.22827,-4.591064,7.486267,ankle,
-7.876587,-0.8361816,2.670288,10.90359,-4.350433,7.531128,ankle,
-11.45325,-1.196289,1.63269,12.39441,-3.576813,7.345581,ankle,
-1.40686,-1.495361,-0.9002686,12.69548,-3.571625,7.632446,ankle,
-38.25989,-21.05713,91.54663,22.9953,-3.154755,11.73981,ankle,
-10.33325,-32.4585,-19.94629,14.0593,0.3892517,10.30151,ankle,
-41.16211,-61.28845,-2.572632,9.309235,5.375366,-3585.378,ankle,
5.056763,-15.57922,-37.92114,7.645321,4.988708,12.76697,ankle,
85.03418,-20.46204,-72.7356,7.917862,4.523163,8.001652,ankle,
-5.090332,75.92926,-19.68994,3.530693,2.071228,3.545241,ankle,
53.06091,-165.0146,-37.55798,10.70768,4.135895,13.06057,ankle,
-0.50354,69.6701,-28.75977,7.375412,1.876221,9.425983,ankle,
15.67383,45.28961,-18.41125,5.281639,2.841797,10.64682,ankle,
11.95068,15.86151,-19.62585,5.096169,3.434906,11.68491,ankle,
-10.66895,40.96985,1.016235,-3.829994,0.4837036,9.256821,ankle,
17.67578,11.65619,-24.7345,-9.158726,-0.9207153,9.947557,ankle,
-65.44189,30.896,65.58228,-12.71132,-3.961487,-0.7766724,ankle,
-33.38928,14.74304,46.69189,-9.790573,-3.617554,-4.227676,ankle,
-12.83569,3.323364,15.46631,-3.99271,-4.38736,-5.354519,ankle,
-6.106567,1.077271,5.380249,-2.124443,-4.928589,-6.012497,ankle,
-1.196289,15.7486,18.98499,-1.629887,-5.36087,-7.702212,ankle,
-1.507568,9.27124,9.570313,-1.349506,-5.813446,-8.903074,ankle,
-20.42236,86.76605,76.19019,3.929539,-10.67917,-15.73689,ankle,
1.028442,90.42664,18.80798,9.82811,-13.44696,-19.78781,ankle,
13.18359,-26.54877,-61.45325,9.350834,-6.462402,-13.83791,ankle,
9.93042,-47.8775,-39.93225,8.189507,4.553528,-4.200082,ankle,
10.04333,-33.75244,-22.99194,6.120224,3.428802,-3.40189,ankle,
1.815796,-7.804871,-2.832031,3.803272,2.862244,-3.921152,ankle,
6.796265,-19.05823,-10.72998,2.481232,2.575073,-3.688509,ankle,
24.43542,-4.745483,7.971191,-6.360912,6.089478,3596.211,ankle,
-0.8544922,-2.819824,-4.3396,-6.35828,5.980072,-4.289551,ankle,
129.9133,130.7739,-59.84802,-16.49,-2.862091,-21.1911,ankle,
-67.17224,-77.65503,10.9314,-11.69941,-1.822815,-14.63379,ankle,
-48.31543,-70.69092,-2.41394,-6.036911,-8.413849,-15.17426,ankle,
-1.647949,-1.025391,-5.026245,-7.003441,-8.498077,-15.64941,ankle,
-24.64294,-39.14185,-4.107666,-6.517067,-11.18073,-16.94763,ankle,
-5.102539,-9.277344,11.03821,-8.038807,-12.8302,-18.92761,ankle,
-34.79919,-14.99634,15.8844,-48.67989,-8.189697,-27.95074,ankle,
6.207275,-0.8178711,15.27405,-41.63931,-3.790436,-19.36584,ankle,
7.30896,12.71973,-28.28674,-80.93894,19.82666,-14.05426,ankle,
5.526733,-10.74219,2.850342,-77.95944,21.2059,-13.2077,ankle,
11.74316,11.94458,17.79175,3539.014,17.08832,-12.61047,ankle,
8.126831,9.008789,13.95569,-43.61755,13.27316,-10.25024,ankle,
-7.495117,-9.307861,9.32312,-43.57727,14.29688,-12.45056,ankle,
-13.04626,-21.23413,15.28015,-59.62738,22.13486,-21.90735,ankle,
1.248169,-19.3512,67.54456,-73.0069,28.18985,-20.86884,ankle,
7.046509,4.705811,-14.30359,-54.16504,24.06693,-18.59528,ankle,
-3.256226,-38.35754,39.90479,-81.51123,44.78622,-25.33051,ankle,
1.675415,4.937744,-0.2319336,-61.73309,38.54111,-2.95105,ankle,
14.39209,49.55444,-58.81653,-19.34601,19.20425,15.50018,ankle,
17.67578,87.5885,-98.16284,47.90558,-18.73688,38.38593,ankle,
7.553101,7.565308,-16.87622,65.36255,-16.65039,41.62476,ankle,
10.70862,3.799438,-21.20972,87.24731,-12.59903,44.84253,ankle,
-5.297852,-20.98083,3.219604,82.37976,-4.876709,36.11176,ankle,
11.69739,-39.34326,48.97461,69.86481,7.441254,24.25964,ankle,
-45.39795,-5.053711,73.26355,3.392944,-7.234192,-22.3233,ankle,
-73.88306,-33.34351,175.9735,-149.7131,-11.03958,-125.6738,ankle,
20.60547,-36.35254,-32.1991,-132.2363,32.90756,-116.098,ankle,
20.39185,-13.69629,-86.41968,-69.57611,67.19604,-105.9283,ankle,
21.03577,37.27112,-51.61133,-30.2356,43.03345,-59.68475,ankle,
1.364136,13.8855,3.945923,-23.8382,43.01132,-56.62476,ankle,
5.825806,45.2301,-8.169556,-3.556213,5.485229,-8.001709,ankle,
-7.107544,28.19824,-22.58301,10.57343,-32.52945,37.93213,ankle,
-1.239014,27.20947,-38.34229,31.24146,-67.44507,83.08441,ankle,
-37.90894,12.52441,-107.2845,96.85822,-119.3317,132.2061,ankle,
11.13281,-28.83911,-152.594,177.5266,-99.64096,130.813,ankle,
49.24927,-73.33984,140.5243,84.01581,-25.09476,49.245,ankle,
-6.997681,17.03491,146.1212,0,0,0,ankle,
19.18945,-38.82141,-85.97412,52.11823,-9.528351,29.4873,ankle,
1.861572,25.48828,34.34448,44.98444,2.249146,20.54626,ankle,
-6.399536,3.897095,22.34192,27.35626,4.293671,12.97211,ankle,
-5.419922,8.493042,17.59033,-3566.095,19.74823,17.47833,ankle,
5.108643,-3.894043,1.763916,38.7623,28.62045,25.63934,ankle,
-26.03149,5.62439,53.33252,10.87639,44.04114,24.36737,ankle,
-1.196289,-0.4577637,2.111816,6.751695,43.32199,25.05585,ankle,
7.128906,0.6713867,-32.39136,-2.19584,2.905121,1.505432,ankle,
1.391602,-0.2075195,-2.975464,-1.623945,2.201996,1.14624,ankle,
4.367065,-0.793457,-10.14404,0,0,0,ankle,
-0.9887695,0.3662109,4.312134,-0.1669407,0.7174683,0.5197144,ankle,
0.9887695,-0.3662109,-4.312134,0,0,0,ankle,
44.86084,42.35229,-40.25574,3498.989,-137.9477,-83.03833,ankle,
-39.4043,-34.9762,29.95605,-34.0271,-28.49167,-20.25452,ankle,
6.439209,1.043701,-3.677368,-54.06525,-39.15024,-23.9801,ankle,
-6.149292,-17.47742,0.2288818,-61.43616,-24.55887,-21.30615,ankle,
-0.4974365,-12.18872,-0.9460449,-63.22327,-15.61478,-18.11096,ankle,
-32.97119,-83.27026,-27.81067,-94.4458,-5.668182,-10.37506,ankle,
-10.96802,-54.31519,25.67749,-128.6777,-3.608398,-1.231384,ankle,
-13.59863,41.86096,-6.005859,-73.41125,-7.647705,22.14905,ankle,
-5.566406,5.358887,-1.330566,-57.62512,-14.84619,30.69733,ankle,
57.85522,111.6119,24.16382,0,0,0,ankle,
-46.29517,-138.3423,64.88953,-95.48187,-34.88556,84.49097,ankle,
55.55115,67.51709,-18.93616,-70.11383,-39.41376,-3528.181,ankle,
23.42224,37.4527,-19.44275,-50.66925,-57.46048,82.1051,ankle,
20.68787,-3.265381,-9.185791,-65.9848,-576.6467,596.8171,ankle,
-53.36609,36.63788,-17.32483,0,0,0,ankle,
234.6802,-45.03479,-109.8145,219.1217,2532.767,1096.543,ankle,
-234.6802,45.03479,109.8145,0,0,0,ankle,
27.57568,-5.221558,-15.93018,9.716492,-3558.268,-31.41266,ankle,
-20.46204,25.177,37.31995,-21.51245,13.38577,-6.220245,ankle,
9.100342,21.59729,18.47229,-43.79272,37.32885,-21.90613,ankle,
22.27783,111.3083,80.42603,-128.3612,139.4188,-105.3592,ankle,
-38.70544,-101.2054,-39.0686,-41.32813,568.1401,-546.8259,ankle,
-33.72192,-75.78583,-12.39929,2.145691,-686.2015,689.6359,ankle,
-12.03003,-7.287598,9.918213,15.88654,3326.814,275.0484,ankle,
-2.612305,-4.400635,-80.93567,16.42761,8.614197,-22.50443,ankle,
5.343628,15.89355,-2.926636,7.568054,-32.55524,20.58014,ankle,
43.23425,19.92493,5.123901,0,0,0,ankle,
-41.10413,54.46014,-20.53223,-23.19122,-506.7944,498.26,ankle,
16.02478,-8.151245,-0.07629395,12.52289,-524.4901,520.4517,ankle,
-5.596924,46.0907,-28.68652,59.46686,-292.6158,290.9695,ankle,
-7.418823,5.047607,-39.44702,83.46985,-87.33917,80.15442,ankle,
-81.38428,110.643,-284.4543,242.2333,-56.54861,23.96149,ankle,
119.4794,-208.0902,373.1964,0,0,0,ankle,
-54.53796,49.3866,-231.1768,140.6058,-20.73181,-5.972595,ankle,
37.97302,-40.75928,155.9326,65.30457,-8.700867,-1.841736,ankle,
6.777954,-6.192017,15.29541,53.65173,-5.926666,-0.7327271,ankle,
0.27771,-4.196167,21.22498,55.72601,-4.123077,0.145874,ankle,
2.819824,-4.833984,11.1084,53.22815,-2.920685,1.953125,ankle,
6.689453,6.594849,27.61536,0,0,0,ankle,
-14.63013,0.7354736,42.85889,65.83771,-6.143036,2.516174,ankle,
0.7751465,-4.663086,7.635498,-3537.795,-6.018524,4.792175,ankle,
17.47437,8.636475,17.43164,32.01731,-7.973785,6.851196,ankle,
-3.619385,-4.708862,-67.92603,0,0,0,ankle,
6.091309,-2.255249,94.64722,30.41637,-6.599884,10.17609,ankle,
-2.420044,-19.25049,30.89905,22.51957,-0.4899597,15.42542,ankle,
-6.954956,3.869629,-50.2655,5.659657,1.541901,8.887939,ankle,
-6.921387,-14.328,17.95349,6.779051,5.368805,13.13385,ankle,
-16.07971,-67.93823,68.4845,9.217463,12.05856,21.83228,ankle,
26.28479,99.90234,-161.7188,0,0,0,ankle,
-19.0918,-109.2163,88.33923,7.602568,10.23727,15.36896,ankle,
17.08679,33.96759,-64.4043,5.650988,7.025909,5.883789,ankle,
22.37244,1.800537,-17.08374,4.604826,4.62265,6.187744,ankle,
-20.36743,73.44818,-6.851196,0,0,0,ankle,
74.96033,-128.4195,-16.8396,7.348385,5.402069,11.66718,ankle,
39.81018,22.75391,-17.79175,6.008272,3.3078,11.97754,ankle,
132.8461,17.99469,23.79761,-29.9041,5.755463,-3581.554,ankle,
-39.78577,35.30731,-10.59265,-24.28164,4.91394,16.31422,ankle,
-98.90137,69.46564,18.15796,-8.040314,1.428375,6.281042,ankle,
-108.9294,-17.10205,3.268433,0,0,0,ankle,
97.91565,28.62396,-2.23999,-5.714827,1.021576,5.370424,ankle,
-57.82471,12.60986,8.163452,4.365702,-5.615082,0.3318739,ankle,
-11.05347,-1.71814,3.918457,3.175135,-6.197662,-0.6006885,ankle,
-61.23047,-6.410217,34.28955,-4.659643,-13.03314,-7.867424,ankle,
-34.97009,14.29901,29.33655,-6.619511,-13.92029,-10.90487,ankle,
67.16309,-47.40448,-73.46802,0,0,0,ankle,
-267.0227,197.9568,218.9606,-17.61001,-30.2829,3563.877,ankle,
114.7705,3.096008,-143.2678,-7.13459,-10.36179,-18.87115,ankle,
152.2522,-201.0529,-75.69275,0,0,0,ankle,
0,0,0,0,0,0,ankle,
0,0,0,0,0,0,ankle,
-168.1549,226.2329,-77.03552,17.20231,-11.36978,-34.18365,ankle,
157.5745,-216.2323,61.91711,1.994896,-0.8364868,-3.797607,ankle,
13.39722,15.69824,-41.97388,3.125296,-2.064819,-11.45203,ankle,
0.8270264,-8.03833,-19.91882,3.44595,-2.64801,-15.18982,ankle,
14.56909,-6.378174,22.76001,16.92945,-3.409576,-15.59448,ankle,
24.05701,15.87219,-27.005,25.56899,-3.551178,-14.37805,ankle,
-3.85437,6.347656,44.65942,-5.431347,4.497375,-6.204224,ankle,
-9.954834,-7.492065,7.052612,-4.289894,3.691711,-4.764709,ankle,
-28.46069,-26.01013,29.54407,0,0,0,ankle,
37.26807,37.23755,-49.42322,-8.672714,12.34329,-6.287537,ankle,
-10.65063,-30.34363,-37.21313,-21.60317,6.857605,-11.15479,ankle,
-26.61743,-6.893921,86.63635,0,0,0,ankle,
9.20105,-9.902954,-72.97363,-21.16439,-1.563873,-8.859253,ankle,
-10.65674,-7.675171,4.367065,-34.91407,-47.64664,-9.011536,ankle,
-14.98413,13.34534,62.05139,3557.537,-13.19504,-10.07813,ankle,
-20.85266,-15.42053,22.35107,-106.9543,-12.23312,-22.88818,ankle,
37.29248,19.65332,-15.7959,0,0,0,ankle,
-32.51648,-28.302,79.93469,-146.9882,25.26093,-24.1333,ankle,
38.79089,-8.02002,38.48877,-117.5171,44.64249,-18.54492,ankle,
39.77051,-102.2308,109.5306,-213.6444,146.9502,-87.82166,ankle,
3.103638,28.9917,-148.3459,-102.323,151.3156,-110.0058,ankle,
-49.14856,109.5612,-79.60815,0,0,0,ankle,
46.6217,-90.46021,34.49402,-62.67731,172.0525,-135.8023,ankle,
-4.104614,-14.27612,-18.73779,-47.23938,236.4182,-196.2769,ankle,
-10.39734,-10.85205,0.7415771,-25.87769,404.6106,-363.3467,ankle,
-32.11975,115.5884,-16.4978,0,0,0,ankle,
13.92212,-114.5325,54.71191,2.517395,424.5303,-384.8581,ankle,
-6.460571,60.44312,-26.60217,18.28888,149.1403,-132.83,ankle,
0.1251221,-61.39984,30.5481,52.27692,-3426.787,-143.912,ankle,
-18.65234,74.75128,-46.10596,21.7157,38.15176,-32.82043,ankle,
-1.831055,24.27063,-13.07068,9.264221,14.22633,-14.62936,ankle,
-23.37341,15.80963,-17.63306,-5.715637,15.44452,-23.83072,ankle,
36.27014,0.6576538,18.15186,0,0,0,ankle,
-41.95251,37.8006,-23.63892,-32.68219,5.892591,-20.69839,ankle,
6.387329,43.96362,16.30859,-56.49994,-18.14444,0.5932617,ankle,
12.9364,52.57111,-23.91663,-77.14417,2731.422,859.0657,ankle,
-29.58679,77.35291,-47.73254,122.9572,-875.9196,855.6107,ankle,
26.14441,-135.4919,27.33459,51.96655,-13.17352,4.54895,ankle,
-31.57043,65.58228,-104.9652,114.8889,-20.07278,6.064758,ankle,
57.6416,-141.7786,156.6101,0,0,0,ankle,
-48.93799,66.94641,-137.7991,88.01971,-21.83319,8.5495,ankle,
3.308105,-15.05737,-7.681274,84.88464,-14.27795,3.074951,ankle,
-1.089478,-34.34753,18.2373,87.74994,-12.86255,1.495056,ankle,
-1.28479,-26.18408,10.65369,91.74408,-1.991425,-3.687439,ankle,
-10.77576,-33.23975,43.89648,127.1216,18.91281,-4.622803,ankle,
58.77991,41.88232,72.69287,0,0,0,ankle,
-52.28882,-57.2113,-14.37378,123.4869,-1.916962,10.49194,ankle,
21.2677,43.98193,96.67969,-3571.681,-30.18112,-2.394714,ankle,
27.56042,12.5946,-37.54578,3.177516,-12.05078,0.2331543,ankle,
2.093506,2.258301,40.98206,9.920313,-23.93311,0.5529785,ankle,
12.00562,5.053711,-44.0033,11.42815,-13.24997,0.4220581,ankle,
-1.495361,-2.148438,-2.493286,10.76725,-12.50168,0.05859375,ankle,
19.3634,36.78589,89.10522,27.15785,-12.86926,11.21796,ankle,
-5.24292,-9.249878,15.39001,33.11663,-14.3425,13.63586,ankle,
-36.84692,-17.49878,-69.99512,6.390476,-0.320282,10.76172,ankle,
-6.555176,-17.89856,52.06299,4.918919,0.6655884,11.75751,ankle,
-11.57837,-11.52344,-46.46606,5.030699,2.12738,11.41205,ankle,
31.71692,14.85596,-79.34265,0,0,0,ankle,
-47.69592,-52.66418,106.2164,6.548052,2.030945,13.05176,ankle,
8.795166,-24.16382,-33.48083,4.600191,0.255127,5.82489,ankle,
8.1604,-153.7567,19.93408,0.6159592,-2.093964,6.741943,ankle,
11.67603,61.96289,-72.10388,-0.08111,-1.465759,3.72345,ankle,
13.74207,27.6886,-26.69983,-2.980452,-0.7243347,3.517761,ankle,
31.1615,1.38855,-20.25146,-11.26431,0.5059814,5.284119,ankle,
6.402588,97.60284,12.87842,-4.040823,-0.2677917,3.223877,ankle,
27.98767,-10.26611,-9.58252,-5.375013,-0.5892944,5.349731,ankle,
1.202393,30.75867,16.99829,-6.368179,0.8482361,4.404602,ankle,
16.62598,7.449341,5.630493,-8.429041,1.707916,5.26123,ankle,
14.18457,14.73694,9.753418,-6.459036,3.07373,5.386353,ankle,
8.584595,8.721924,6.100464,-5.650482,3.858032,5.457153,ankle,
-32.23572,37.42828,12.22534,-6.357288,4.310455,2.82196,ankle,
-68.97583,2.69165,-9.170532,-2.866755,2.072906,-1.134949,ankle,
