l_upleg_JNTa_x,l_upleg_JNTa_y,l_upleg_JNTa_z,l_upleg_JNTw_x,l_upleg_JNTw_y,l_upleg_JNTw_z,label,
8.465576,-12.9425,-23.71521,-9.765329,1.511078,7.686462,ankle,
-10.4248,110.7758,-4.586792,0,0,0,ankle,
179.7577,-253.2654,-139.856,0.2779579,-6.911469,19.19495,ankle,
-37.67395,130.5084,10.849,11.50947,-4.811554,-3590.27,ankle,
-106.0822,93.84918,95.70923,5.200968,-1.569061,2.16116,ankle,
-7.556152,-3.335571,1.779175,6.786537,-2.398224,1.621833,ankle,
-9.631348,6.396484,2.713013,10.08783,-3.209229,1.029995,ankle,
-18.81409,25.84686,28.80554,0,0,0,ankle,
-5.688477,-6.773376,-13.28735,13.31399,-4.069061,-0.4640698,ankle,
-33.50525,55.01862,44.15894,13.35241,-5.763702,-2.909003,ankle,
-42.55676,80.07813,42.55981,14.26405,-8.275452,3593.726,ankle,
12.0636,10.25391,-11.61499,5.230465,-5.868378,-6.163025,ankle,
69.68689,-138.5773,-61.81641,0,0,0,ankle,
-85.63843,219.1528,57.8125,-5.711727,-4.67865,-9.472046,ankle,
18.68591,-23.97461,-54.22058,-4.238472,-0.8261108,-8.7854,ankle,
55.81055,-141.449,-0.3204346,-0.710907,2.570953,-3.452759,ankle,
-0.7202148,1.809692,-4.611206,-0.55933,3.245239,-4.557495,ankle,
69.45801,21.55762,51.75171,-33.16931,7.784424,-5.561523,ankle,
14.71863,-5.178833,7.958984,-41.20508,8.909149,-6.809082,ankle,
-72.31445,-71.91772,-58.37097,0,0,0,ankle,
61.74927,38.42773,-23.84033,1.789083,10.88623,-4.858704,ankle,
-6.106567,-5.871582,-5.032349,4.370899,10.25024,-4.536438,ankle,
-2.880859,-6.402588,-1.034546,7.041826,2.818604,-7.357178,ankle,
14.79797,5.484009,-31.82983,15.47404,3.713531,-10.86029,ankle,
-67.55981,-31.63757,61.73706,0,0,0,ankle,
56.00281,13.62915,-139.2212,21.23775,2.441559,-16.87683,ankle,
-42.29736,-19.02771,36.65161,4.891739,0.06561279,-11.45844,ankle,
-21.24023,-6.246948,-2.645874,-16.09705,-15.03754,-24.06372,ankle,
-34.74121,-10.62622,74.28284,-62.1684,-40.47195,-32.74689,ankle,
-7.620239,-9.686279,14.44702,-68.76237,-20.76187,-24.47235,ankle,
49.89624,31.95801,16.4856,0,0,0,ankle,
-64.91394,-50.8606,-4.376221,3522.404,-3.424377,-23.75275,ankle,
-3.305054,-12.22534,4.724121,-84.21814,2.849121,-21.41602,ankle,
5.444336,-10.06165,0.7781982,-79.32556,7.02713,-19.91364,ankle,
62.77466,73.14758,-1.126099,0,0,0,ankle,
-69.43359,-147.403,168.3411,-234.6176,60.97366,0.1470947,ankle,
59.03625,6.759644,-21.92688,-168.5791,77.38266,-15.28534,ankle,
24.02344,112.0392,-86.58752,-46.63177,29.92325,-1.848145,ankle,
-6.015015,-14.0625,-11.6394,-37.63489,34.87869,-15.23865,ankle,
-2.062988,3.07312,-10.29968,-31.47339,38.80676,-23.43567,ankle,
-5.548096,39.59351,-37.88757,0,0,0,ankle,
-9.136963,-71.54236,22.35107,-29.14581,73.582,-73.98163,ankle,
0.7171631,-0.9155273,-0.7263184,-23.9856,117.7206,-118.5162,ankle,
11.49292,-1.11084,9.27124,1.257324,199.3909,-198.9502,ankle,
10.51331,38.29651,-4.122925,15.00763,94.53491,-87.80823,ankle,
-13.58643,35.27222,-26.77307,0,0,0,ankle,
49.98779,76.85699,34.98535,44.61914,-88.25943,131.5463,ankle,
8.886719,116.745,-31.51855,123.0316,-160.3781,258.5129,ankle,
-47.88208,-70.84198,-54.26941,98.57788,-49.11285,118.6136,ankle,
-6.799316,1.419067,-46.34705,117.7649,-18.2309,111.8454,ankle,
-39.65149,-46.01135,-40.84778,69.43878,-48.97888,58.18329,ankle,
35.45837,-78.16772,137.9974,0,0,0,ankle,
-39.3219,51.23901,-149.9603,37.44507,-81.03287,12.65289,ankle,
-0.7629395,-88.1958,92.33704,-26.52435,-65.38986,-32.29248,ankle,
0.9979248,-35.85205,38.16528,-60.26855,-54.60724,-39.10126,ankle,
1.022339,24.55444,-18.51501,-26.63116,-30.33997,-29.7467,ankle,
38.06458,48.25439,37.97302,0,0,0,ankle,
-44.72046,-31.00586,-78.56445,-2.564392,-39.92096,-28.78326,ankle,
30.71899,61.95068,-3.637695,45.29358,-33.98422,-0.8880615,ankle,
92.04712,113.0066,-58.43506,167.1234,-42.71683,52.42096,ankle,
-8.197021,-82.07703,60.01282,108.0212,-15.06058,29.72626,ankle,
-69.84863,-61.87439,80.62439,0,0,0,ankle,
45.55359,15.61584,-28.41187,62.5238,26.86737,20.85327,ankle,
13.53455,-9.451294,18.77136,-3531.017,35.75989,26.55151,ankle,
-26.27869,-8.932495,21.64612,32.67344,20.47577,12.9657,ankle,
-10.17151,11.25488,52.97852,2.452431,-2.463531,3.009033,ankle,
-22.63794,-8.486938,-64.98413,0,0,0,ankle,
19.79065,27.6947,142.6575,6.721001,-9.841461,3.998718,ankle,
-27.84424,11.06567,4.614258,9.846611,-12.65121,2.510071,ankle,
-4.043579,-24.47815,-86.14807,5.510187,-5.089264,1.096497,ankle,
-23.55042,1.831055,20.04089,10.48961,-6.543579,1.500549,ankle,
2.023315,-9.997559,-21.38062,12.14765,-4.875031,1.837158,ankle,
-1.016235,-9.127808,-12.60986,14.77798,-3.821716,2.338562,ankle,
1.455688,-1.879883,-4.721069,13.1645,-3.14682,2.259827,ankle,
-20.8374,-19.46106,11.23047,9.382401,1.853943,4.868469,ankle,
0.2929688,-14.37073,25.37537,8.968487,2.987366,5.047607,ankle,
-31.20728,-44.92188,-23.1781,14.75878,9.364166,9.021301,ankle,
84.93652,83.64563,-55.88074,0,0,0,ankle,
-71.58203,-135.5408,66.73889,17.6626,9.302673,10.72418,ankle,
62.7533,61.71875,-38.87024,7.711201,2.337952,4.164429,ankle,
24.35913,-3.22876,16.98608,-5.305462,-1.03363,3.162842,ankle,
7.086182,-43.46313,2.27356,-7.994137,-1.611633,4.436951,ankle,
19.83948,-56.33698,-16.52832,-5.600586,-2.566833,6.979675,ankle,
-1.620483,20.20111,-35.26917,-2.21323,-2.389526,6.467285,ankle,
31.18896,-15.10162,-9.082031,-8.642254,-0.1051331,-3587.969,ankle,
11.42883,7.844543,-16.20789,-11.19184,0.5027771,14.5634,ankle,
-45.2301,144.2505,32.10754,-1.352291,0.8670044,6.05371,ankle,
-8.300781,29.3457,10.54077,0.7312584,1.079407,4.38786,ankle,
-29.92249,-9.689331,-12.68921,0,0,0,ankle,
5.081177,88.58643,45.02563,-1.01368,-1.909943,-2.354119,ankle,
-16.79077,-6.314087,-9.463501,-0.8080864,-1.862335,-4.094992,ankle,
-4.324341,-6.523132,-8.447266,-0.5958176,-1.648102,-4.342936,ankle,
-10.44006,54.76379,8.682251,3.307762,-3.023529,-7.437018,ankle,
-27.18201,193.5379,-27.27356,24.85752,-8.898926,3580.805,ankle,
26.70898,-110.8429,-77.06299,18.62823,-5.81131,-14.38354,ankle,
29.1687,-128.421,20.38574,8.870411,0.6477356,-6.531982,ankle,
7.885742,-24.98779,2.932739,3.211479,0.8270264,-5.952759,ankle,
11.14197,-14.24255,10.74524,-5.565643,1.30661,-6.106873,ankle,
8.581543,-3.692627,-9.542847,-5.726318,2.017975,-6.083984,ankle,
-29.83093,-41.86401,44.01855,0,0,0,ankle,
61.22742,60.03418,-92.49268,-9.537506,3.798218,-10.34546,ankle,
19.6167,-6.80542,-53.93982,-14.22163,-3.579102,-23.47473,ankle,
-47.87903,-31.7688,88.94653,-7.756557,-1.326141,-10.9201,ankle,
-29.6814,-12.30164,18.16711,-48.32697,-53.35022,-40.17365,ankle,
-3.134155,-9.448242,11.92322,-59.57904,-56.78482,-32.00165,ankle,
-18.15796,-18.08777,3.887939,-59.27501,5.36087,-15.0235,ankle,
18.00842,18.37769,23.50769,0,0,0,ankle,
-35.88257,-49.59106,-31.27136,3503.377,26.50803,-19.1922,ankle,
-0.1068115,-20.15076,12.94556,-100.864,24.70596,-13.43842,ankle,
-19.64111,-50.43945,52.33459,-142.6706,45.26321,-8.785706,ankle,
27.02637,28.51868,3.311157,-92.87842,30.86243,-14.88647,ankle,
13.36975,14.86816,-3.19519,-74.04053,26.54419,-10.16541,ankle,
10.72693,18.6615,0.9246826,-58.16376,20.54825,-2.855835,ankle,
4.180908,3.265381,-8.978271,-55.10742,20.92407,-1.539001,ankle,
7.562256,31.59485,-16.76941,-30.19531,8.725128,7.646484,ankle,
5.560303,9.988403,-4.498291,-24.10828,4.753876,8.938293,ankle,
5.6427,12.73804,-4.214478,-15.71503,-0.5084229,10.63293,ankle,
11.06873,5.984497,4.937744,-17.82959,0.1144409,3.161316,ankle,
11.10229,3.259277,2.178955,-21.74835,0.3833008,0.5432129,ankle,
-40.60974,-8.69751,-7.705688,0,0,0,ankle,
32.92236,-7.879639,17.17834,-27.56714,20.37216,-26.83868,ankle,
-14.8407,-2.832031,-7.559204,-17.97241,26.87103,-31.94336,ankle,
-7.089233,1.907349,-5.767822,-11.34949,25.82275,-28.89069,ankle,
6.176758,-4.360962,0.7537842,-16.19354,46.23398,-50.09979,ankle,
-5.059814,-8.453369,-14.73083,-19.42291,96.7775,-100.5511,ankle,
1.119995,-1.217651,-3.244019,-15.87158,141.8936,-144.5789,ankle,
-24.58191,14.86511,-2.960205,3.474121,110.3893,-105.8743,ankle,
-2.529907,7.641602,3.744507,7.351379,43.5672,-38.43903,ankle,
-23.66943,43.36853,15.02686,25.09735,-190.809,202.9135,ankle,
-8.432007,2.770996,-11.38,39.99695,-139.6249,154.9734,ankle,
45.98389,-45.80994,8.938599,0,0,0,ankle,
-90.25574,64.08997,-56.73828,87.89734,-139.4914,170.3143,ankle,
90.25574,-64.08997,56.73828,0,0,0,ankle,
-81.57349,34.4635,-90.98511,80.56976,-46.06186,55.22034,ankle,
-24.3042,72.71423,-188.7177,190.6696,-40.75653,-7.925415,ankle,
57.79114,-74.59717,113.2507,96.3623,-15.40634,-18.09448,ankle,
23.92578,3.790283,102.9968,79.82025,-11.71722,-7.308655,ankle,
24.16077,-36.37085,63.4552,0,0,0,ankle,
-11.94763,34.69238,-36.67908,99.3927,-6.820221,1.956787,ankle,
15.85999,-19.75708,38.54065,79.92615,6.305084,13.48816,ankle,
-1.837158,-15.6311,-1.123047,-3546.143,8.894806,11.48743,ankle,
-12.88757,-17.80701,1.062012,82.94979,31.87119,25.30945,ankle,
27.61841,0.6164551,49.02954,43.06202,-16.60904,9.443665,ankle,
-2.096558,-0.01525879,-1.239014,26.19795,-22.58942,1.2146,ankle,
2.603149,1.858521,17.68799,24.5886,-20.90317,1.375732,ankle,
6.140137,25.9613,12.69531,7.428913,-5.278931,5.837708,ankle,
-11.77063,1.754761,10.17761,6.255379,-3.152771,6.545715,ankle,
-12.83875,1.40686,8.09021,4.755001,-0.7899475,7.240906,ankle,
-10.32104,-6.604004,9.860229,3.655624,0.9156799,8.1604,ankle,
11.47766,-6.47583,-108.1024,0,0,0,ankle,
-17.36755,-112.0667,386.1694,4.951954,4.784546,19.89685,ankle,
17.36755,112.0667,-386.1694,0,0,0,ankle,
-20.93506,-303.2623,303.1372,-4.617348,2.944489,18.56659,ankle,
54.26025,171.875,-247.4335,-19.49436,-1.431885,3.952332,ankle,
-12.31079,30.26276,-33.10242,-14.47506,-1.194916,3.080139,ankle,
21.31042,36.30371,-24.32556,-8.524055,-2.784729,2.961426,ankle,
8.279419,-9.394836,-15.32898,-10.09348,-3.132324,3.722229,ankle,
-17.8772,58.6792,1.675415,-3.43771,-2.386169,1.661377,ankle,
38.18359,-10.45532,-25.79651,-6.530113,-5.038757,3.34137,ankle,
-49.25537,10.09521,17.39197,-3.439579,-2.389679,0.5532837,ankle,
2.905273,0.3128052,-2.182007,-3.076,-2.336578,0.6478882,ankle,
-15.9668,1.46637,6.558228,0.2822304,0.8087158,1.42395,ankle,
-17.56287,0.151062,6.854248,3.375072,3.971863,2.227783,ankle,
-6.591797,10.91919,2.661133,6.625252,8.434753,4.588623,ankle,
-1.803589,7.342529,2.957153,7.000637,9.386139,5.112305,ankle,
-2.609253,24.26605,16.98303,5.268154,8.168945,4.33075,ankle,
0.7904053,-0.1052856,-4.385376,4.850712,7.7771,4.172668,ankle,
-22.27783,126.1169,31.31104,2.832813,9.717407,4.367371,ankle,
-1.516724,51.67694,-70.2179,2.929077,11.50497,5.109558,ankle,
38.23547,-91.18652,-30.23987,11.09198,3.816528,1.043701,ankle,
9.335327,-27.62146,-9.591675,12.92204,2.229919,0.3204346,ankle,
13.27209,-23.172,-3.851318,18.73955,1.835327,-0.401001,ankle,
10.05859,-8.026123,-11.94763,25.34101,1.694336,-0.8959961,ankle,
3.048706,-9.460449,18.97278,13.66865,1.573486,-2.581177,ankle,
3.726196,-2.371216,19.06128,2.470627,1.518097,-4.543152,ankle,
9.671021,12.28638,-23.31543,-1.21954,-0.9259033,-9.511108,ankle,
44.04297,52.03552,-105.0598,-16.79804,-9.045105,-29.51477,ankle,
-61.48987,-81.33545,141.8732,-7.357063,-3.612213,-10.89203,ankle,
-10.97107,-16.19568,-19.65027,-12.23392,-9.539185,-15.15381,ankle,
-5.230713,-4.428101,10.47974,-10.17977,-7.449341,-11.51062,ankle,
-11.67603,-10.30579,-40.62805,-19.69357,-16.73767,-22.82074,ankle,
-9.542847,1.644897,40.86914,-24.93401,-18.02689,-19.57397,ankle,
-16.73279,-0.03051758,9.698486,-60.71661,-37.52548,-32.42218,ankle,
2.032471,-4.01001,6.008911,-61.971,-23.82202,-20.14832,ankle,
-37.86621,-20.95642,6.997681,3487.052,14.83231,-13.2486,ankle,
5.514526,-25.54626,-1.217651,-108.7732,13.99872,-13.26935,ankle,
-10.11963,-12.39319,50.68665,-79.83612,15.29022,8.466797,ankle,
26.42212,21.36841,-3.738403,-42.09625,7.92038,7.205811,ankle,
1.885986,-6.079102,48.93494,-46.61896,10.36041,16.60828,ankle,
-0.1922607,-14.44397,21.27991,-63.89313,10.8577,12.67792,ankle,
30.84106,-5.056763,27.35596,-76.45813,13.85971,13.10211,ankle,
8.935547,-3.881836,-9.921265,-74.33197,12.70187,11.81366,ankle,
81.87561,10.9436,-9.194946,-116.5964,50.80994,-54.51721,ankle,
15.44495,6.616211,-49.49646,-101.474,109.4633,-101.5866,ankle,
-50.41504,47.24274,-50.90637,-35.36438,91.01074,-96.97205,ankle,
-18.51807,15.03906,-9.744263,-15.16541,74.91394,-87.05933,ankle,
-12.67395,7.063293,10.9375,-2.406311,-1.429901,-5.971069,ankle,
-8.169556,15.95764,14.27917,13.34564,-104.1962,97.70691,ankle,
-10.81543,12.06665,10.42786,35.51758,-132.6901,133.4473,ankle,
-3.097534,10.2478,1.907349,55.73914,-95.41153,102.3553,ankle,
-7.601929,42.66052,-7.876587,108.3353,-75.08789,85.11536,ankle,
8.374023,12.42676,-34.11255,148.6407,-38.77655,59.99817,ankle,
7.714844,-52.83203,-15.50293,111.8033,-6.847687,-3565.815,ankle,
-24.51477,-62.07275,44.31763,5.357361,13.33481,-1.601148,ankle,
-2.935791,-6.658936,6.640625,-6.27594,14.69879,-4.622077,ankle,
-10.849,-30.89905,22.3053,-53.49365,22.00165,3578.552,ankle,
-8.447266,-16.94946,1.150513,-62.60895,32.9483,-35.36072,ankle,
-4.330444,5.209351,-48.526,-55.76782,43.14987,-61.44897,ankle,
16.25061,37.18872,-33.62122,-15.87708,33.93829,-48.08594,ankle,
2.194214,70.02563,-77.70691,45.37964,9.579163,-25.56366,ankle,
-47.56165,61.16333,-177.2217,117.5732,0.7904053,-44.89868,ankle,
72.86377,-46.44165,149.7589,90.89508,-25.32303,17.91779,ankle,
10.81238,-24.89624,41.2262,59.90662,-15.35355,10.56824,ankle,
16.13464,-28.6438,3.302002,87.02576,11.46591,19.03076,ankle,
11.38,-10.69641,12.57629,72.25403,13.5817,21.12305,ankle,
-20.37048,-27.77405,49.74976,-3535.332,61.19766,21.98669,ankle,
6.692505,-1.870728,7.409668,54.88329,66.78329,33.39386,ankle,
-9.042358,0.6500244,63.89465,26.5405,-13.00095,3.047791,ankle,
-7.98645,3.887939,14.15405,16.85575,-33.79425,-8.657227,ankle,
17.27295,21.3623,22.58911,17.07857,-34.03122,-8.7323,ankle,
31.1676,30.86548,27.24609,15.13754,-28.47168,-6.218567,ankle,
-20.75195,-5.9021,-33.62427,17.11666,-17.21344,-1.560974,ankle,
-6.283569,-1.937866,-5.895996,18.64915,-15.50705,-1.011047,ankle,
-6.460571,-2.929688,18.84155,18.10806,-13.71964,0.612793,ankle,
-10.52246,-6.240845,2.853394,13.35537,-8.277283,2.947998,ankle,
-25.59814,-6.924438,98.74878,15.43337,-7.504883,11.52008,ankle,
-24.06006,-38.82446,48.57788,6.045475,-0.9611511,13.31573,ankle,
5.206299,-15.21301,-87.46948,5.491657,1.065063,11.08612,ankle,
26.88599,28.14331,-114.4714,2.646275,1.769867,4.028931,ankle,
-18.08167,-74.28894,44.7052,9.300156,6.601105,14.20044,ankle,
24.40186,9.472656,-52.42004,6.8783,5.1297,9.822083,ankle,
0.7965088,-2.941895,-12.36267,6.264782,4.712219,9.105835,ankle,
23.04993,-76.08032,-33.63342,9.214134,5.936584,14.40308,ankle,
4.141235,16.8869,-19.51294,0.6240463,4.366302,13.21045,ankle,
38.24463,-36.12061,-45.91064,-17.76434,2.581787,18.18634,ankle,
12.52136,22.16187,-29.63257,-15.90338,2.470398,-3583.731,ankle,
-15.13977,149.1837,74.67651,-6.320972,0.413208,7.258813,ankle,
24.22791,3.614807,-17.66968,-6.542454,0.5827332,9.292695,ankle,
-16.54663,34.69391,16.22925,4.793835,-0.06057739,5.660775,ankle,
-13.91602,-3.515625,10.29663,4.076748,-0.3070068,4.22296,ankle,
-11.8866,20.3064,8.361816,1.110821,-1.225128,1.030219,ankle,
-3.115845,4.808044,2.209473,0.587616,-1.582642,0.3150129,ankle,
-81.77185,24.47052,65.65857,-17.32105,-4.722748,-12.47876,ankle,
43.58826,-70.78857,-38.33313,0,0,0,ankle,
-48.79761,75.96893,44.07043,-19.03786,-4.589691,-13.80134,ankle,
-26.37939,-9.844971,59.16138,-14.65895,-2.570038,-12.46247,ankle,
75.177,-66.12396,-103.2318,0,0,0,ankle,
-53.69873,129.7714,124.6826,-9.549217,0.5487061,3587.902,ankle,
47.71423,-58.30078,-87.43286,-1.746635,0.7411194,-3.895569,ankle,
7.614136,22.41516,-7.608032,-1.317043,0.9695435,-4.548035,ankle,
12.92419,54.96674,-21.81091,5.870495,0.4315186,-7.675476,ankle,
3.329468,19.15283,-54.27246,14.07745,-0.4225159,-10.90424,ankle,
-14.53857,-90.24048,-5.984497,14.64409,0.3355408,-8.084412,ankle,
-3.344727,-77.76489,52.42615,0,0,0,ankle,
-2.264404,30.87769,-31.36597,16.00149,1.182556,-5.552979,ankle,
3.884888,3.167725,-51.65405,33.53348,6.107178,-7.619324,ankle,
2.102661,-17.99622,36.90491,11.81273,3.479004,-4.530029,ankle,
3.55835,1.998901,7.772827,-1.664562,2.877045,-5.22644,ankle,
-0.7171631,-1.870728,-0.2319336,-1.679554,2.887573,-5.212097,ankle,
42.65442,30.77087,-54.96826,-14.46442,-10.68451,-19.79309,ankle,
-10.02197,-6.488037,5.59082,-15.38834,-10.35553,-17.37549,ankle,
-60.495,-26.75171,60.91309,-59.43691,-62.78,-48.73505,ankle,
2.398682,-6.80542,4.470825,-69.75343,-53.00125,-35.84167,ankle,
-24.12415,-26.31836,9.832764,-61.32215,7.620239,-18.64807,ankle,
43.02368,19.41528,12.73499,0,0,0,ankle,
-49.53003,-36.05347,-11.71875,3528.927,9.905548,-19.42444,ankle,
-27.67334,-51.11694,5.148315,-115.0546,16.10947,-20.03296,ankle,
-11.56616,-8.026123,-15.68909,-85.28015,19.88724,9.464417,ankle,
12.82959,-10.60791,43.11218,-93.82721,19.72076,0.6497192,ankle,
11.86218,-4.049683,32.58972,-96.32507,23.53577,-4.111328,ankle,
23.30322,30.3894,12.54272,-70.448,22.92206,-1.039429,ankle,
9.439087,7.293701,5.828857,-61.9751,29.0329,-9.846191,ankle,
15.77148,22.98889,-2.593994,-44.81812,31.89926,-16.09467,ankle,
18.50586,25.52643,-18.71948,-26.24786,27.49603,-16.13831,ankle,
-2.941895,23.6557,-50.50049,0,0,0,ankle,
15.69824,-4.902649,37.95166,-13.21045,22.04208,-13.15491,ankle,
71.98486,196.7606,-59.36584,108.54,-69.98093,108.692,ankle,
57.00073,166.7206,-193.1854,296.1209,-58.62045,122.1594,ankle,
-67.91992,-214.566,107.7606,136.9565,-2.324982,56.45477,ankle,
-23.01941,-72.88818,45.33386,88.08289,4.425049,-3564.979,ankle,
-29.97742,-38.58643,13.0249,-3518.024,8.121033,20.45857,ankle,
13.25073,-23.91357,2.481079,101.911,19.86221,32.47364,ankle,
-47.93396,-31.37512,60.63538,13.85897,50.5954,21.0277,ankle,
-18.17932,9.344482,38.07373,-33.99672,28.88382,-6.463366,ankle,
-76.61133,-18.23425,138.2538,3404.173,-42.61703,3508.334,ankle,
105.7068,31.64063,-190.9637,0,0,0,ankle,
-72.85461,-106.7627,150.1434,-174.7296,-14.25034,-66.76544,ankle,
24.45374,0.9521484,-70.7428,-131.4023,26.11496,-72.9776,ankle,
27.46582,-1.254272,-85.39124,-93.6676,45.95779,-83.52448,ankle,
17.65442,83.38623,-42.99316,-12.32971,17.86423,-31.94885,ankle,
-19.44885,38.1012,-22.96753,28.47351,-12.08313,10.98999,ankle,
-4.910278,1.724243,-22.12524,36.5329,-13.41675,12.70386,ankle,
-62.73804,-21.11206,-149.6826,145.7953,-31.75522,39.02924,ankle,
26.68457,-54.97131,48.64807,108.0545,-0.5670166,35.48126,ankle,
25.43335,-0.4272461,92.04407,75.70679,26.31302,16.73096,ankle,
6.079102,4.724121,38.49182,-3535.008,36.07529,14.95758,ankle,
32.18079,55.63965,64.5752,0,0,0,ankle,
-19.97986,-29.79736,-12.63123,34.86615,0.4382324,1.40625,ankle,
-0.3082275,1.330566,10.21118,31.48533,-7.433929,-2.13501,ankle,
9.524536,45.41626,78.1189,20.15298,-74.39072,-30.37537,ankle,
47.41516,32.6355,12.53662,34.10235,-37.31796,-1.661072,ankle,
2.438354,-5.163574,-14.61182,38.04607,-17.09915,9.364014,ankle,
0.6378174,-7.543945,22.93091,53.15588,-19.06662,12.43225,ankle,
-25.02136,-32.4585,-50.36316,27.43168,1.284637,12.59827,ankle,
-4.031372,-7.904053,17.08374,29.62946,2.943268,15.62378,ankle,
-23.71521,-21.35315,61.35864,7.092571,7.641144,15.02533,ankle,
-6.896973,-21.82007,9.854126,6.135063,7.411804,13.07251,ankle,
-6.484985,-4.544067,-45.53833,4.730549,7.015228,8.951721,ankle,
26.42212,51.20239,-88.94958,0,0,0,ankle,
-5.493164,-94.64722,135.0677,-1.515617,9.452515,11.04584,ankle,
19.05823,-177.9022,95.32166,-14.85704,17.39014,19.62128,ankle,
47.1344,170.1935,-178.4485,-11.67219,4.017029,4.622498,ankle,
-27.04468,42.37976,-34.32312,-6.416702,2.415619,2.778931,ankle,
23.43445,10.40649,-7.287598,-5.516148,1.919403,3.771667,ankle,
17.05017,5.503845,-10.8551,-5.039654,1.906281,4.705505,ankle,
-6.80542,27.38647,-1.095581,-6.014442,0.6144714,3.805237,ankle,
-3.762817,14.76898,-0.6652832,-6.29591,0.149231,3.471985,ankle,
-34.89685,-18.11829,18.57605,-3.454628,-4.374542,3.092957,ankle,
-5.648804,-4.879761,2.871704,-2.966499,-5.601807,3.145447,ankle,
-23.02551,24.90845,-19.16199,0,0,0,ankle,
-25.6012,-13.5025,34.8938,-8.035049,-4.691925,-2.096863,ankle,
-27.96326,18.83545,26.7395,-12.63805,-8.257446,-5.426636,ankle,
14.69116,25.78735,-18.85986,-7.274036,-6.360931,-4.607849,ankle,
12.86316,5.838013,-17.53845,0.2800179,-4.239349,-3.4375,ankle,
2.957153,12.06818,-7.211304,5.325451,-3.740082,-3.304749,ankle,
-2.255249,48.75336,2.203369,12.06848,-5.884399,-5.74707,ankle,
30.59387,112.9364,-24.20654,30.0457,-9.080811,-10.57526,ankle,
8.166504,-54.85992,-21.82617,16.48556,-6.169128,-8.10791,ankle,
18.32886,-42.73987,0.07629395,-3.12479,-1.157227,-6.459351,ankle,
-31.78101,-113.1165,25.72937,0,0,0,ankle,
39.80713,101.77,-48.04993,-3.111572,-0.1091003,-6.384888,ankle,
1.983643,-23.71826,-14.95972,-2.850075,0.8360291,-5.625,ankle,
40.63416,11.60278,-65.48767,-6.449852,4.867859,-9.275818,ankle,
-24.83826,-44.07043,14.00757,-5.82077,5.707703,-7.498779,ankle,
-57.58667,-45.58411,114.4897,0,0,0,ankle,
85.18677,51.44958,-251.3641,-12.17993,13.87741,-15.52124,ankle,
-47.10693,-47.1344,59.14307,-18.18821,4.1185,-23.7207,ankle,
-43.35022,-8.203125,132.2388,-7.813835,-3.261261,-10.08545,ankle,
-43.17017,0.5065918,29.23584,-62.99065,-53.181,-41.34033,ankle,
2.246094,-6.097412,8.236694,-73.72424,-48.02597,-30.29419,ankle,
46.19446,9.47876,22.50977,0,0,0,ankle,
-56.76575,-17.41943,8.889771,-66.05065,10.1149,-17.75452,ankle,
2.438354,-11.44409,-9.21936,3525.451,14.47617,-15.56702,ankle,
13.74207,-30.0293,-54.4281,-137.6685,39.15695,6.339722,ankle,
32.85522,34.5459,35.34546,-42.24304,11.41937,8.936462,ankle,
6.838989,11.51123,21.11816,-24.89807,5.85144,6.123352,ankle,
-4.101563,-14.32495,26.02844,-40.83832,8.770599,2.266846,ankle,
-4.937744,-18.35938,30.34363,-53.86108,11.60416,-4.918213,ankle,
-2.127075,4.3396,0.2197266,-45.20264,13.80264,-9.54895,ankle,
-2.139282,1.205444,6.707764,-41.96411,18.41202,-15.51331,ankle,
77.78625,92.91382,-58.98438,16.10901,2.314606,33.46222,ankle,
-63.58948,-52.93884,-6.021118,0,0,0,ankle,
106.2256,107.2815,-52.19727,59.47601,-5.16571,59.79614,ankle,
2.340698,-31.604,-89.03198,98.79913,-20.55725,69.48151,ankle,
29.69055,-51.61133,-32.36694,119.6729,-26.25763,81.28571,ankle,
-92.58423,-49.54529,152.9694,30.20355,-23.68683,-3572.417,ankle,
-29.41589,12.60986,21.77429,12.323,-11.87119,11.13883,ankle,
-52.35901,17.64221,55.69763,-38.54675,8.09021,-20.63286,ankle,
-18.66455,-5.79834,57.94678,-70.5777,14.01031,3572.108,ankle,
-99.27368,-208.3191,322.8729,-283.8452,62.3201,-77.68524,ankle,
154.0405,209.3445,-437.6648,0,0,0,ankle,
-209.0271,-291.8503,332.1411,-216.2268,213.7671,-251.3443,ankle,
209.0271,291.8503,-332.1411,0,0,0,ankle,
-67.23633,18.21899,51.94397,20.91431,-62.42218,83.75824,ankle,
27.10876,75.95062,-61.12976,78.55591,-55.92026,66.93726,ankle,
-32.37915,30.49164,-109.1675,137.0459,-36.17401,39.40186,ankle,
46.92993,-91.50391,62.02698,45.41138,-5.948792,4.147644,ankle,
-55.83496,48.44971,-249.1882,180.7297,-24.54514,3.063354,ankle,
35.36377,-67.43164,86.68213,104.7272,-14.09027,-12.35291,ankle,
32.49817,-12.72583,99.05701,54.50989,-9.811859,-11.12976,ankle,
36.28845,10.32715,34.94263,52.83295,-7.855377,5.209656,ankle,
34.41162,-1.339722,-43.38379,-3498.804,-0.1631165,14.69391,ankle,
-22.33887,-8.947754,97.47925,47.7349,12.80197,13.86017,ankle,
4.702759,-4.595947,-1.055908,48.58561,14.56985,17.61841,ankle,
6.768799,5.804443,90.29236,17.96437,-3.341064,11.10352,ankle,
