hips_JNTa_x,hips_JNTa_y,hips_JNTa_z,hips_JNTw_x,hips_JNTw_y,hips_JNTw_z,
9.799194,4.79126,-0.3845215,-0.3861868,-1.434937,-1.858064,
1.872253,-0.8117676,0.8117676,-0.1256728,-1.616821,-1.095049,
-4.660034,-3.952026,7.980347,0.4243052,-3.631439,-0.02084732,
7.948303,8.190918,0.7904053,0.6660163,-3.218842,0.9837031,
1.010132,7.003784,-8.190918,1.090515,-4.18045,2.614913,
-0.4547119,14.46228,-16.54358,2.253995,-7.363739,6.788479,
10.68878,8.636475,-6.808472,1.425965,-5.043182,6.719906,
12.98981,-0.4974365,1.431274,-0.2418494,-0.06713867,3.632927,
13.55591,6.665039,-8.319092,-0.8126128,1.233368,5.583196,
-1.342773,-8.825684,4.629517,-0.9624398,2.184296,3.994851,
3.483582,0.793457,-7.394409,-1.033176,2.494507,4.280033,
25.02899,11.2854,-50.5249,-1.816567,4.5961,6.249866,
1.913452,-10.23865,4.547119,-0.915997,3.296204,5.716195,
37.54883,-5.096436,-31.75659,0.437907,2.278748,8.150845,
-11.51428,-15.1886,3.533936,1.041698,2.182922,7.834339,
-49.50104,-1.763916,89.16016,1.58321,-0.1875305,2.439241,
61.87897,-29.07104,25.04272,5.568392,-2.105408,4.941211,
-87.94556,22.58911,30.93872,2.859521,-1.148224,0.5704021,
8.509827,-17.84058,51.297,6.577122,-2.641602,1.44578,
-22.18933,-0.4089355,-14.43787,5.684259,-1.83136,-1.52956,
0.3631592,-4.187012,-4.556274,5.457644,-1.733246,-1.525869,
-43.82324,-30.82275,71.17615,9.795856,-1.894226,-10.17986,
-4.602051,-49.9939,54.63257,11.96796,-2.120514,-13.04174,
41.75262,84.27429,-162.5336,2.330799,-0.3190613,-3.893361,
-18.5318,-31.53992,31.18591,4.484386,-0.4684448,-9.71118,
4.833984,15.23743,-22.1405,3.629642,-0.1856995,-8.806407,
10.91003,22.39685,-24.40491,2.047272,0.004577637,-5.507817,
10.74677,10.16235,-12.11853,1.07924,0.3018188,-2.324352,
5.036926,3.964233,-5.343628,0.7206678,0.5529785,-0.8735514,
15.04669,21.20972,-19.56482,-0.9709263,1.404266,7.695625,
22.94312,26.3031,-28.00903,-3.061752,2.89978,19.70594,
-7.748413,-6.262207,4.586792,-2.685828,2.182312,15.10872,
-5.284119,-0.4211426,-0.8422852,-2.746744,1.720886,12.33245,
1.168823,5.609131,-8.740234,-3.184481,1.826935,12.73016,
-10.112,4.797363,-5.966187,-3.3144,1.405945,8.527985,
1.890564,-1.470947,-4.962158,-3.475871,1.478577,8.980885,
-9.759521,18.10303,-17.94434,-5.354629,1.136322,2.735291,
-12.12921,-16.83655,13.23242,-4.212985,0.4751587,-1.702938,
-36.44562,12.82349,-6.072998,-6.985931,-0.6259155,-15.84496,
7.368469,-18.78967,-5.57251,-6.977391,-0.6005859,-15.35131,
0.8773804,-28.62549,73.08044,-2.716212,-0.9889221,-11.36752,
-2.703857,-6.207275,2.404785,-3.758414,-1.392975,-15.58838,
1.963806,-9.729004,18.89954,-2.573416,-1.352692,-11.44409,
17.03186,-0.03662109,-10.07996,-1.242905,-0.6596375,-5.530176,
-32.341,-18.70422,52.99683,-3.239708,-2.008514,-13.38329,
27.52228,11.51733,-27.64282,-1.283314,-0.8790588,-5.129932,
-12.82654,-11.76453,-5.166626,-2.770513,-1.269226,-8.420973,
-0.4928589,-7.525635,-19.27795,-3.120227,-1.167297,-8.333695,
17.87872,12.46338,-7.299805,-1.943134,-0.6898499,3595.574,
13.87939,11.37085,-7.406616,-1.877391,-0.5033875,-2.323303,
2.345276,6.335449,-2.212524,-1.152532,-0.6268311,-0.4650879,
0.390625,1.123047,-1.809692,-1.168923,-0.7585144,-0.09918213,
3.09906,4.367065,-8.462524,-1.647074,-1.23703,1.200867,
2.366638,3.411865,-0.1739502,-1.331576,-1.13266,2.033081,
11.99188,14.35242,-4.284668,-1.33318,-0.8522034,-3594.455,
22.98126,20.67566,-18.43262,-2.055319,-0.9934998,12.59249,
-13.23853,-18.16101,5.166626,-0.5504256,0.262146,8.297913,
-2.52533,-4.162598,-6.323242,0.4816532,1.318207,7.405903,
-3.495789,-5.496216,4.260254,0.6868804,1.229706,6.202693,
9.561157,1.28479,-22.64099,1.956313,2.189941,8.638136,
-1.823425,-6.436157,5.548096,1.92578,1.993713,8.175826,
24.32098,-1.409912,17.03491,3.502466,1.686249,10.66981,
-15.75928,-6.564331,12.20398,2.445126,1.156311,7.456465,
-13.4903,-15.72876,96.38672,9.389645,1.704102,18.09969,
1.753235,-21.67358,-27.11487,5.917425,0.9941101,11.37893,
-22.69287,18.62793,0.3112793,3.105352,-0.4563904,1.619596,
1.913452,-12.90283,14.82849,4.254405,-0.6231689,2.191629,
-4.031372,6.097412,-18.62488,2.5723,-0.1248169,-2.273073,
0.6729126,-2.954102,-0.894165,2.585149,-0.1290894,-2.250118,
-3.033447,-26.76392,33.89587,3.707271,-0.3775024,-8.186398,
0.1937866,20.1355,-36.56006,2.094874,-0.2746582,-6.084814,
-11.94,-30.92041,63.91907,3.409977,-0.04608154,-21.20623,
4.360962,11.71265,-25.72937,2.367516,0.02639771,-16.63125,
4.112244,27.78625,-46.14868,0.7186413,0.1559448,-7.740836,
0.5813599,10.43701,-16.18347,0.06605625,0.2441406,-4.868968,
6.143188,14.04114,-13.23242,-0.5678177,0.4071045,1.718502,
1.48468,3.460693,-3.213501,-0.7142305,0.440979,3.308713,
4.519653,11.12976,-11.50818,-1.564264,0.7720947,9.496226,
0.9735107,3.948975,-3.347778,-1.58143,0.6950378,10.64354,
7.971191,47.82104,-49.80164,-4.845796,1.413574,24.42952,
1.844788,3.076172,-12.60376,-5.249488,1.319275,24.57067,
-3.475952,-11.56921,1.2146,-4.576397,0.9017944,18.81466,
-15.17487,-9.399414,17.59644,-3.864613,-0.06866455,5.562763,
