acc_x_fc,acc_x_mf,acc_x_rmsf,acc_x_vf,acc_x_std,acc_y_fc,acc_y_mf,acc_y_rmsf,acc_y_vf,acc_y_std,acc_z_fc,acc_z_mf,acc_z_rmsf,acc_z_vf,acc_z_std
3.0647733975743847,175.1735558086114,3.2948052993076744,1.4629059818663002,1.2095065034410937,3.8042161394857685,702688.1632490491,3.898520801031641,0.7264040001523863,0.8522933768089402,3.656946054985502,9721.936246827598,3.797387170041393,1.0468948701209566,1.0231788065245275
3.3803590733060367,279.8153876715156,3.5982244863904906,1.52039198997766,1.2330417632739208,3.1706107147101736,3391.1719965039856,3.450915917846793,1.8560483678134165,1.3623686607572183,3.077123714691316,1180.89335046661,3.334712520613958,1.651617239623814,1.2851526133591349
3.4035635422173596,5092.60518995957,3.5498075304728838,1.0168887174908143,1.0084090030790158,3.6700763653792334,3738.2886014997976,3.8295298774279942,1.1958385543984187,1.0935440340463747,3.297828406132036,740.2291563516121,3.528050396806641,1.571467406116131,1.2535818306421527
3.393715361075284,5132.957293874299,3.5398603429156617,1.0133072953486457,1.0066316582288906,3.4844808658183934,4034.126616946167,3.670099317134792,1.328022093378768,1.1523984091358197,3.7888902851286512,1750.0392060227211,3.9359831881448297,1.1362740646164693,1.065961568076668
2.7236825886339218,651.0644550463194,2.996059994069206,1.557928644434389,1.2481701183870686,2.522754325346048,932.1320478373376,2.8704599089528937,1.8752507028536627,1.369397934441871,3.4526927983377504,2038.7370980391152,3.676466992641934,1.5953219882922682,1.2630605639842725
3.0284792487069523,2161.052461627778,3.2243511053138825,1.224753490490233,1.1066858138108724,2.8367785329785913,3116.4966741796825,3.0503879906797753,1.2575544485152297,1.1214073517305072,3.1162075512323795,2035.6783100352154,3.3492473390111135,1.5067082355153198,1.227480442009289
3.0744710285355645,2328.9204842943586,3.2381921785732173,1.033516480068226,1.0166201257442358,2.8235635140354587,3267.5742096145254,3.021881145280755,1.15925473841106,1.0766869268320574,3.334442801351074,2409.7101709272783,3.506078666756405,1.1740788220023735,1.083549178395874
3.4630730471575744,1336.7676599170659,3.6116701354502685,1.0512862373541125,1.0253225040708471,3.6643505089957418,4200.590796850995,3.864622000981489,1.5078385576928177,1.2279407793915869,3.579276289316347,2598.5587895428225,3.7503188049479075,1.253672383483704,1.1196751240800629
3.604479958518718,1381.4756860572427,3.7506362575135848,1.0749965648124065,1.0368204110705028,3.631398916576789,4482.4935773074585,3.847339339851127,1.6149619046510282,1.2708115142109109,3.633379120456048,2299.1829418878415,3.815622681339933,1.3575326133897785,1.1651320154342075
3.195193786997638,853.3070935658498,3.380843088828938,1.220836654814088,1.1049147726472337,3.0418469882765846,2460.5713457931315,3.199997425878277,0.9871504255402691,0.9935544401492397,3.328770079874199,1067.5148685364425,3.5427421964337324,1.4703120257264295,1.212564235711424
