hips_JNTa_x,hips_JNTa_y,hips_JNTa_z,hips_JNTw_x,hips_JNTw_y,hips_JNTw_z,
-10.51178,-1.855469,-14.49585,8.337278,0.1824951,5.651827,
-5.917358,-1.45874,-12.65259,5.458527,0.3631592,4.526329,
-2.308655,0,10.35461,7.460556,0.5274963,6.231444,
-31.61469,-6.777954,70.55054,14.96847,3.366852,7.613001,
0.1251221,-13.49182,4.782104,14.24566,3.517761,6.15396,
36.81183,19.104,-110.9528,0,0,0,
-19.43665,-14.24255,49.54224,5.793552,1.56723,-3.928185,
3.587341,-2.764893,3.796387,5.307102,1.672821,-5.091929,
-1.127625,1.080322,-41.83655,4.504414,1.857605,-7.075129,
2.946472,-6.942749,-5.496216,3.628674,2.392426,-6.887989,
4.103088,-5.895996,4.406738,2.978382,2.781067,-6.774986,
9.927368,28.76587,-10.4126,0,0,0,
-20.59784,-90.64331,3.036499,1.521912,12.81418,-11.66382,
13.7207,55.66406,-6.097412,-0.316906,4.751587,-4.882851,
