label,Average_energy,Acceleration_mean(3-axis)_x,Acceleration_mean(3-axis)_y,Acceleration_mean(3-axis)_z,Acceleration_std(3-axis)_x,Acceleration_std(3-axis)_y,Acceleration_std(3-axis)_z,Acceleration_max(3-axis)_x,Acceleration_max(3-axis)_y,Acceleration_max(3-axis)_z,Acceleration_min(3-axis)_x,Acceleration_min(3-axis)_y,Acceleration_min(3-axis)_z,Acceleration_pv(3-axis)_x,Acceleration_pv(3-axis)_y,Acceleration_pv(3-axis)_z,Synthetic_acceleration_mean,Synthetic_acceleration_std,
walk,36.3231,-0.2026367,-0.1449967,-0.1138302,7.485607,15.58767,33.03774,18.59741,52.67639,121.228,-20.88318,-43.2251,-129.8248,39.48059,95.90149,251.0528,26.47959,26.25658,
walk,34.57607,-0.0455093,0.08567795,0.07343314,6.579648,16.19232,31.57665,18.59741,52.67639,121.228,-21.19598,-43.2251,-129.8248,39.79339,95.90149,251.0528,24.7675,26.25173,
walk,27.34896,-0.2665136,-0.3909684,1.44268,6.984913,12.68887,27.79983,12.99744,52.67639,141.2659,-21.19598,-43.2251,-131.0364,34.19342,95.90149,272.3023,19.73155,24.40488,
walk,31.5328,-0.1679799,0.2468107,-0.3464507,7.925055,13.47674,29.67002,29.21906,57.51038,141.2659,-21.19598,-34.46045,-131.0364,50.41504,91.97083,272.3023,22.26735,25.08213,
walk,31.37632,0.4919244,-0.06855024,-0.6938552,8.714738,12.46272,29.15889,29.21906,57.51038,141.2659,-23.80066,-34.46045,-131.0364,53.01972,91.97083,272.3023,21.78999,24.64612,
walk,31.07648,0.02416613,-0.01960779,-0.3640746,8.222012,12.11447,29.73316,29.21906,57.51038,141.2659,-23.80066,-34.46045,-131.0364,53.01972,91.97083,272.3023,22.08511,24.71446,
walk,33.28614,0.3699875,0.1364133,-0.9426115,11.86707,13.56028,22.69654,35.23865,57.51038,59.2041,-46.44165,-49.34998,-64.85291,81.6803,106.8604,124.057,22.81767,17.89525,
walk,32.94197,0.1327132,-0.3297425,0.1473238,12.16561,12.96568,22.38813,35.23865,37.86011,59.2041,-46.44165,-56.40564,-47.23816,81.6803,94.26575,106.4423,22.71668,17.36203,
walk,35.75402,-0.3244019,0.2245331,1.165199,12.69077,13.03816,27.9673,35.23865,37.86011,101.535,-46.44165,-56.40564,-94.75098,81.6803,94.26575,196.286,25.28299,21.80602,
walk,34.85207,0.08037581,-0.07961272,1.821289,13.324,12.58482,27.20252,35.23865,37.86011,101.535,-46.44165,-56.40564,-94.75098,81.6803,94.26575,196.286,24.49482,21.89102,
walk,35.18274,-0.4879187,0.5195619,0.3657528,10.24965,13.29249,29.02302,33.92487,44.66553,101.535,-29.10309,-56.40564,-94.75098,63.02796,101.0712,196.286,24.93818,22.42342,
walk,32.13663,0.1750375,-0.04867556,-0.5031971,9.43016,10.79239,28.49358,33.92487,44.66553,101.535,-29.10309,-41.3147,-94.75098,63.02796,85.98023,196.286,23.128,21.96974,
walk,36.18383,0.3228952,0.8517078,-1.466369,8.8273,15.4958,28.31436,33.92487,56.97327,87.323,-22.89429,-57.93457,-73.8678,56.81916,114.9078,161.1908,25.29559,21.974,
walk,40.96452,0.1156052,0.1733019,-1.642456,16.95731,17.32996,29.41839,45.42694,56.97327,90.40833,-118.4875,-57.93457,-73.8678,163.9144,114.9078,164.2761,27.91278,26.01802,
walk,44.66709,0.5668267,-0.4261398,-0.2552799,18.71251,17.93502,35.54453,45.42694,56.97327,118.3502,-118.4875,-57.93457,-114.5264,163.9144,114.9078,232.8766,30.93693,31.28435,
walk,48.40229,-0.1547612,0.06286631,0.2438731,19.7437,19.7302,36.04409,45.42694,56.97327,118.3502,-118.4875,-57.93457,-114.5264,163.9144,114.9078,232.8766,33.09708,31.3519,
walk,35.94706,-0.3295699,-0.8931351,1.339187,19.1222,15.43096,30.65878,45.42694,48.7854,118.3502,-118.4875,-52.45667,-114.5264,163.9144,101.2421,232.8766,24.65825,30.6334,
walk,32.15211,-0.1784896,0.03807045,-0.3659822,11.72587,13.45654,31.06537,38.69324,48.7854,118.3502,-55.00031,-52.45667,-114.5264,93.69355,101.2421,232.8766,23.25021,27.26218,
walk,26.0053,-0.1364706,-0.2171329,-0.08201563,8.150416,11.16465,23.01469,36.02448,30.84717,65.76233,-35.47058,-52.45667,-68.4906,71.49506,83.30384,134.2529,18.79795,19.16936,
walk,41.64122,0.07410058,0.03593431,0.1246266,12.18816,26.00397,39.43398,40.7547,133.783,149.6277,-49.74213,-123.877,-185.3607,90.49683,257.66,334.9884,28.73856,39.41972,
walk,60.85517,-0.2699658,-0.3718568,0.2423481,19.44335,28.86464,46.77278,62.95166,133.783,149.6277,-50.02136,-123.877,-185.3607,112.973,257.66,334.9884,40.93181,41.51821,
walk,77.53912,-0.08508654,-0.09086671,0.52761,26.67554,36.27649,53.80005,71.59729,136.0931,149.6277,-91.65344,-123.877,-185.3607,163.2507,259.9701,334.9884,49.89303,49.32536,
walk,85.80244,-0.4233548,-0.3634651,1.149443,29.87366,37.69122,54.69709,71.59729,136.0931,149.6277,-91.65344,-123.877,-185.3607,163.2507,259.9701,334.9884,54.19104,48.68058,
walk,77.14566,-0.4644581,-0.1739129,-0.3900929,29.37299,32.47708,48.14245,71.59729,136.0931,122.7783,-91.65344,-108.6487,-175.5341,163.2507,244.7418,298.3124,48.22258,43.70595,
walk,67.90753,0.6291963,0.2005759,0.2756487,26.78174,30.62458,44.40393,71.59729,136.0931,122.7783,-91.65344,-108.6487,-175.5341,163.2507,244.7418,298.3124,42.62524,42.54922,
walk,59.38117,0.00242219,0.4760739,-0.9217076,20.5928,24.91925,37.88935,53.28827,99.51782,92.93213,-62.97913,-55.68848,-122.8638,116.2674,155.2063,215.7959,37.5631,32.72194,
walk,58.48581,0.8463479,0.7510756,-1.531105,20.03119,25.49162,38.73431,83.88519,99.51782,105.249,-62.97913,-54.64478,-122.8638,146.8643,154.1626,228.1128,37.51304,33.87942,
walk,55.13586,0.7082559,0.7948684,-0.5740361,18.67606,22.2762,35.46684,83.88519,70.70313,105.249,-52.02942,-57.23877,-110.8673,135.9146,127.9419,216.1163,35.59002,28.94365,
walk,60.63567,-0.4287718,0.3219608,-0.8881388,19.18793,26.75784,40.11589,83.88519,106.2012,105.249,-49.53461,-65.11841,-138.9069,133.4198,171.3196,244.1559,39.14791,34.08755,
