hips_JNTa_x,hips_JNTa_y,hips_JNTa_z,hips_JNTw_x,hips_JNTw_y,hips_JNTw_z,label,window_index,action_exist,begin_index,end_index,len,
-17692.69,9044.192,30312.89,54.16238,1876.858,12.1024,knee,0,True,0,79,80,
17687.73,-6994.959,-30507.22,10.94187,5.888824,5.925175,knee,
-1.4328,-934.6321,80.49316,4.685941,3.103333,3.91493,knee,
-0.201416,-136.6333,8.398438,3.432379,2.690887,3.766127,knee,
-1.791382,491.9418,-66.3269,3.531394,3.857117,4.798648,knee,
4.60968,-539.0457,54.55017,1.163225,2.299194,2.251854,knee,
-1.40686,32.85675,-14.91699,-1.33636,1.931915,-1.393411,knee,
-0.8041382,512.4664,-76.15967,-8.516278,1.800079,-12.3304,knee,
-0.0793457,-438.7802,70.97168,-5.785141,1.598511,-7.616457,knee,
-4.971313,-28.40576,4.727173,-4.63449,2.015533,-5.377599,knee,
0.4272461,-101.0056,13.87024,-4.932828,1.705017,-5.059451,knee,
-3.308105,-63.26599,17.31567,-4.751687,1.195526,-0.7502249,knee,
-1.760864,54.75464,-5.79834,-5.726891,1.137848,3599.175,knee,
1.148987,-336.0962,60.98633,-7.411191,-0.4122925,-3593.87,knee,
7.611084,-539.8727,66.5741,-4.553392,-1.293335,8.311935,knee,
-16.47949,45.58868,98.36426,-9.617119,-6.536407,49.29567,knee,
9.049988,-107.7698,10.01587,-4.214929,-3.608856,28.12079,knee,
6.794739,-21.57745,-57.0282,-0.7902241,-2.947845,15.11074,knee,
-5.482483,-20.31097,-28.05786,-0.3718698,-2.932434,13.5468,knee,
5.130005,19.13757,-28.42102,0.3332376,-1.305695,2.374945,knee,
-0.213623,1.683044,-10.68115,0.2979863,-1.15799,2.105808,knee,
-12.98676,-42.03339,-16.92505,0.8556676,-1.540985,-3.77943,knee,
5.766296,31.88934,-7.269287,0.7279384,-0.8660889,-5.589437,knee,
-13.22174,27.4704,23.21777,0.2898741,0.9812927,-13.69131,knee,
2.293396,-1.800537,1.559448,0.2786362,1.281891,-15.26652,knee,
13.58337,23.31848,12.31689,0.009173155,1.581726,-11.54296,knee,
11.74164,23.32916,-4.653931,-0.116092,0.7408142,-2.930107,knee,
4.586792,9.2453,2.310181,-0.2425313,0.6329346,-0.2079153,knee,
3.637695,7.17926,1.28479,-0.3449368,0.5451965,1.92132,knee,
5.201721,43.54706,17.03491,-1.159627,-0.3060913,7.526932,knee,
-6.776428,-16.49628,-19.21997,-0.8426487,-1.080322,6.019278,knee,
4.048157,30.5069,0.2410889,-1.07919,-1.118164,5.952072,knee,
13.0661,91.81976,-24.0448,-1.693578,-0.9439087,3.911037,knee,
7.762146,-20.90912,-57.86438,-1.653664,-1.022339,4.214859,knee,
12.78687,-53.68347,-96.57288,0.3173983,1.564484,-9.796801,knee,
-30.20325,-98.01788,134.1248,0.4389441,0.8853149,-5.104742,knee,
30.09796,-34.56879,-54.04053,4.141303,3.321075,-16.99881,knee,
-26.37024,8.981323,45.08972,2.51037,1.567383,-8.362827,knee,
