r_upleg_JNTa_x,r_upleg_JNTa_y,r_upleg_JNTa_z,r_upleg_JNTw_x,r_upleg_JNTw_y,r_upleg_JNTw_z,
4.337311,-10.93292,-22.50366,53.54034,8.312836,12.48413,
5.39856,-33.3313,-19.60449,-3526.481,12.40646,17.75818,
-15.3511,-40.57922,27.87781,65.70303,29.67621,-3577.671,
-15.70587,38.61847,29.52271,36.37859,19.33258,15.46738,
11.83624,64.64233,54.17786,76.89912,19.27902,24.25337,
-15.13367,12.69989,-41.28113,0,0,0,
14.41879,-16.28418,121.3593,112.9011,-9.530029,11.17306,
-35.42633,-7.788086,-21.86584,55.99497,-70.2887,-46.15823,
0.9735107,4.881287,-83.60291,18.55892,-51.53549,3563.639,
-15.41824,-14.56604,7.272339,22.73983,-87.061,-66.04095,
-4.212952,-2.607727,-8.023071,21.12152,-38.27194,-39.82605,
-0.7675171,-1.626587,-2.783203,23.45009,-12.62848,-24.49768,
30.4451,-8.319092,-16.27502,33.80951,97.60162,60.93842,
-8.889771,-13.04016,-7.611084,22.28748,150.0566,-3491.21,
11.203,34.84955,2.001953,-2.879181,82.26746,63.41453,
7.674408,24.50104,9.527588,0,0,0,
61.80344,58.75092,-18.19458,-29.26395,-58.54874,-39.5508,
-61.80344,-58.75092,18.19458,0,0,0,
76.6777,95.4361,-16.82129,-60.74459,-80.07629,3547.013,
-45.40634,-50.88043,0.2593994,-42.89268,-12.77786,-6.479797,
-8.912659,-6.808472,-18.76221,-55.28032,-4.957581,-3.742065,
-30.76401,-20.76569,-35.46143,-104.6859,7.602234,-5.498352,
-8.913422,-2.267456,50.34485,-64.97342,-6.382751,-8.374329,
12.06436,14.23492,34.41467,-37.8065,-17.86942,-7.417908,
-2.643585,20.68787,10.99548,-54.27665,-25.35294,-7.190552,
-3.591919,114.9475,46.76208,3519.873,-38.62137,-4.355164,
11.48987,-164.5844,-71.73157,0,0,0,
-101.2215,175.9079,189.6423,-147.2427,-7.175446,-19.35822,
57.84531,-152.2095,-127.8809,-48.04199,11.89224,-15.49438,
-10.39352,-239.5676,264.27,-248.9468,86.38168,-83.22601,
33.70667,15.22827,-187.5183,-127.4823,103.5056,-109.0152,
20.06302,200.6409,-138.5132,0,0,0,
17.14478,-319.0842,178.7384,-78.40027,168.8063,-172.8448,
-14.78806,218.3975,-116.5375,-4.1745,23.72833,-23.28979,
-2.004242,-26.42212,-3.7323,-4.40094,28.99139,-28.48694,
-8.995056,78.83759,-27.63367,0.9506226,-14.33105,17.742,
8.642578,48.27118,-30.83496,0,0,0,
0,0,0,0,0,0,
-47.37244,350.3052,-86.00464,13.67737,-113.7959,119.4003,
47.37244,-350.3052,86.00464,0,0,0,
-27.35138,331.6193,-224.2371,50.36621,-84.59564,80.31128,
33.45871,-240.1245,128.537,51.21826,-32.61414,32.52319,
-1.435089,-59.22546,55.70679,24.6283,-11.63315,11.78528,
29.60434,74.89014,-118.9331,115.6778,-40.00381,48.16681,
9.423065,-56.23474,52.67029,101.1389,-21.0582,33.255,
-43.69965,-50.92468,106.2561,0,0,0,
91.99753,8.230591,-174.3622,169.6655,-14.75662,53.13934,
-91.99753,-8.230591,174.3622,0,0,0,
149.3111,-198.6298,-209.2133,-3368.332,9.501038,92.49847,
-131.7055,81.82983,179.4189,94.81591,16.29089,-3572.459,
-16.78772,107.5241,35.03113,9.042368,1.654663,2.442787,
2.189636,-50.67596,24.23706,53.36378,10.569,14.9613,
-4.180145,43.54553,-18.36243,22.35792,3.387146,6.114666,
-8.856201,-23.526,35.15015,59.42665,9.827423,15.8642,
10.02884,39.93225,-46.2616,0,0,0,
-23.703,-42.8833,103.4454,48.81187,12.38525,11.54592,
0.1449585,-3.898621,-16.49475,35.68462,18.82385,15.43732,
23.55804,46.78192,-86.95068,0,0,0,
-22.74704,-48.60992,76.96838,18.90728,33.03055,24.32628,
11.31439,16.1087,-37.45422,8.165131,32.94983,24.49962,
5.277252,10.20355,-11.12061,2.251282,31.80649,23.51118,
4.994965,10.44159,-5.81665,-6.675911,41.18439,29.03839,
0.8842468,8.720398,-16.99829,-1.966972,10.38086,7.284794,
24.85275,23.55804,-34.43298,0.1089478,-27.83646,-24.43949,
-3.295135,-2.963257,4.022217,-0.8844757,-24.09164,-20.82358,
26.54877,3.140259,-28.96729,-22.23042,-51.77704,-43.52375,
-29.03595,-13.19733,32.71179,-9.272499,-18.1778,-14.79857,
12.85706,1.49231,-16.59546,-18.67199,-25.8316,-22.47172,
-31.65131,-8.894348,37.68311,0,0,0,
77.38724,37.43896,-117.63,-64.69486,-54.18213,-50.30571,
-57.23419,-19.40002,69.58923,-28.19597,-12.58667,-14.31817,
-70.12558,162.6556,-81.00586,-114.6524,-26.04401,3569.342,
3.65448,-83.51135,56.06995,-78.91673,-13.61542,-14.55811,
23.39172,-45.99457,84.42078,-32.56976,-2.284393,-2.430115,
-17.79404,28.59344,8.377075,3543.216,-4.516296,-3.898621,
-27.37198,13.81378,32.6416,-95.49683,6.824188,-16.0672,
26.59454,-57.65533,-20.38879,-57.21832,7.872467,-13.71704,
6.189728,-34.24988,-8.987427,-51.62964,17.95044,-26.65497,
35.30807,-1.690674,-23.08655,0,0,0,
0,0,0,0,0,0,
-69.90356,-427.6093,295.6329,-453.4857,370.5981,-396.6003,
72.97363,400.3799,-269.3298,-11.66534,58.05023,-59.83643,
3.710175,-21.9696,15.56702,-14.34235,111.5454,-115.0485,
-16.83655,45.75195,-37.30469,-0.8648682,31.73965,-33.74542,
4.216766,3.747559,-3.924561,0.09002686,12.07703,-13.05206,
-17.68341,20.70923,-8.547974,1.452332,-0.4373169,-1.728821,
4.498291,5.545044,-3.649902,1.80542,-24.05014,23.28979,
-15.38696,51.47247,0.3326416,13.22876,-95.03876,95.68604,
-7.05719,90.75775,4.02832,56.42883,-185.0208,191.4877,
41.46881,-168.7851,7.196045,0,0,0,
-5.538177,226.5594,-68.60046,162.6688,-163.4669,186.2357,
37.72964,-158.017,8.041382,112.6004,-37.94464,58.51563,
0.3059387,-47.56165,4.040527,92.02179,-16.60889,34.95789,
9.681702,-39.68811,15.91797,82.01721,-7.648163,31.48804,
-42.17911,18.70728,40.60059,0,0,0,
104.631,-110.3577,-4.159546,114.451,-1.962433,60.49377,
-59.96933,29.77142,-13.21411,-3530.353,4.036102,24.88129,
30.1712,-112.0743,0.07324219,134.9238,10.40665,-3555.443,
-62.4527,149.8581,60.02808,43.38542,1.757355,9.0649,
-12.38022,42.80243,-42.72766,0,0,0,
2.863312,-53.79791,76.79443,89.60514,-3.272095,9.944779,
-2.863312,53.79791,-76.79443,0,0,0,
-7.893372,-11.22437,43.61877,46.82566,-10.79285,-4.037118,
-4.337311,2.781677,3.616333,44.3996,-18.03574,-12.00849,
5.728149,-44.01398,38.15613,61.85722,-75.41763,3549.985,
-2.297974,24.0036,-48.58093,26.07956,-40.74539,-31.44501,
-2.458954,-17.19208,-6.079102,23.51059,-45.83679,-34.09302,
11.25946,45.64514,-30.7312,0,0,0,
-14.81628,-48.59009,15.42969,18.76236,-34.35287,-24.66248,
14.81628,48.59009,-15.42969,0,0,0,
-22.5502,-33.1665,-10.50415,15.11288,-0.8447266,1.133423,
12.86545,27.95715,-0.769043,4.261818,10.67245,8.899841,
-0.4417419,27.66113,-23.65112,-10.80921,35.802,25.57556,
-13.52386,31.69556,-46.90247,-29.1946,73.07037,47.55737,
19.23599,-17.27142,30.50537,-29.22848,28.93814,16.29028,
3.995514,-23.13232,32.06177,-12.48974,7.80899,3.633118,
-2.140045,33.89893,-54.70581,-50.17296,22.67242,-3590.889,
2.004242,-36.05194,53.46985,-15.07183,4.263306,1.522932,
-12.78839,38.74969,-61.90796,-64.58931,13.14636,2.684389,
2.799988,-28.08685,51.96533,-27.87642,2.840729,-0.2469951,
-15.40298,35.72235,-16.58936,-47.09076,3.652802,-1.479409,
-62.91733,152.6825,-40.71045,-119.9471,2.069092,3591.029,
27.48947,-64.49738,101.8768,-101.49,1.110687,-13.53638,
47.52502,-95.44983,8.340454,3564.968,1.2677,-6.648254,
-21.92764,60.5545,30.09949,-92.22931,4.244995,-22.42432,
27.22931,-81.88934,-39.68811,-35.10864,3.89679,-13.26447,
-8.085632,4.23584,17.58728,-70.4425,7.865143,-25.76355,
13.98392,-50.06104,44.83032,-89.81628,6.502838,-17.65167,
5.419922,-66.13464,31.51855,-147.6645,18.45245,-34.75433,
8.300018,7.795715,-33.75244,-72.48901,21.1734,-26.71082,
25.67368,-132.5928,71.96655,-146.8069,99.72458,-108.4564,
-38.68866,188.3469,-157.1198,-0.4190063,17.31003,-20.37659,
-4.338074,-30.62897,-16.61682,-0.2844238,40.99884,-48.11096,
10.87494,26.70898,54.05579,16.72394,7.27478,-13.6911,
-0.09765625,4.01001,-3.881836,13.83423,4.06311,-9.69696,
9.786224,25.65918,-13.03711,19.42688,-18.33359,15.96588,
-3.941345,-0.4364014,-4.006958,14.42444,-13.21869,11.51489,
24.63531,90.44647,-30.14526,92.29187,-92.24808,94.15649,
-11.79962,-10.71777,-29.15649,87.13013,-56.86478,59.90784,
-2.129364,-20.47119,-14.53552,94.31641,-38.69766,41.18378,
-9.295654,-35.52094,6.500244,87.23694,-21.64963,29.44183,
6.272888,-33.20007,25.89417,63.86078,-10.78278,23.7439,
14.82239,-23.29102,24.69177,50.58411,-0.5911255,25.98267,
5.052948,-16.47339,-23.39478,60.04791,12.71881,24.51569,
-4.437256,-14.74762,-7.30896,54.14337,23.54965,20.42236,
8.488464,-86.7218,-12.56714,-3508.601,46.70609,-3559.455,
-31.96106,67.75513,45.15686,37.2477,22.20093,20.26837,
14.55612,-146.1578,62.70752,101.4811,62.89063,68.08524,
-1.254272,218.8065,-32.70874,36.34293,-5.487518,9.415083,
1.061249,12.57782,8.52356,36.23365,-11.16989,3.924503,
-6.236267,20.12634,16.20483,32.88353,-20.80444,-5.918989,
-13.45749,-17.60406,-16.19568,15.54056,-10.24231,-3.750534,
-7.872009,-14.91699,28.60718,33.26969,-36.65771,-20.61431,
-23.349,-16.3681,18.19153,41.50959,-54.93607,-35.81508,
-5.018616,2.017212,-32.83386,20.98652,-23.37204,-14.41979,
-34.90753,-21.59271,27.07825,37.90882,-46.90765,-32.26183,
45.41931,37.44812,-62.33521,4.71302,23.75214,17.05405,
-27.19727,0.1739502,1.559448,5.72937,69.95148,51.32161,
29.89807,5.136108,-19.97681,-3.414536,27.52121,20.77437,
-3.578949,0.3570557,-2.69165,-4.922638,31.91071,23.91745,
16.26129,0.982666,-12.96997,-10.71918,16.36368,12.67494,
4.90036,0.2227783,-3.668213,-12.24907,10.47867,8.108072,
23.87619,15.51971,-32.12891,-29.27277,-27.77069,-26.09736,
18.91632,9.133911,-35.39124,-46.60381,-45.32883,-40.03735,
-16.5947,5.723572,33.37402,-44.05117,-34.06662,-33.75582,
-13.20114,-8.488464,31.31714,-31.00145,-20.14908,-21.57451,
-2.493286,5.815125,0.7476807,-36.47646,-19.15512,-20.01158,
-3.214264,1.312256,2.078247,-38.68803,-16.83594,3583.094,
-2.071381,-1.339722,-0.491333,-35.80036,-13.09433,-11.76514,
-3.386688,24.74213,-29.13818,-58.07764,-16.2323,-10.30457,
-1.480865,-45.97778,45.85266,-13.52397,-3.551178,-1.863098,
-22.5441,126.001,70.50781,3463.546,-2.789154,-11.97327,
-13.99078,-56.71997,8.370972,-120.5771,6.751404,-15.56885,
-2.581787,-39.26086,-25.81177,-56.05286,22.23969,-26.15387,
23.07892,-29.28467,-0.8605957,-41.64459,11.8924,-12.28424,
-6.483459,-16.82434,52.6825,-95.08453,27.48688,-26.45905,
-10.09674,-55.00031,16.1438,-131.748,57.28607,-61.84479,
28.08609,20.39642,-65.24963,-42.04651,30.86533,-30.99091,
-1.291656,-26.67847,10.97412,-59.5694,59.46609,-60.92255,
16.69693,1.321411,-39.5874,-36.37543,73.39844,-72.01782,
8.500671,-22.75391,-12.70752,-32.25037,113.4557,-110.813,
-18.93845,87.81738,0.2563477,0,0,0,
-1.152802,29.15955,-66.04004,-0.9246826,2.946625,2.212524,
-12.94403,41.64734,51.49231,11.28479,-49.75601,51.91711,
14.09683,-70.80688,14.54773,0,0,0,
-26.60828,131.2943,-33.75244,42.38861,-93.66989,95.60913,
19.23599,-95.85571,21.6095,16.77155,-23.66348,23.68011,
7.372284,-35.43854,12.14294,0,0,0,
12.99667,189.8483,-241.0034,296.134,-145.7274,154.4449,
22.56088,-215.5334,118.2159,122.9337,-32.15866,34.38721,
-35.55756,25.68512,122.7875,0,0,0,
71.32187,-91.47186,-66.90674,92.54211,-24.22104,36.43127,
-71.32187,91.47186,66.90674,0,0,0,
63.92212,-92.46063,-57.33948,-3504.259,-11.85257,18.5318,
-15.42892,4.10614,41.59546,80.96769,-1.615143,13.71918,
-22.37244,26.75323,19.64722,50.14757,0.9437561,8.7323,
8.643341,-45.77637,103.9978,94.59656,8.851929,22.65015,
-17.29736,7.092285,28.39661,66.49328,4.753113,-3585.674,
-25.9613,75.18921,-81.8573,28.57601,-4.00177,1.044902,
-6.866455,0.2822876,10.10132,30.25936,-6.913605,-2.248133,
15.36102,24.81384,-64.54163,0,0,0,
-25.73624,-18.53027,76.40686,29.15371,-12.29706,-8.786515,
2.67334,5.386353,-9.069824,21.5213,-0.6140137,-0.8184644,
23.0629,13.14392,-67.33704,0,0,0,
-44.34891,-37.55341,141.0675,34.60957,94.79309,71.74349,
29.17175,10.94818,-81.21643,4.612312,90.03372,70.89848,
3.325653,5.525208,-60.45532,0.2357101,29.84344,22.43884,
3.610229,7.833862,-10.40955,0.00328064,9.212494,6.199341,
8.241272,13.24615,11.01379,0,0,0,
-8.203888,-4.818726,-41.35437,-0.7387543,-29.76379,-25.17502,
4.659271,2.432251,11.13892,-2.444763,-20.20905,-17.09056,
6.128693,2.748108,-25.76904,-11.16718,-30.21255,-25.84048,
6.459045,17.94434,-54.94995,-43.65978,-32.52884,-28.82118,
-9.043121,-18.30597,110.9344,0,0,0,
1.482391,68.48755,-213.2935,-108.5116,-25.87494,-29.69857,
-18.41049,-27.32697,156.192,-39.85294,-3.725281,-10.73583,
16.9281,-41.16058,57.10144,0,0,0,
-42.71393,105.7053,-75.49133,-65.95592,-4.509277,-19.31113,
11.01074,-36.84845,27.59399,-41.46759,-2.133636,-12.76385,
-8.493805,56.66504,-16.71753,-66.55824,-2.763672,3583.283,
3.395081,-27.02332,56.42395,-70.01262,-1.730499,-18.31573,
0.1670837,51.18866,76.16577,3414.682,7.845001,-49.42047,
23.68622,-143.4692,-23.99292,-86.25427,7.124176,-20.22736,
20.80841,-19.33289,12.28943,-54.48029,9.5224,-9.486694,
9.738159,-35.02808,54.63562,-111.6708,27.05719,-25.9964,
-9.584045,28.75977,-41.89148,-50.75714,21.60187,-17.58423,
-2.770996,2.658081,-1.513672,-48.5968,25.44693,-20.92957,
-5.24292,16.72516,-67.50183,0,0,0,
-2.312469,4.626465,111.8195,-62.84241,43.41904,-33.6911,
10.26917,3.570557,-49.23401,-22.00256,16.37497,-12.40295,
4.066467,-2.854919,-1.101685,-18.71826,16.1174,-14.09912,
-6.214905,-9.25293,-59.75647,4.476318,-2.266235,0.4220581,
26.5625,-20.04852,6.582642,25.23346,-12.25571,0.2105713,
-18.37082,24.76807,-19.90051,23.33008,-15.86899,11.67572,
12.603,-3.704834,-19.41833,50.30731,-29.6257,17.04285,
-10.56671,37.46796,-30.25513,77.052,-39.53323,33.11676,
-9.204865,-19.16962,21.40808,42.87201,-17.72507,13.59467,
10.37521,36.62109,-134.6741,185.853,-53.27179,52.03339,
-1.525879,-70.26825,114.6118,67.10571,-19.62906,24.25903,
18.18542,-51.14441,-31.84509,99.39575,-20.99701,30.17792,
-10.44846,-1.934814,29.36401,-3522.325,-4.919434,12.05261,
-2.518463,-8.712769,20.65125,66.01463,2.156219,9.002686,
-10.29205,33.61969,24.84131,33.06925,2.747803,4.529114,
0.08544922,-7.643127,-1.306152,35.67745,2.918854,4.866943,
-10.6926,54.06036,18.21289,0,0,0,
22.80426,-168.9117,116.864,131.5162,12.37579,22.67883,
-29.83398,134.6481,-57.75452,37.50746,0.09277344,-3594.64,
-16.91208,-34.76563,68.56079,74.31843,4.060516,13.13023,
10.15244,61.0199,-77.63062,19.27658,5.714722,7.765636,
2.868652,1.831055,-12.5,14.88453,4.814453,6.394954,
-2.932739,6.208801,30.62439,16.36803,32.81754,31.09132,
2.371216,2.39563,-5.474854,11.62445,40.43625,37.65375,
9.149933,-0.5523682,-47.03674,0.6215668,15.5545,13.65005,
-2.828217,2.685547,21.41418,0.3113556,37.83142,33.41906,
-3.9505,0.3448486,3.134155,-10.02609,31.5416,26.45545,
-1.467896,-2.215576,-12.91809,-13.85666,13.10364,8.904762,
10.57892,-2.688599,-27.28271,0,0,0,
0,0,0,0,0,0,
19.78455,-42.90924,-58.48389,-49.94347,-79.44214,-80.07393,
-3.53241,22.70508,16.74805,-23.08708,-26.03424,-27.14102,
-11.47232,22.35565,18.86597,-11.00487,-7.437592,-8.785391,
3.876495,1.837158,-21.38062,-20.76359,-12.89429,-15.42788,
-0.5935669,17.0578,-40.04517,-39.5392,-18.91159,-22.48337,
-22.12906,64.92767,-72.27478,-75.47407,-21.77841,-23.69358,
-9.123993,0.9307861,-2.383423,-66.58664,-16.04065,3585.709,
0.2754211,-18.2312,71.6156,-40.08755,-8.930054,-3.439941,
22.91489,-68.67371,87.33826,0,0,0,
0,0,0,0,0,0,
-40.73105,152.092,-48.37646,-94.98058,-16.76559,-8.195801,
12.51678,-70.17059,55.22156,3545.13,-3.230743,-9.700317,
-9.702301,-0.479126,7.867432,-68.62305,-1.466827,-14.84467,
-38.48724,4.141235,53.26233,-116.7844,25.233,-54.16168,
3.298187,-104.6387,76.95007,-197.6233,43.46237,-71.32965,
70.42847,-9.735107,-94.13757,-62.81555,22.62314,-22.16339,
1.482391,-16.14838,-1.44043,-73.45734,35.52353,-36.72699,
17.84592,17.61017,-21.17004,-33.31512,23.27087,-18.40942,
1.615906,2.62146,-4.104614,-24.07471,21.83609,-17.80762,
-18.26706,24.70703,-24.07227,0,0,0,
0,0,0,0,0,0,
48.60229,-0.7904053,24.91455,37.22382,-8.065186,13.43658,
-14.0564,28.93219,-50.59814,96.14532,-36.42227,31.36261,
-8.786774,7.528687,-35.45837,104.0253,-32.10251,31.16486,
-12.76016,-19.7876,12.89673,61.43707,-15.41061,15.97168,
-12.99896,-15.88287,48.24524,0,0,0,
26.52206,28.07465,-95.20569,111.4874,-21.33209,36.16089,
1.583099,-26.62964,73.16895,49.06616,-8.910065,27.05658,
-2.540588,-7.702637,13.33313,42.17163,-4.852142,24.4223,
12.93488,-25.46082,-10.3302,71.38275,-3.386841,34.25171,
-38.49945,31.71844,19.03381,0,0,0,
103.1494,-270.2332,-21.78955,-3363.175,14.83246,-3521.021,
-76.3298,191.7938,98.0896,42.90121,4.386749,15.45442,
-8.210754,9.934998,-13.06763,42.53458,4.256897,13.53373,
-10.17227,31.28967,-25.96436,28.2243,2.601166,7.936668,
-8.436584,37.21466,-37.26807,0,0,0,
-2.329254,-70.8252,95.07751,43.38739,16.54846,18.11262,
-1.396942,37.55493,-49.23706,17.60559,10.9082,10.36983,
-33.68988,-16.71448,65.11841,15.55939,81.74316,64.2666,
4.550934,2.816772,-15.99731,7.079544,78.78296,64.89497,
32.86514,47.16797,-94.96155,0,0,0,
-45.96405,0.05645752,34.87854,7.098274,30.02502,22.70056,
45.96405,-0.05645752,-34.87854,0,0,0,
-17.86957,10.65063,-0.06103516,5.48893,-9.295502,-7.537136,
7.327271,-0.4470825,-12.82959,5.065117,-21.68076,-17.85513,
6.63147,-2.16217,-5.560303,3.249397,-25.71213,-21.14992,
26.76468,1.339722,-68.10608,-21.2994,-54.71725,-47.75755,
3.633118,-1.870728,-4.876709,-25.97279,-43.27209,-36.29614,
-12.30698,9.262085,39.44397,-23.90141,-13.77945,-14.08801,
3.759766,7.366943,-23.27881,-34.99155,-15.69382,-16.82429,
-17.93976,-24.1394,75.26855,0,0,0,
0,0,0,0,0,0,
7.978821,98.15674,-117.7094,-77.15969,-25.97733,-32.03341,
-26.43433,8.259583,13.84277,-50.20039,-19.85474,-23.3862,
-17.23251,104.2419,41.61682,-120.2755,-30.45563,3562.866,
11.90491,-112.0636,59.22546,3528.042,-14.08447,-17.64618,
-3.03421,-12.66174,6.829834,-90.01831,-10.32944,-21.7691,
15.99579,-50.15717,15.65552,-56.19934,6.017151,-17.24792,
6.018829,-23.95935,11.87134,-40.6424,8.321381,-12.29736,
5.337524,-12.56714,24.89624,-50.88989,8.25882,-8.109131,
-1.77536,-7.518005,8.828735,-56.80237,8.879242,-7.224121,
-9.472656,-1.573181,11.50818,-65.83221,12.11044,-9.259033,
7.669067,5.122375,-57.30591,-17.6532,3.590698,-3.15155,
-70.10956,-8.685303,97.44568,-105.9012,27.75879,-33.28217,
33.82568,-2.919006,-76.68152,-42.02911,17.30545,-24.28009,
14.92996,-17.23328,-27.10571,-14.89929,16.38138,-27.65991,
17.73224,24.09515,-9.490967,-4.037476,4.90097,-7.973938,
-6.233978,-40.12604,-9.402466,2.138367,12.84027,-25.80383,
10.73227,22.23053,-7.894897,12.6059,0.6010437,-7.616577,
4.200745,26.83105,7.006836,7.665405,-3.808136,3.67157,
12.59155,19.5694,-47.43958,63.04382,-31.07422,31.75201,
6.333923,55.01709,-17.59338,91.70471,-37.64328,47.7243,
24.02725,-3.52478,-110.2905,177.1509,-38.67874,58.37494,
-2.670288,-75.02289,138.1012,61.00006,-11.88965,29.44794,
-7.376862,-18.31512,-1.721191,56.35895,-6.570892,22.60681,
-1.177216,-18.96515,14.8468,50.06226,5.253296,10.52704,
-0.5249023,-15.84015,-3.652954,-3546.232,6.358337,10.98419,
0.1930237,-13.97247,18.99719,51.74992,13.52539,10.61981,
-0.9986877,-13.5498,3.939819,53.68463,16.2999,-3587.995,
11.66,-29.42047,82.58362,81.31898,24.78531,22.52691,
1.280975,-22.25037,51.77307,82.62962,28.09082,27.16279,
-30.50766,77.84424,-67.05322,37.21422,11.53152,11.31816,
-19.14063,23.20251,39.36768,55.57114,4.556122,4.059563,
-0.6134033,19.14673,-36.74316,29.91241,-3.327942,-4.325528,
-1.21994,3.231812,-3.421021,26.48724,-6.276398,-7.733326,
1.010132,-4.394531,1.049805,25.81631,-8.547058,-9.65867,
3.579712,-8.859253,2.79541,24.64779,-12.97821,-12.82065,
-7.915497,-15.94238,27.44141,31.66245,-5.332947,-5.785689,
-4.286957,1.527405,-13.28125,23.35316,11.6185,11.31912,
1.129913,20.88318,-36.026,12.02564,10.91263,10.08044,
-15.78293,33.80737,-40.31982,-2.572021,22.08786,17.96219,
10.56976,0.8728027,-6.100464,-6.484413,15.14542,12.13479,
3.481293,9.848022,-13.09814,-15.33245,14.19922,10.76152,
1.622009,2.926636,-8.612061,-21.43913,14.17557,10.72123,
13.45139,-9.107971,-5.697632,-25.46612,7.715912,6.861639,
-1.404572,-2.432251,4.595947,-22.38113,6.128235,4.92856,
18.22891,19.86084,-72.01233,-82.27657,-18.46466,-16.30343,
-8.48999,-11.34644,11.48376,-70.881,-11.99493,-11.47843,
-20.63446,37.88452,41.33606,-53.50977,-16.92825,-21.43869,
-2.424622,-7.50885,10.26001,-44.01884,-13.57254,-17.96678,
-18.86444,47.97363,2.026367,-49.50003,-14.29352,-22.17343,
2.276611,-20.61615,1.422119,-43.13212,-11.16241,-17.94392,
-10.77194,38.96179,-3.796387,-64.4058,-13.44681,3578.028,
3.708649,-7.801819,51.1322,3522.299,-13.99277,-23.44666,
15.72571,11.15723,4.620361,-97.8421,-4.668427,-29.13116,
-0.04730225,-56.78864,-16.07361,-81.95465,-0.5607605,-26.8219,
23.34595,-64.33868,60.51331,-86.03424,8.157806,-10.52185,
3.056335,-18.21289,-18.35022,-57.70966,9.311829,-8.110657,
-1.63269,-3.915405,16.32385,-55.67566,12.81342,-11.14075,
-1.835632,2.632141,-4.421997,-41.94031,12.65457,-11.51947,
-2.098846,-5.004883,10.43701,-46.45996,17.97485,-17.76276,
-2.960205,1.296997,1.565552,-39.86572,21.36887,-22.09656,
-9.05304,0.6469727,-22.05505,-24.51447,19.74731,-24.7522,
-8.731079,-2.883911,-5.276489,-18.93524,23.29681,-31.86005,
3.056335,5.278015,-16.71143,-8.29895,15.42908,-23.91083,
1.734924,10.06927,-32.05261,12.81128,-5.674438,-5.050049,
-1.290894,2.877808,-8.24585,17.88757,-9.873505,-1.83136,
7.539368,10.49805,-8.486938,20.77606,-13.68851,7.079468,
-15.36942,13.03101,-48.17505,57.79083,-34.30481,17.54517,
15.42587,21.81244,11.20911,66.88751,-32.24899,27.1936,
15.03296,4.124451,-36.5509,101.5997,-34.35257,35.75958,
-4.271698,-45.44067,102.301,0,0,0,
0,0,0,0,0,0,
153.933,-79.62952,-264.5538,299.0872,-40.03296,131.0263,
-108.2451,8.004761,225.7355,-3539.346,7.433777,21.61682,
5.276489,-18.8858,20.36438,61.65722,15.1828,21.90155,
-32.14493,51.79443,12.82043,23.35155,6.587524,-3591.342,
21.10214,-44.69604,11.97815,49.03361,16.50833,20.81384,
16.29791,-24.23096,84.2865,53.87074,23.40805,28.47795,
-38.73215,40.7486,30.17273,50.53717,19.88037,22.70122,
-6.816864,8.493042,-31.31714,38.22639,17.07123,19.23182,
-7.616425,-15.51971,17.55066,44.67602,26.01471,26.46907,
-15.13901,36.85455,-39.55383,24.67072,21.59439,18.51129,
6.507111,10.37292,-27.08435,13.79177,17.28973,15.01575,
2.144623,-16.56494,13.86108,15.82672,31.16928,27.39799,
7.633972,-1.382446,-9.387207,9.300613,35.54764,31.20144,
2.687073,15.00702,-20.34912,2.316322,25.01862,21.84776,
-3.704834,5.264282,-5.615234,3.193817,13.14911,11.81921,
-12.53738,9.925842,-11.31897,8.645325,-20.54184,-17.38949,
-7.97348,11.59363,-9.033203,5.606842,-40.24734,-34.41135,
8.661652,22.40143,-12.39624,-5.823135,-21.17508,-17.83155,
-2.642059,12.43286,-10.06775,-12.14027,-32.92435,-27.23208,
11.30829,-31.98395,23.90747,0,0,0,
-0.2593994,56.10657,-51.34277,-36.70433,-44.40338,-35.94404,
7.204437,-23.90137,20.4834,-25.2718,-22.57782,-18.76287,
-6.945038,-32.2052,30.85938,0,0,0,
30.16739,196.1731,-132.5867,-136.0197,-69.35486,-65.51375,
-31.55518,-74.75281,42.67273,-89.46354,-27.21893,-28.60113,
-45.43762,28.25165,-17.70325,-99.86861,-18.01346,3579.734,
36.71646,-123.7228,105.0903,-19.84176,-2.721252,-3.300171,
-14.92538,28.37372,-4.629517,3556.937,-4.96109,-7.37793,
-55.8876,74.37744,-22.62268,-81.79871,1.389618,-21.14502,
80.92194,-128.7003,29.77905,0,0,0,
-44.93484,61.18927,-11.07788,-55.32043,11.4119,-12.89368,
9.913635,-34.6817,28.51868,-86.65741,21.09543,-14.17236,
35.02121,-26.50757,-17.4408,0,0,0,
-43.97278,-82.29675,115.4541,-202.5131,51.41998,-41.08276,
40.18631,56.53534,-103.6926,-34.66217,16.06018,-12.35474,
6.666565,8.285522,-13.52539,-16.91254,11.50345,-9.439392,
-0.3044128,13.02338,-1.327515,-2.741089,3.0896,-2.485352,
6.049347,-10.68573,-7.495117,-9.099731,10.63522,-8.687439,
16.98227,1.799011,-17.98401,13.15033,5.076752,-5.575562,
-4.275513,3.988647,4.147339,13.69415,2.069855,-3.28125,
18.04733,42.53693,-70.26062,88.65082,-21.38245,16.05713,
-5.462646,-17.8299,-16.35132,93.28033,-18.36411,5.332947,
-33.43353,17.68799,71.71631,73.3374,-12.71317,11.92535,
-0.4829407,-33.04443,39.31885,0,0,0,
0,0,0,0,0,0,
21.75827,-3.546143,29.44031,86.09619,-12.91687,30.38422,
