r_upleg_JNTa_x,r_upleg_JNTa_y,r_upleg_JNTa_z,r_upleg_JNTw_x,r_upleg_JNTw_y,r_upleg_JNTw_z,
4.644775,-31.61316,-20.21484,43.86688,-0.7377625,19.65973,
13.49564,-41.6275,-7.870483,56.75537,2.919312,26.87958,
40.1207,-40.13824,0.3997803,-3513.802,10.4631,40.18402,
49.58572,-145.1599,64.89868,127.6478,21.26953,-3544.229,
-103.8193,211.0199,-38.1134,34.93908,6.462708,16.49562,
2.965546,-13.32855,4.006958,40.60297,8.559418,19.67861,
-28.75137,64.39362,-32.547,0,0,0,
2.568817,-48.00262,77.86865,59.38164,4.594879,14.95666,
-2.568817,48.00262,-77.86865,0,0,0,
-28.8002,-17.26074,81.96411,47.66953,0.3622437,3.352184,
-41.28494,21.36078,41.17126,49.92321,26.44409,23.09068,
17.72003,7.487488,-42.30957,27.24991,29.87366,26.60513,
8.518982,3.02124,-17.77344,14.46392,53.30902,46.56769,
19.45572,-2.267456,-31.3385,-3.990097,59.84451,51.47495,
24.39041,-12.34131,-31.71387,0,0,0,
-23.27957,16.96167,15.20081,0.3675842,19.34082,16.65241,
-3.655243,-0.831604,-2.767944,3.789749,0.2444458,0.2794838,
21.05637,-41.97845,1.782227,2.643585,-30.28427,-24.62551,
1.678467,2.372742,-3.594971,0.7114029,-28.85132,-23.58528,
4.199982,23.47565,-10.62012,0,0,0,
53.48663,42.73224,-100.8698,-89.48376,-135.9729,-119.0189,
-45.02792,-8.547974,60.05859,-34.43981,-12.77527,-13.30102,
-3.71933,9.05304,-6.048584,-41.10359,-12.75528,-13.80771,
-5.529785,-32.80029,37.69836,-8.50153,-2.176056,-2.624722,
-4.347992,42.03796,-39.4043,-45.00963,-10.80368,-13.05037,
-6.365967,20.93048,15.93933,-50.60446,-9.636078,-13.64265,
-1.933289,-5.545044,8.041382,-46.85835,-7.68692,-11.86093,
-37.74033,130.1682,-20.59326,-108.9848,-11.61743,-30.63184,
-16.14685,-37.20093,15.89661,3466.92,-9.091034,3561.995,
67.32483,-160.8276,29.28162,0,0,0,
-53.22876,101.4526,-15.40527,-95.75226,10.40878,-34.2627,
53.22876,-101.4526,15.40527,0,0,0,
-7.362366,35.04944,18.69507,-71.43768,10.86975,-8.678284,
2.376556,-32.72552,13.99841,-88.34259,14.58282,-10.72479,
5.844879,-15.78369,-18.28003,-50.85022,12.82379,-7.740784,
-0.7797241,-22.2229,-3.277588,-61.32324,24.63684,-19.41376,
-2.313232,-30.18799,-7.403564,-65.43671,45.09903,-40.38452,
-9.531403,30.63202,-14.4165,-27.8714,28.92456,-30.07446,
-5.417633,32.57141,-6.109619,-0.296936,7.721405,-11.43799,
-5.178833,16.33911,2.163696,12.85736,-5.402832,-0.569458,
22.36176,-13.67188,14.63013,0,0,0,
0,0,0,0,0,0,
-49.52087,40.55176,-35.4248,52.4176,-31.53046,11.68915,
20.11337,-17.52014,-4.431152,58.9151,-29.7879,10.78156,
11.69891,-14.21967,-50.36621,115.6329,-39.53018,14.99725,
2.831268,-26.01166,-0.5096436,98.97919,-28.93173,2.026978,
35.52551,20.80536,102.6123,48.00018,-10.77103,17.26532,
-20.64819,-3.605652,-11.88049,0,0,0,
22.69897,1.765442,7.952881,50.34973,-6.958313,20.92865,
2.033997,-3.768921,-3.494263,49.15588,-2.126007,24.31885,
9.555817,-30.61371,-20.89233,-3511.487,4.527435,34.54895,
-34.28879,32.61719,16.43372,0,0,0,
74.80698,-192.9855,3.894043,168.4238,21.09573,60.73029,
-74.80698,192.9855,-3.894043,0,0,0,
101.8326,-318.8385,197.8058,156.0906,22.90344,-3548.067,
-90.12222,290.1367,-171.9177,13.56884,1.396332,3.318357,
6.497192,-15.93781,19.34204,23.27015,1.785278,4.507976,
2.73056,-4.139709,36.71265,39.42852,-0.2697754,1.579247,
-12.46262,23.00415,-30.87158,23.26771,-0.4664612,-0.2679539,
-5.188751,-2.583313,25.58289,32.50622,-1.043549,-2.540283,
-3.286743,28.35846,-76.65405,0,0,0,
1.979065,-44.45038,150.4913,51.00006,78.68576,72.69114,
15.60669,15.94696,-95.70618,9.60598,100.7686,93.50053,
-5.24292,16.0675,-49.75891,-6.87767,51.81732,47.24903,
3.806305,-3.219604,-2.218628,-12.91954,59.45435,54.37752,
-15.21225,17.84363,-11.74011,-3.3321,0.2987671,0.2341843,
0.7644653,1.898193,-8.859253,-6.630058,0.5041504,0.3213501,
-4.399872,-19.16809,-19.11316,-2.207489,-21.49933,-19.19983,
0.2593994,4.455566,0.390625,-5.865135,-26.65817,-24.54453,
1.286316,-1.467896,-76.89819,-40.59998,-97.8952,-90.38259,
7.535553,8.859253,52.28271,-28.07423,-42.78183,-37.46172,
4.805756,9.887695,19.58008,-28.74023,-18.37509,-15.96577,
4.154205,15.65704,-22.84851,-47.20551,-26.23749,-21.79816,
-10.47516,6.32019,29.55627,-28.61889,-14.46869,-11.25725,
0.1319885,-0.1174927,-1.605225,-30.12074,-13.93982,-10.21146,
-9.094238,38.78632,16.38794,-41.2142,-20.61386,-16.6199,
-6.694794,44.54956,-1.119995,-66.1181,-27.58972,-23.27595,
-27.771,95.98999,25.61646,-106.8639,-27.5499,-38.95136,
-13.82217,-57.19452,-14.97192,3494.247,-20.94879,3566.938,
-10.71777,-62.43744,17.89551,-90.81207,2.380676,-45.14099,
21.05408,-53.54309,-1.000977,-52.78473,9.712372,-35.29449,
8.745575,-13.62457,5.755615,-40.88287,13.15598,-26.4743,
-9.76944,-21.37299,63.55591,-99.60999,26.82968,-41.14594,
13.40256,0.7659912,-25.02136,-62.79663,24.97589,-27.1936,
-2.49939,-4.631042,-6.005859,-59.76929,29.79843,-32.35016,
11.33499,3.752136,-7.797241,-37.41272,18.98727,-12.01416,
4.7966,-2.238464,-13.05237,-25.51788,14.15985,-9.993896,
5.971527,-7.244873,-25.90942,-11.04156,3.443451,-0.4476929,
10.47134,5.6427,-6.622314,2.514648,-3.217468,3.676453,
-0.4074097,4.28772,8.737183,0,0,0,
18.7561,-15.78369,-49.16992,58.73505,-41.55655,42.83142,
-10.82458,24.67651,32.5531,28.66882,-13.71719,14.41071,
3.671265,9.260559,-13.35144,45.3067,-17.39319,19.14825,
31.0112,26.24664,-89.34021,151.9647,-37.81601,42.72705,
10.37445,-51.5274,44.74487,112.0682,-20.82031,34.00787,
-6.513977,-27.09656,27.91748,76.09161,-8.573456,23.91907,
-4.854584,-5.836487,28.39661,-3547.362,3.201599,15.08301,
-26.3504,20.56427,11.30371,19.62781,1.512451,5.510864,
39.36234,-96.89941,-14.24255,92.43885,17.0343,21.07208,
-20.89157,31.10809,61.3739,50.58471,11.37207,13.67157,
-2.028656,-5.813599,22.81189,46.44409,12.53189,-3583.353,
-12.09106,-1.353455,3.088379,52.34896,9.412842,16.20424,
-25.26093,48.0545,-15.8844,41.34529,-0.3256226,7.262223,
-8.001709,-22.56165,16.19568,56.95744,0.1869202,8.769805,
-14.63699,24.02344,5.215454,50.40382,-11.86005,-6.576684,
6.995392,31.81763,-30.45654,23.87577,-12.87689,-11.45173,
8.180237,4.022217,-9.713745,16.38325,-8.403168,-7.264904,
-8.747864,-4.930115,28.76587,29.72408,-14.09637,-12.11265,
21.49963,7.504272,-41.54663,9.126396,14.06555,13.08867,
0.5775452,-3.312683,14.45618,15.66467,26.58798,25.19935,
11.29913,10.06775,-14.99023,6.019859,111.9621,100.7753,
8.21228,-0.3387451,-8.770752,-14.73629,133.0846,120.3781,
-10.20584,-5.587769,-5.740356,-13.30269,54.0744,49.15855,
-15.78522,-17.23022,-2.615356,-6.510239,-12.36893,-10.36276,
7.782745,16.31775,-8.230591,-22.05414,-27.06589,-23.1835,
9.51767,16.29944,-5.130005,-39.4878,-37.49664,-31.3212,
-4.573822,-12.48322,-7.369995,-16.72314,-28.94226,-25.24048,
3.288269,-9.909058,-28.1311,-13.82969,-50.1358,-44.65553,
12.84561,23.04535,-18.27087,-36.64524,-45.96786,-45.11276,
9.656525,18.00537,-19.04297,-57.13131,-37.03873,-40.44905,
-9.184265,43.21747,-22.40601,-87.69436,-36.54114,-43.95863,
-42.47818,15.03906,70.45593,-56.6777,-11.64047,-21.80053,
9.366608,-51.21765,18.65845,-26.05457,-4.743195,-9.441386,
10.03265,-37.38861,18.46619,0,0,0,
-120.0554,253.0487,-110.0708,-134.1469,-18.0719,3563.722,
66.6008,-165.8417,100.8087,3561.86,-2.995453,-10.3653,
-9.105682,7.250977,-5.648804,-44.02802,-4.034882,-12.70355,
40.62958,-48.48633,18.64319,-27.81677,4.365082,-2.883911,
-39.03275,65.96527,3.546143,-83.6203,14.80133,-11.39099,
32.98569,-75.35095,102.2949,-144.0665,14.90738,-15.78918,
34.55353,-52.80457,-55.93872,-50.79041,11.2352,-9.888916,
5.400085,-12.33368,23.09265,-60.01526,19.00299,-17.6886,
5.741119,-4.58374,9.005737,-48.88611,24.31824,-22.75848,
-17.71698,33.13599,-85.73303,0,0,0,
13.0928,-38.72528,89.07471,-52.17255,48.12851,-46.45844,
-33.80661,44.0918,-68.74695,5.176392,10.40405,-19.62341,
-17.27295,10.08911,-1.382446,18.48724,5.185394,-21.57715,
30.85632,-13.22327,-18.44788,5.655823,-0.7685852,-2.835999,
-10.87494,-2.853394,-25.5127,32.22076,-15.39307,1.040649,
-1.361084,-2.601624,-14.29443,38.02338,-17.83813,0.9719849,
10.01129,-7.328796,-112.6801,81.31989,-34.47952,16.09833,
12.8067,4.273987,97.68677,36.79108,-13.52844,8.711243,
17.65366,-4.344177,-30.59082,75.67078,-22.67395,21.50604,
-21.10519,10.62164,84.8938,0,0,0,
117.3538,-87.95013,-121.6705,191.7068,-43.50693,78.30383,
-75.64926,19.4046,67.5415,-3516.846,-5.430908,26.78894,
-41.70456,68.54553,54.12903,0,0,0,
15.48309,-64.59198,-74.73145,95.55318,7.513733,18.94684,
-3.949738,19.27032,59.55505,48.25509,9.241943,12.02057,
-0.9048462,-11.60889,-0.2746582,52.15736,11.19141,14.04144,
7.525635,-9.178162,61.07178,49.17414,10.6601,15.69672,
-1.841736,-1.390076,15.51208,44.25962,9.514465,-3585.736,
-9.502411,-33.51135,105.5725,72.81528,-0.3330994,10.5372,
-6.809998,101.0101,-166.7053,0,0,0,
0,0,0,0,0,0,
-14.22729,-134.8511,221.0907,99.63409,-3.272552,5.678947,
4.096222,105.8655,-151.0071,29.90883,8.684692,7.904587,
5.218506,1.78833,12.43286,32.37831,35.84198,32.28693,
6.47049,23.3963,-53.16467,7.362671,47.54028,42.72961,
1.140594,-0.8544922,2.130127,5.553551,54.22699,49.49166,
-2.698517,4.655457,-31.48193,0,0,0,
-9.611511,20.9671,14.73083,-8.448105,84.35013,78.93219,
0.1472473,-2.163696,-13.11951,-11.62884,51.4888,48.36958,
-7.069397,-17.85736,-23.00415,0.6893921,-41.60095,-35.68708,
16.53366,-0.9460449,21.39282,0,0,0,
-18.37769,0.01831055,-103.3142,-26.34121,-120.7317,-104.4895,
21.08688,2.560425,72.19849,-12.41394,-19.09592,-16.26991,
12.86087,10.70251,-50.83923,-37.01511,-29.39636,-24.89114,
-11.82404,-10.2478,63.1012,-8.591118,-6.081696,-4.954748,
8.263397,165.8417,-194.0063,-128.4511,-61.02768,-66.08447,
-12.00943,-168.8751,212.8601,0,0,0,
-16.83044,152.0874,-114.4043,-80.77942,-26.38947,-32.19228,
-5.638885,-46.11664,51.47095,-49.25655,-13.53989,3581.444,
-14.80942,52.67487,19.66553,-92.59285,-12.26013,-21.42609,
37.27875,-158.6456,43.26782,0,0,0,
-47.28775,160.6094,13.54065,3464.625,-3.867035,-26.72607,
32.51877,-113.4979,-6.356812,-52.68677,4.749908,-8.946533,
14.18762,27.80304,48.25134,-85.10895,20.60516,-2.068176,
-1.737213,-61.56311,-43.3136,-21.90887,5.155792,-1.992798,
0.3662109,2.015686,70.94421,-82.15332,9.417877,-1.978149,
-4.669952,0.5966187,3.695679,-74.2099,12.42096,3.361816,
0.9857178,-13.43994,-39.88037,-31.86737,7.874451,-0.8779907,
-3.179932,-3.393555,16.1499,-35.36713,12.06299,-3.589172,
-2.539063,-11.22589,-13.60168,-24.31488,15.28381,-11.80267,
11.35559,12.09564,-49.42932,0,0,0,
-26.07956,-46.00525,36.44714,-7.485962,33.70117,-50.64911,
26.07956,46.00525,-36.44714,0,0,0,
-18.05191,-31.91986,-23.06519,23.93158,10.89859,-39.09943,
12.49847,46.39587,-12.59766,38.95203,-14.91486,0.8334351,
2.445221,-8.587646,14.78577,21.85394,-8.03009,0.4464722,
2.46582,11.16486,-48.02551,73.12744,-23.93219,16.62415,
4.568481,-18.93616,-16.04309,80.27161,-21.15265,15.30579,
14.7316,-24.03717,25.83313,62.48901,-18.16391,18.94684,
-18.65768,25.9201,59.11255,0,0,0,
75.19455,-101.8204,-62.46338,113.6826,-27.68127,42.90375,
-75.19455,101.8204,62.46338,0,0,0,
114.4783,-252.6413,-95.4834,-3413.898,-21.17065,43.40179,
-82.79648,130.3558,111.1603,92.27734,14.21066,19.56238,
-23.32382,79.87518,41.89453,30.66105,10.61584,9.984131,
0.1304626,-15.19775,8.43811,35.81738,13.52539,13.0011,
-4.50058,-8.460999,17.0929,52.31964,19.33167,-3579.723,
-3.170776,18.36548,-28.32031,34.52869,6.826019,9.25107,
-7.720184,-42.59644,41.97388,60.30193,-28.13416,-18.12509,
6.903076,90.29999,-96.75598,0,0,0,
-14.03198,-95.22247,102.3499,61.44642,-33.61237,3573.688,
1.644135,52.39105,-41.27502,32.3061,-6.029053,-3.342285,
8.110046,43.62488,-32.01904,14.20959,74.08585,-3534.516,
2.259064,1.608276,-5.688477,7.048149,76.88431,69.17648,
4.86908,23.27881,-19.42444,-12.64343,98.00598,85.25788,
-0.6408691,-2.84729,-3.567505,-19.21085,83.35709,71.30005,
-10.43015,-9.057617,-21.00525,-17.00283,-34.06281,-34.72733,
5.796814,-11.26709,14.27612,-4.437218,-15.47729,-14.72885,
9.164429,1.800537,-55.79834,-43.82404,-88.64029,-81.93599,
9.049225,-9.197998,27.33765,-21.88084,-21.9191,-19.20023,
-8.666992,2.609253,19.58313,-9.727364,-8.871307,-7.62969,
19.2543,8.529663,-61.65771,-46.69159,-26.20758,-22.39382,
-12.20703,13.32703,13.24768,-39.70081,-20.31784,-17.87224,
-8.477783,11.74927,4.666138,-37.63306,-18.45016,-16.6917,
-23.85941,95.55969,-31.48499,-68.28638,-31.29028,-34.21854,
-23.7709,37.2879,-31.83594,-93.31647,-35.58746,3559.068,
1.895905,-60.52704,74.68872,-85.20175,-25.33478,-31.98334,
-8.489227,-33.5556,69.50378,-75.36787,-12.06772,-32.1637,
15.9996,-37.32758,-11.50208,3553.156,-5.501251,-19.59595,
-23.49701,-2.876282,-3.192139,-69.55109,2.497711,-31.78406,
25.25177,-22.99957,-8.493042,-37.19604,3.053131,-18.2486,
-5.255127,2.027893,30.86853,-62.34558,13.62518,-19.99054,
26.11618,-10.70862,27.54822,-59.89441,13.01697,-6.752014,
32.07245,32.22504,15.60059,-60.99518,21.67206,16.13098,
-6.147766,-17.45453,-17.59644,-50.82336,16.33163,8.75885,
17.96875,17.03033,-12.77161,-29.50745,16.34506,8.996887,
-4.992676,-2.912903,-19.24133,-10.07019,10.60242,5.072021,
-23.05756,-21.15021,-14.36157,0.5911255,4.115295,-3.723755,
10.26993,9.901428,15.3595,2.275696,11.3266,-10.79529,
-22.04132,-18.62335,-18.87512,4.988708,0.7780457,-6.414795,
-12.77618,-7.473755,11.72485,15.52277,2.121735,-20.74371,
-18.45245,4.10614,-26.35193,61.40381,-19.7937,-10.90363,
-2.287292,-9.53064,-9.637451,60.88318,-22.95624,-12.95654,
39.21738,27.27203,-17.47131,50.39612,-16.76712,9.185181,
7.516479,-0.7171631,3.488159,37.3114,-10.354,10.25757,
27.45743,6.217957,-4.025269,61.14136,-18.75137,29.9173,
1.393127,-5.59082,2.938843,44.86145,-9.668274,25.65765,
1.863098,-8.537292,5.343628,41.94916,-5.864258,21.7804,
27.38419,-17.48352,4.400635,-3537.616,-2.929993,29.77966,
-4.264069,-58.02612,1.928711,81.983,7.922668,22.11975,
-25.07477,1.292419,9.860229,55.31879,7.55127,11.41632,
2.93808,-23.95325,-2.84729,63.85288,9.250793,12.99042,
9.145355,-85.56366,123.9349,89.31665,15.46371,21.55304,
-36.57074,82.27234,-28.6438,42.16223,5.75943,-3589.99,
-25.28839,39.98718,-26.35498,35.42927,-2.058411,3.613725,
-8.296204,-0.9506226,2.825928,37.73071,-6.12854,-0.779126,
-14.15863,31.8634,-8.203125,29.31396,-18.48648,3585.09,
-0.4302979,0.2410889,-5.368042,26.81042,-18.64471,-16.28632,
-44.99359,-18.27393,47.88513,42.14211,-96.53946,-85.5127,
2.409363,-4.66156,-18.68591,27.52602,-95.71808,-90.13763,
65.50674,12.71667,-48.50159,10.08957,-19.6701,-16.57043,
4.064941,10.83069,-7.516479,6.828918,-14.45694,-12.38647,
4.080963,-5.519104,-2.111816,11.60095,1.086273,2.445984,
3.988647,-23.49854,3.536987,23.24123,25.02502,26.56647,
3.733826,45.99152,-20.10193,6.989861,23.30307,22.12555,
4.486084,-10.85205,-6.817627,13.83934,62.98828,59.88098,
27.005,58.255,-44.28711,-24.04541,91.86905,82.03125,
-0.4852295,11.07025,-14.65454,-39.13719,85.18875,-3530.36,
-4.502869,-18.66302,13.93433,-33.4251,24.02481,18.22532,
2.580261,-1.942444,-6.103516,-36.84761,9.549561,6.050839,
-21.44165,-18.73016,39.0686,-12.96997,3.17337,1.638365,
-9.90448,-9.371948,21.57288,0,0,0,
64.36005,44.67468,-162.6953,-102.1115,-7.987213,-15.09407,
-53.79486,-20.35217,119.339,-31.86657,-5.982971,-7.705395,
-20.28732,94.35883,-32.55005,-68.37442,-12.8363,-17.52337,
-27.06757,58.70972,-15.25269,-88.59341,-15.74326,3576.898,
-19.10477,13.96332,38.87634,-123.1529,-17.13837,-31.17676,
32.97043,-136.4822,51.96533,-30.52501,-2.583923,-8.412781,
-12.54044,21.02966,-4.821777,3553.226,-3.877869,-13.78387,
10.95047,-25.56305,6.750488,-36.36322,-0.900116,-7.961426,
-23.92654,33.06427,1.495361,-72.03979,1.389771,-12.96906,
43.65082,-62.21161,-1.443481,-26.1615,3.726196,1.313477,
-2.786255,-10.0647,0.378418,-21.83289,3.097687,0.5575562,
24.7406,-21.02966,141.7694,-99.02283,19.67285,10.65613,
-4.376984,-8.004761,-65.48157,-46.40045,11.89438,3.814087,
-0.4669189,23.3017,-43.52112,-8.597107,5.010529,0.7666016,
-7.118225,-3.231812,-20.14465,-3.656006,2.110596,0.2810669,
6.06308,13.27972,8.776855,-0.03509521,1.113129,-1.735535,
-6.591034,-5.229187,-16.73584,2.732849,-0.7312012,-1.522217,
2.527618,19.81964,-3.756714,17.5235,-6.439972,-8.893127,
-7.202148,-30.03235,-2.947998,0,0,0,
2.539825,24.35455,-33.27332,58.83545,-13.95157,-24.11957,
-5.15976,-29.41132,0.6958008,47.68036,-9.311523,-20.55817,
2.619934,5.056763,32.57751,0,0,0,
22.89276,-48.09113,-24.9939,113.7051,-20.79697,-21.87073,
7.621002,24.49036,23.40088,46.17859,-2.986298,15.73608,
-12.08572,3.936768,-2.294922,28.75519,-0.3643799,12.18628,
19.34967,-31.57349,-21.875,-3536.768,3.066101,25.50934,
10.30197,-38.64288,-41.82129,89.00772,14.45938,37.29065,
-48.07968,89.88037,67.58423,0,0,0,
47.11609,-179.0573,-43.69812,118.7869,34.15756,-3546.527,
-10.97794,-29.94385,96.03882,101.2844,40.72632,53.37936,
-35.54077,166.4337,1.35498,24.15558,6.317596,7.009621,
-0.5973816,42.56744,-53.69568,0,0,0,
-25.44632,-110.0952,141.9586,70.97202,9.949493,11.21485,
-2.529144,70.89844,-79.41284,33.6248,-0.1963806,-0.318265,
5.220032,20.87555,-22.93701,20.61241,-0.930481,-1.338706,
-3.70636,-3.19519,4.022217,23.1839,-0.8430481,-1.479049,
9.345245,7.56073,1.342773,21.60568,43.84857,41.1133,
-1.309967,-2.958679,7.107544,23.33458,65.89233,63.39177,
9.275055,-1.501465,-10.06165,14.10522,81.74484,78.90623,
29.06265,-7.417297,-24.46594,-11.72436,108.5876,101.0691,
-9.741974,20.26367,-21.92993,-1.350594,6.784821,6.255569,
-10.16922,5.569458,4.376221,0,0,0,
14.3013,-8.700562,-10.92529,1.81427,-11.68518,-11.33484,
-4.55246,-2.185059,-13.68103,10.93159,-89.49753,-84.78268,
20.03326,7.208252,-41.07666,-28.70708,-94.14551,-93.32521,
4.897308,1.132202,-5.743408,-38.80665,-75.83054,-74.22352,
-13.17902,6.256104,27.62756,-27.64931,-30.24277,-29.72798,
-1.928711,9.254456,-0.2990723,-32.18929,-12.56866,-14.09314,
0.8888245,5.999756,-8.502197,-39.70455,-12.5618,-14.55347,
-15.26718,46.67969,-18.85376,-64.93443,-16.50986,-18.32681,
-12.23831,-19.83643,45.19653,-30.76565,-5.72113,-7.044159,
-14.00681,35.672,-2.560425,-43.58009,-6.666107,-9.04244,
21.05179,-81.48041,28.81775,0,0,0,
-161.1183,492.1143,-98.99597,-227.5734,-11.93344,3550.143,
114.3059,-383.5541,101.6296,3531.874,-0.9498596,-19.05792,
9.655762,-21.92841,-25.68359,-55.22278,4.379883,-18.37097,
8.38089,-42.63611,1.455688,-37.98431,3.553314,-14.41772,
14.10904,-18.14117,19.74487,-32.39532,4.579163,-6.941223,
-3.471375,-3.17688,26.60828,-64.28711,6.625671,-12.65137,
7.378387,-9.585571,50.97046,-87.32758,7.531586,-8.806763,
6.070709,-12.39471,-45.87402,-34.34143,2.947083,-3.75885,
-1.099396,-5.198669,16.42456,-24.06891,-4.433441,-8.201904,
5.788422,4.501343,-46.27991,0,0,0,
-6.977081,-10.66742,46.46301,-14.83337,-6.518097,-10.88928,
0.0869751,-4.496765,-45.70007,35.47852,-9.283142,-11.85944,
7.569885,14.46686,-23.0896,45.25421,-9.205322,-0.5133057,
-0.7423401,-4.705811,-2.401733,42.89917,-8.508911,-1.602478,
0.06256104,5.403137,24.72839,0,0,0,
16.59088,-12.00562,-61.60583,97.74902,-17.03232,11.73523,
40.49301,-41.99677,58.31299,71.43036,-12.23099,26.68121,
5.828857,-40.69824,-26.73645,-3518.583,-9.041138,25.9491,
-24.30649,43.73627,25.46692,37.5533,0.6884766,13.58429,
7.219696,-11.96747,-4.159546,42.67272,2.875977,15.784,
-45.82596,62.93182,8.721924,0,0,0,
136.7256,-200.502,-10.28748,116.7281,23.14484,53.48419,
-71.14563,95.06378,27.66113,49.65435,18.11707,-3569.434,
-15.54031,24.49493,8.834839,34.28106,17.24014,26.56785,
-7.919312,-0.2471924,25.80566,42.98304,25.07614,34.92756,
-32.76138,57.901,-22.68372,17.3584,11.59119,15.0636,
7.932281,-54.8111,91.24451,62.43866,54.50424,65.58976,
-40.16266,81.30188,-81.25,11.8782,18.81332,17.09069,
-4.595947,2.200317,2.72522,11.58844,25.07309,22.53347,
1.967621,2.246094,-15.03601,5.080376,25.58487,21.84145,
-5.45578,2.426147,5.050659,5.181503,32.60437,28.34179,
-27.4559,6.756592,4.916382,13.44292,31.60385,25.70637,
23.1308,-7.196045,-19.06433,8.372231,16.27686,13.37776,
6.150055,-7.019043,-9.854126,7.491722,7.749023,7.264805,
10.41794,-0.9124756,-3.610229,4.762115,5.126495,4.802094,
19.28711,-17.83142,-5.859375,2.937813,-2.678986,-1.127319,
22.19696,-23.64349,-8.981323,1.149254,-13.09662,-9.059315,
-4.563141,15.09094,-11.1969,-1.64402,-15.39307,-12.62772,
1.548767,-1.159668,-2.462769,-2.112579,-16.31241,-13.25363,
-3.370667,7.626343,-10.18372,-4.566002,-25.49103,-23.13618,
-3.039551,5.33905,0.7598877,-5.342026,-24.27383,-22.2386,
-2.509308,5.844116,-4.58374,-7.896881,-27.43744,-25.76363,
-42.35153,116.037,-146.6644,-79.52976,-136.2038,-139.9819,
8.850861,-33.56171,111.7432,-36.18206,-30.74615,-31.24868,
-9.450531,19.64874,-5.767822,-38.62392,-21.94138,3576.918,
13.01956,-38.02795,28.78418,-24.63484,-12.06528,-12.09106,
-15.47623,67.41791,-52.6123,-56.81732,-15.2626,-10.82947,
12.76703,-51.31836,54.9408,-41.6466,-10.30884,-6.565857,
1.031494,38.0249,72.23816,-87.34899,-2.929077,0.5056763,
2.388763,-37.3642,3.741455,-76.70685,8.083344,-3.840942,
-1.462555,-29.56696,-8.279419,3536.834,14.39499,-8.926086,
-5.664063,-18.56995,-8.52356,-61.59363,15.8313,-13.29285,
-3.876495,2.452087,23.9624,-65.896,23.58826,-16.42517,
16.89911,-17.36908,2.001953,-35.5658,11.58722,-5.84137,
3.73764,4.911804,22.21985,-37.52411,10.90836,0.4620361,
-0.289917,-7.000732,-11.64856,-31.47552,9.046021,-1.345825,
5.551147,1.525879,-18.91174,-16.79626,6.45813,2.983093,
-1.838684,2.348328,7.113647,-21.11389,8.22876,3.943176,
21.23871,-30.3833,-27.6123,4.866943,8.629913,-12.44629,
6.307983,-9.082031,-12.64038,14.73083,6.333466,-15.81085,
-11.3327,15.84778,-12.2406,25.33539,-2.734375,-7.262878,
0,-4.191589,-3.143311,28.43475,-3.670197,-9.366455,
-10.88715,15.25269,19.35425,0,0,0,
15.72647,-27.4231,-79.15955,109.6609,-19.62265,-9.465332,
-16.26205,22.07031,80.05981,41.9281,-8.388367,7.21344,
-0.5111694,0.3204346,-2.600098,18.62793,-3.230286,3.210144,
2.817535,-4.798889,-7.36084,46.7099,-4.413147,10.72388,
8.865356,-49.61548,-27.88086,-3457.008,5.737457,42.17682,
4.660797,17.13257,27.96631,50.17667,9.837494,18.35754,
11.24573,-18.1778,7.76062,52.60376,15.83572,23.95508,
7.271576,-8.636475,36.12671,46.55806,17.12082,-3573.982,
-5.490112,19.02466,13.82751,26.4617,11.68182,18.2986,
28.07693,-74.81689,72.05505,58.37946,21.86554,38.76103,
-35.42862,62.29858,-53.34167,27.43519,5.262299,14.83161,
-12.40845,9.228516,-1.599121,28.03806,-2.159882,7.638707,
-33.62122,7.333374,38.79089,46.67633,-30.5629,-14.78608,
1.844788,11.59973,-28.70789,34.5554,-25.75241,-15.66997,
-7.012939,23.11096,-0.8117676,28.27209,-6.652985,-2.66469,
14.74457,8.850098,-36.19385,13.70613,8.055573,8.284907,
7.387543,1.547241,-9.274292,8.690948,30.68573,27.94382,
1.447296,0.08850098,-4.736328,6.71505,27.57477,25.462,
1.529694,0.479126,-8.352661,3.285141,38.84079,34.96678,
0.07781982,-0.4806519,-2.526855,0.1543808,52.55951,47.14579,
-9.209442,6.030273,-32.79419,-4.450607,64.17175,57.37234,
2.171326,1.889038,-13.42773,-4.297867,30.95047,27.3892,
12.83035,-23.16132,4.641724,-2.57679,-15.40161,-13.60079,
0.5661011,1.393127,3.494263,-2.395363,-15.14099,-13.26675,
2.427673,2.589417,-1.425171,-3.407402,-21.40228,-19.03004,
13.96255,-12.69226,-46.66138,-14.21947,-70.06546,-61.80204,
-4.618073,22.23358,31.11267,-14.04427,-30.99228,-29.23306,
4.362488,0.680542,-12.34436,-19.45415,-35.2951,-32.85121,
-12.36801,20.42847,19.96765,-17.78126,-21.26907,-22.72929,
-8.24585,83.17566,-62.4054,-65.66929,-51.15463,-62.61739,
-25.1709,64.64233,-12.16125,-92.91756,-39.48776,3545.024,
5.661774,-89.26392,86.69128,-33.42253,-5.742035,-12.72766,
-15.69519,69.35883,-14.17542,-67.31851,-4.638824,-16.17157,
19.36264,-66.36505,17.82837,-41.4691,0.2514648,-5.772705,
-1.87149,-4.934692,-2.523804,-44.14122,0.07675171,-6.757202,
9.447479,23.45428,33.45032,-81.83573,12.07581,-8.901978,
16.62674,-60.9314,12.33521,3545.533,14.52621,-9.782715,
