hips_JNTa_x,hips_JNTa_y,hips_JNTa_z,hips_JNTw_x,hips_JNTw_y,hips_JNTw_z,label,
3.027344,-0.177002,-1.99585,-2.970886,-9.902344,-4.811707,ankle,
-84.05762,90.04517,64.98413,-3.468471,-15.5246,11.95099,ankle,
-63.29956,128.6438,10.77271,-1.234567,-26.66992,26.64124,ankle,
104.0253,-67.29126,-55.77698,4.193194,-7.588043,19.08783,ankle,
17.96036,-18.59131,-30.13611,4.710779,-5.037384,17.05536,ankle,
20.82977,-34.96399,-19.37256,5.299327,-2.966309,15.89996,ankle,
3.31192,6.454468,-23.48633,6.9139,-2.861938,19.07135,ankle,
18.67981,-44.91882,4.428101,5.940466,-1.490936,-3585.249,ankle,
8.118439,-16.26587,-0.2685547,6.089916,-0.9565735,14.13132,ankle,
16.00952,9.887695,-43.51501,9.539137,1.752319,14.74771,ankle,
-0.2914429,-34.48181,10.77576,7.1733,2.824554,7.681298,ankle,
-5.741119,-21.56372,34.67407,5.882831,2.820892,4.189863,ankle,
6.580353,-15.86609,-19.99207,1.071377,3.675537,-11.36148,ankle,
-0.2281189,-0.3753662,17.22107,-0.1445484,3.782501,-13.15385,ankle,
-1.9104,4.165649,24.20044,-1.274586,3.146057,-12.29426,ankle,
-1.226807,-0.1068115,0.378418,-1.333275,3.036652,-11.52617,ankle,
2.036285,0.5371094,-3.45459,-4.321117,6.562042,3584.564,ankle,
-3.964233,0.8422852,3.839111,-5.018601,5.901489,-7.425842,ankle,
0.3860474,1.513672,-3.381348,-10.12495,9.207153,1.897278,ankle,
2.42691,1.828003,-8.712769,-14.16467,12.30118,3.569641,ankle,
-5.962372,4.046631,9.588623,-7.273719,3.330841,5.415344,ankle,
-2.60849,3.219604,-2.902222,-11.25243,4.813995,-3592.243,ankle,
-25.4921,-9.326172,42.12646,-6.99518,1.437988,1.478301,ankle,
-2.585602,-12.37488,10.92224,-9.894282,1.938171,1.741989,ankle,
-1.683044,-12.46948,20.29724,-4.922144,0.02731323,3593.714,ankle,
6.016541,-12.26501,-7.458496,-4.466254,-0.01098633,-5.649414,ankle,
8.444214,-40.57007,72.02759,0.8323271,-0.2799988,-17.88635,ankle,
27.77557,-177.7283,128.6224,4.836533,-0.5984497,-35.4541,ankle,
20.33768,150.0916,-178.8269,4.767849,5.263672,-6.080933,ankle,
-3.394318,34.01489,-29.33044,4.310354,5.7547,-1.331787,ankle,
15.47318,-11.9751,2.883911,7.395711,11.41724,6.123047,ankle,
-16.57639,34.39331,-17.94434,5.805695,9.643555,8.470459,ankle,
6.416321,-4.718018,15.69519,10.74008,13.29102,15.84534,ankle,
-15.91949,27.47192,-3.222656,9.702845,9.319305,14.33563,ankle,
4.167938,-10.83374,1.037598,11.65782,7.875061,16.65955,ankle,
3.49884,-12.79602,0.7293701,14.38555,7.146759,-3580.154,ankle,
-12.74261,8.526611,-12.29858,11.53188,5.528412,16.95628,ankle,
-26.78375,33.43201,-32.77893,-0.5615044,-1.586761,6.672003,ankle,
-0.8766174,3.741455,0.2746582,-0.7536888,-1.23764,5.158346,ankle,
-21.97037,31.7749,-17.69409,-4.049644,-1.038055,3.621221,ankle,
10.84747,-3.912354,14.9231,-2.175207,-0.2693176,0.828948,ankle,
-1.635742,17.52625,12.78076,-1.176262,0.6932068,-2.765527,ankle,
-20.58868,49.61548,-8.52356,-2.791195,1.15387,-9.296886,ankle,
-4.125214,23.55652,-21.65222,-3.847933,0.9611511,-16.29769,ankle,
-30.65414,32.66602,-41.66565,-6.915936,1.418915,3580.671,ankle,
49.97253,-75.62866,8.151245,-8.603358,1.204987,-2.234802,ankle,
-2.882385,-3.219604,-7.992554,-8.756065,1.190338,-2.529907,ankle,
2.411652,15.2832,-30.64575,-12.7273,2.022095,-3592.062,ankle,
-2.359772,6.661987,-36.97815,-15.88206,2.546692,11.07588,ankle,
18.18619,-44.86084,59.86938,-6.878576,-0.4705811,12.09236,ankle,
-0.125885,16.25366,-54.99268,-10.67414,-1.18103,20.42604,ankle,
-6.19812,-23.42224,8.328247,-1.332824,-15.56442,30.37473,ankle,
23.6557,-20.36133,-39.16016,4.088712,-24.3779,36.73436,ankle,
-4.328156,-18.4967,163.2507,0,0,0,ankle,
-15.48843,1.400757,-7.556152,8.394226,-14.00986,10.32932,ankle,
-5.271149,-3.210449,25.26245,9.455122,-12.77451,6.346064,ankle,
15.47012,0.4974365,23.42224,9.086523,-9.460449,0.9795189,ankle,
3.302002,-0.793457,-2.407837,8.700929,-8.242035,-0.6226349,ankle,
1.987457,2.105713,-38.7207,0,0,0,ankle,
10.45303,-3.851318,82.62024,16.18736,-10.86884,-12.08992,ankle,
-11.15265,3.222656,-13.75122,9.393911,-5.161285,-12.19458,ankle,
-5.562592,-13.40027,21.12732,13.12519,-7.205811,-16.56652,ankle,
-20.19196,7.061768,-18.69812,7.848949,-3.745728,-9.319777,ankle,
-6.189728,-16.08582,47.35413,6.15284,-2.80014,-7.131763,ankle,
-5.963135,-1.745605,-40.48767,3.169718,-1.564484,-2.807746,ankle,
2.242279,-13.56812,-6.356812,1.835222,-1.25885,-1.504755,ankle,
36.36475,38.3667,-71.80786,0,0,0,ankle,
-34.10645,-67.09595,70.98083,-0.7207203,-0.7496643,1.21448,ankle,
7.830811,-114.679,33.9325,-4.538794,1.173401,6.425734,ankle,
26.27563,181.7749,-104.9133,0,0,0,ankle,
-7.765198,-417.3279,43.95447,-9.781761,5.510101,7.851944,ankle,
7.765198,417.3279,-43.95447,0,0,0,ankle,
37.44507,-135.6873,-18.56079,-1.980906,3.211517,-8.384628,ankle,
-10.31342,87.39624,9.729004,-0.1168251,1.161957,-6.715693,ankle,
15.83405,-3.161621,0.7598877,0.4262352,1.167755,-8.622341,ankle,
29.36325,8.453369,11.48682,1.762695,0.7087708,-11.21829,ankle,
33.00705,17.58423,5.737305,2.936106,-1.031036,-10.42984,ankle,
7.711792,16.1499,3.759766,3.155584,-2.21405,-8.542158,ankle,
-113.0478,9.265137,-12.91199,0,0,0,ankle,
25.44327,42.85278,22.18018,0.8417702,-1.986542,-4.493861,ankle,
-50.8873,102.8687,21.07239,0.8054066,-2.885284,-3.367324,ankle,
3.791809,-50.89111,-29.73328,0.7871151,-1.19278,-0.5832767,ankle,
21.65222,-94.83032,-13.51929,0,0,0,ankle,
-57.42416,280.8716,-20.97168,4.107304,-4.200592,5.105643,ankle,
21.87195,-77.11182,-57.03735,4.515085,-3.366089,7.596421,ankle,
34.31396,-89.69116,11.16333,4.841671,-1.969147,10.77039,ankle,
-0.01602173,55.85327,-103.7537,9.643536,-3.729401,20.27905,ankle,
19.04678,-127.0752,78.20435,4.326258,-1.937408,4.396939,ankle,
6.233215,-30.5481,30.98755,2.478266,-1.463623,-0.5464697,ankle,
-0.1022339,-8.917236,22.75696,-0.08413315,-1.818542,-8.501277,ankle,
-23.92349,-3.381348,38.65051,0,0,0,ankle,
36.37238,-3.445435,-50.28687,-3.390408,-2.97348,-16.65752,ankle,
-23.25897,-0.06103516,29.73938,-2.741385,-1.057281,-7.280068,ankle,
-14.70261,-3.68042,-2.474976,-10.26876,1.562653,-6.65091,ankle,
-11.4151,-13.40942,-9.307861,-21.39649,5.661774,-4.75327,ankle,
6.801605,5.282593,27.11792,-15.38178,6.832733,1.632357,ankle,
1.392365,-1.849365,13.87634,-12.20319,7.213745,4.344106,ankle,
9.072876,-1.873779,4.147339,-10.7959,8.261261,3.872302,ankle,
-4.262543,19.03687,-12.81128,0,0,0,ankle,
6.591034,-25.26855,8.80127,-9.772393,7.974396,3.494766,ankle,
-0.8926392,-14.18152,19.68689,-7.640481,8.286591,1.595259,ankle,
5.233002,-105.3833,96.32874,-3.078425,12.86957,-7.064602,ankle,
3.704071,-55.61218,-42.94739,0.6565046,11.31165,-9.469423,ankle,
-3.105164,128.8147,-57.95288,1.360495,5.261841,-6.018072,ankle,
32.90329,-42.86499,35.18677,5.619233,13.84933,3580.472,ankle,
-1.118469,33.18176,-25.88196,4.519656,15.86136,-18.87177,ankle,
22.23511,1.565552,-3.927612,5.906036,26.13449,-27.17896,ankle,
-14.34555,39.505,-8.352661,4.409218,21.74484,-18.91846,ankle,
-3.820801,11.23352,-3.604126,4.399414,20.06714,-15.97076,ankle,
1.329803,9.179688,11.99341,7.498593,16.58478,-10.97229,ankle,
13.84583,5.79834,23.65417,13.01624,16.62247,-7.409058,ankle,
-26.73492,5.01709,-16.97083,9.431686,8.676453,-0.9970093,ankle,
-45.88699,7.03125,-15.15198,5.025997,-4.435577,10.64331,ankle,
-9.893799,2.816772,13.39722,5.536127,-8.057556,18.79974,ankle,
-4.193878,3.112793,-0.1281738,2.562599,-8.760071,19.94781,ankle,
-3.18985,3.536987,-3.497314,2.01829,-8.820496,19.8111,ankle,
-6.88324,11.32813,-4.779053,0.6504822,-10.19775,22.28729,ankle,
-0.05569458,-1.959229,-1.89209,1.252279,-9.81369,-3578.424,ankle,
-76.4946,150.4333,-37.50305,-4.80279,-31.3298,22.04845,ankle,
46.67816,-42.24854,-27.11182,-2.446327,-21.22147,13.17937,ankle,
25.60501,-22.88208,-21.3501,-7.996435,-7.52182,-7.551856,ankle,
20.30334,-57.04346,28.95203,-3.581371,-3.405151,-3.342052,ankle,
-30.96542,53.48511,-100.6378,-13.46598,-2.23587,-4.962664,ankle,
-5.300903,-19.07959,-28.16772,-15.39058,0.6718445,-3.837385,ankle,
18.00461,-14.80103,49.82605,-13.77159,3.730316,6.061423,ankle,
0.8369446,-9.527588,0.4058838,-13.42051,4.12262,6.445999,ankle,
7.66983,44.50073,-103.5126,-9.258652,-5.15564,28.13776,ankle,
36.56006,-59.64966,73.05603,-6.559682,-7.683258,31.00161,ankle,
-8.889008,-29.61426,68.44177,2.695912,-9.463043,19.18559,ankle,
-4.122925,-7.647705,29.48914,7.088009,-10.57526,14.55431,ankle,
-2.958679,-3.683472,31.98853,7.904184,-9.252319,11.54936,ankle,
-12.4588,-4.293823,35.04944,11.43434,-10.53238,11.64781,ankle,
-17.3378,-1.96228,19.60144,14.97925,-11.29929,9.345417,ankle,
11.68442,2.926636,-14.54773,7.853107,-4.952698,2.604942,ankle,
-20.87555,-0.4638672,42.04407,14.51275,-8.32077,-0.3263092,ankle,
-28.23181,6.802368,98.61755,26.45551,-12.86301,-14.38987,ankle,
33.65326,-4.724121,-81.79321,11.50804,-6.43158,-7.624674,ankle,
21.25626,1.217651,-39.25171,3.8167,-3.198853,-4.305038,ankle,
-1.37558,-3.704834,9.747314,3.023758,-3.118286,-3.596945,ankle,
-5.52597,-8.636475,16.04919,-0.1676083,-3.75885,-1.037121,ankle,
10.01282,-1.159668,-27.8656,-0.9227943,-2.686768,-0.6348991,ankle,
7.409668,-17.0105,2.087402,-4.701595,-4.276733,-0.4752064,ankle,
18.75534,-47.4762,35.28137,-9.889269,-6.490784,-5.922737,ankle,
43.4845,-86.96899,24.92065,-16.94814,-7.700653,-16.99082,ankle,
-17.28821,-24.81995,-46.72546,-15.53673,-6.837921,-16.38162,ankle,
15.21149,76.19019,-62.50305,-9.756141,-0.2726746,-16.6395,ankle,
31.69098,-48.97461,-32.27234,-13.84858,0.9793091,-26.2783,ankle,
-58.815,129.0955,15.99731,-3.814025,1.902008,-9.095068,ankle,
60.87112,-77.19727,-51.37024,-11.76064,6.599426,-30.54157,ankle,
-33.60138,66.79077,28.82996,-6.081579,6.507263,3579.15,ankle,
5.22995,2.722168,-3.622437,-5.694425,7.608185,-22.93854,ankle,
46.69037,13.07983,-18.68286,-7.118948,15.0824,-42.30255,ankle,
-51.08948,20.73364,32.56836,-2.63123,7.867737,-21.67633,ankle,
-7.530975,4.257202,5.349731,-1.623169,6.370087,-17.40936,ankle,
-14.98642,24.28589,19.65027,0.7045037,1.09024,-1.721497,ankle,
-23.04001,-0.08850098,11.18164,1.754183,-1.654053,6.029968,ankle,
-2.884674,-1.358032,0.4272461,1.928303,-2.032318,7.06543,ankle,
-5.116272,7.629395,4.919434,2.736462,-2.414246,7.602844,ankle,
-2.806091,3.829956,1.678467,3.173922,-2.49176,7.364502,ankle,
-28.65372,149.2004,46.27991,13.68926,-4.874115,20.31525,ankle,
-1.855469,31.96411,-44.75098,14.93004,-2.472382,16.24115,ankle,
-1.381683,-31.97632,-48.89526,14.20395,-1.231995,15.44525,ankle,
-11.08551,-55.97229,-13.35754,10.91215,0.2734375,13.14819,ankle,
-1.296234,-24.4751,-8.52356,11.28071,0.6072998,14.44855,ankle,
4.199982,-25.64087,22.60132,13.43182,1.490326,-3579.316,ankle,
16.46957,-35.63232,7.467651,8.760977,1.119385,13.47097,ankle,
19.62433,-16.81213,2.954102,7.518454,1.412811,12.48019,ankle,
2.565765,0.3295898,-0.2838135,10.21797,2.136841,14.7878,ankle,
26.28632,-13.56812,9.237671,3.637028,1.707153,-0.2907372,ankle,
4.679108,-2.264404,-4.818726,2.831783,2.142334,-1.492972,ankle,
-9.580231,-0.2685547,25.21362,-7.33016,3.052216,-11.68144,ankle,
1.438141,-2.258301,-5.795288,-7.245617,2.937012,-9.26312,ankle,
-9.263611,-4.266357,-8.209229,-9.878969,3.726044,-6.050248,ankle,
-0.5821228,-1.437378,0.3448486,-9.797783,3.766937,-5.672081,ankle,
-5.065155,-3.7323,0.2868652,-10.99801,2.973175,-2.375817,ankle,
-0.7118225,-8.7677,-3.256226,-14.85175,3.793945,-2.043791,ankle,
-30.79529,-22.47009,11.43494,-16.7151,0.04776001,-2.092711,ankle,
-17.92221,-71.58203,43.22205,-23.72848,-1.282959,-1.068729,ankle,
28.6911,43.50586,2.520752,-6.26853,-1.049347,0.1468253,ankle,
-1.602936,-16.4917,-0.7263184,-4.001391,-1.43631,0.4782629,ankle,
12.28943,32.72095,-17.5293,-0.2352691,2.456665,2.620835,ankle,
2.146149,2.966309,-5.24292,0.7013607,3.265686,2.995142,ankle,
7.622528,-18.54248,25.76294,2.709022,8.457336,3.914825,ankle,
6.134796,26.81885,-6.237793,2.693882,7.977905,2.299905,ankle,
-2.278137,-6.311035,9.967041,4.778872,10.1889,-3.725042,ankle,
6.832123,-25.30212,38.76953,10.55489,17.58987,-17.19435,ankle,
10.14481,24.51782,-8.404541,10.95282,13.43842,3581.71,ankle,
-13.20953,51.51062,-44.01245,6.238232,2.53891,-11.65344,ankle,
9.563446,37.62207,8.328247,9.126558,1.572266,-15.6189,ankle,
-0.818634,22.27478,-30.69458,6.032629,-1.108246,-9.066162,ankle,
0.3936768,17.12036,-14.34631,5.92968,-1.57074,-8.806763,ankle,
10.68115,111.5387,-93.4906,5.301013,-4.5755,-5.705872,ankle,
-2.489471,-71.71021,-10.31494,2.073269,-3.33847,-2.497253,ankle,
-25.78125,-35.33325,14.43787,-3.762007,-2.418365,3.908081,ankle,
18.16177,-14.97192,0.2960205,-3.65766,-2.28241,3.867798,ankle,
-26.93176,-97.55859,118.9514,-3.261757,1.56311,2.426147,ankle,
-6.342316,-164.3311,114.1174,-10.61317,7.547302,7.048035,ankle,
-2.420807,122.5525,-136.145,-4.598265,4.554138,3.849792,ankle,
-8.312988,-97.79053,-10.59265,-10.52723,10.35095,8.414307,ankle,
-0.868988,157.8613,-51.35193,-8.649621,7.621918,10.39764,ankle,
-0.1106262,7.409668,-0.9094238,-8.375134,7.220154,9.787598,ankle,
-16.082,182.1838,-121.1914,-12.92521,-3.625336,-3576.599,ankle,
14.70795,4.589844,-116.0767,-16.21313,-6.436615,28.02706,ankle,
31.70547,-154.1992,228.4576,-2.100741,-5.267181,4.717779,ankle,
23.96317,24.20349,-62.24365,-2.239698,-16.63116,8.085501,ankle,
5.210114,-29.51355,21.43555,0.3553802,-17.81067,5.925002,ankle,
-7.173157,-20.047,45.35522,1.469339,-12.52411,3.024755,ankle,
-10.87799,-8.383179,24.79248,2.910835,-9.575806,3.209085,ankle,
-1.911163,-4.02832,8.691406,4.44022,-9.884949,4.0903,ankle,
0.8468628,8.911133,67.59949,7.856882,-7.000732,5.053673,ankle,
7.234192,0.6835938,88.20801,14.9949,-7.635498,8.922915,ankle,
-9.989929,-8.087158,-33.97522,11.31879,-4.480286,3.472872,ankle,
-12.45728,0.3662109,-25.7843,8.998942,-1.476746,-3.110032,ankle,
-1.91803,-4.272461,10.31189,10.16687,-1.601715,-4.462252,ankle,
-4.319763,-1.342773,-1.757813,9.793081,-1.30722,-7.656546,ankle,
-0.05569458,-4.754639,3.656006,10.28358,-1.392822,-7.819324,ankle,
-6.674957,-7.48291,44.31458,14.59848,-2.266846,-11.77125,ankle,
1.179504,-10.64148,4.998779,10.9549,-1.302795,-7.31082,ankle,
-13.21869,-21.15479,38.33008,16.39066,-0.4499817,-5.870752,ankle,
1.316071,-19.0918,-16.88232,16.1494,-0.3567505,-4.902282,ankle,
2.311707,0.8850098,-80.51758,4.770555,0.7052612,-0.7794309,ankle,
-9.38797,-46.75293,13.4613,6.377401,0.9379578,-1.041925,ankle,
-4.736328,-7.440186,-33.71887,2.747374,-0.2697754,-3.326089,ankle,
19.82346,60.2478,-36.14197,1.32122,-0.1278687,-1.586572,ankle,
-19.10324,-106.2744,-4.656982,1.608505,-1.025085,-9.083513,ankle,
25.03204,101.5076,-20.401,0.2274132,-0.5793762,-4.82729,ankle,
0.6851196,-27.88086,-11.91406,-2.3557,-2.028961,3577.588,ankle,
13.67874,10.86121,-5.929565,-4.149256,-2.8508,-32.89001,ankle,
4.369354,43.19458,2.023315,-3.507299,-1.58844,-22.76123,ankle,
-1.488495,28.71704,-6.317139,-5.243702,-0.9106445,-24.76105,ankle,
-6.983185,10.81543,10.64453,-3.722553,0.3253174,-8.948059,ankle,
-1.820374,1.867676,-0.3692627,-3.973036,0.6758118,-6.641846,ankle,
1.651001,2.368164,-9.619141,-5.909929,2.057495,0.7354736,ankle,
2.506256,2.670288,3.527832,-5.028238,2.525635,8.703918,ankle,
14.51492,25.70801,0.4974365,-5.831709,4.791565,25.70862,ankle,
44.83719,46.97571,-18.6615,-9.894056,9.670563,59.38751,ankle,
-12.04147,-3.039551,14.29138,-4.917336,5.740204,-3568.313,ankle,
-2.275085,19.00635,-0.5737305,-2.51709,4.566498,19.2491,ankle,
-5.680084,-9.539795,0.03662109,-1.788168,3.403473,12.75645,ankle,
-0.9552002,54.27246,-13.5376,-1.284151,3.219757,5.058155,ankle,
-3.160858,-17.05017,-18.78662,-1.15406,2.920837,3.832202,ankle,
-8.222961,11.8042,-20.4895,-0.02720833,2.140808,-9.567537,ankle,
-15.46555,-53.17078,12.13074,-0.08983612,1.46347,-6.723485,ankle,
27.4353,30.96924,-66.42761,0.02251625,1.02478,3558.627,ankle,
-28.24478,-59.21021,37.74719,-0.5261803,0.5865479,-25.7608,ankle,
-3.382874,-26.62964,28.16162,-1.846304,-0.05950928,-10.85602,ankle,
6.784058,-6.280518,20.09888,-2.744017,-0.04760742,-14.58099,ankle,
-7.832336,-8.187866,41.88843,-3.597565,0.3665161,-0.9588623,ankle,
2.980042,-1.489258,-0.03967285,-3.649778,0.3849792,-0.8862305,ankle,
-17.56821,7.162476,2.667236,-8.120742,-0.2033997,12.4295,ankle,
-3.256226,-8.776855,3.729248,-5.41275,-0.3556824,11.19934,ankle,
-55.78766,0.1586914,24.81995,-20.7506,-2.661896,-3557.303,ankle,
10.81314,-39.91089,-17.65442,-15.91564,-2.476654,34.94902,ankle,
21.31348,0.1953125,-27.2522,-11.35252,-1.193542,10.85153,ankle,
2.650452,-18.03589,25.94604,-11.08344,-0.7574463,1.731243,ankle,
21.0762,9.70459,26.29395,-6.165532,1.658325,-11.47891,ankle,
6.597137,2.246094,2.630615,-4.905133,2.207947,-14.46394,ankle,
1.265717,-10.672,9.152222,3596.707,4.65744,-24.19652,ankle,
2.259827,18.03589,-12.146,-0.07568359,4.64386,3578.558,ankle,
9.384918,-20.224,64.62097,-3591.228,2.837677,-18.49518,ankle,
-3.375244,2.755737,7.299805,12.94675,0.1004028,-8.225098,ankle,
-2.986908,1.617432,-17.81311,11.9791,-1.212463,-2.382202,ankle,
3.536987,4.660034,-28.01514,10.51378,-5.931244,18.44025,ankle,
0.09536743,-18.91479,9.783936,12.74676,-6.877289,22.13898,ankle,
0.5020142,5.593872,-21.9574,7.510047,-4.329376,-3583.469,ankle,
-5.469513,3.808594,-7.693481,6.793718,-3.783569,14.12733,ankle,
2.967834,-17.48047,8.566284,5.562906,-1.300659,6.040113,ankle,
-3.656769,25.47607,-19.13452,3.569732,-0.26474,2.680473,ankle,
-16.51917,18.66455,41.11328,4.832859,17.99255,-31.91034,ankle,
12.93182,7.629395,-30.18188,3.444414,11.5271,3579.98,ankle,
-16.88843,86.83777,-32.60803,0.295763,10.9787,-14.82666,ankle,
0.1464844,-15.83862,-6.228638,0.2804756,8.387604,-11.23413,ankle,
1.428986,18.34717,-19.81812,-1.773262,5.313568,-5.844421,ankle,
-7.704163,24.87793,-20.30945,-2.683268,6.934967,-7.864685,ankle,
7.889557,-42.95654,-0.4730225,-3.65921,-0.5166626,-0.8123779,ankle,
0.6851196,2.252197,-7.144165,-3.938537,-0.5775452,-0.9527588,ankle,
-21.97418,9.716797,-49.35303,-10.41818,-5.046234,14.85748,ankle,
2.331543,6.317139,-28.5553,-12.93968,-6.607819,19.17358,ankle,
16.24222,12.37488,-32.49207,-15.09138,0.01281738,-3573.315,ankle,
14.55841,-37.59155,61.32813,-8.779931,2.73468,16.42777,ankle,
16.94489,8.706665,-1.61438,-7.093811,1.888275,14.35739,ankle,
25.87738,14.21814,-34.42993,-8.621589,2.080383,19.05834,ankle,
3.604889,-31.21948,61.91406,-1.999614,-2.23938,8.612247,ankle,
27.01569,0.3753662,-33.38928,1.549495,-6.323242,6.434922,ankle,
-44.8822,-30.67017,75.02441,1.211786,-2.462006,1.70496,ankle,
45.31479,-24.9939,54.72412,27.06807,-24.91394,-6.250658,ankle,
-46.83228,5.291748,-18.73474,17.92207,-13.84186,-4.416451,ankle,
-24.24774,5.963135,-15.13977,9.837108,-5.063934,-3.313489,ankle,
0.5157471,-1.9104,16.16211,11.44252,-5.3479,-4.474902,ankle,
-13.06076,6.35376,36.73401,9.655857,-3.50296,-4.893603,ankle,
-6.951141,0.8331299,17.93823,12.26854,-4.538879,-6.431193,ankle,
11.39603,3.805542,-16.33606,7.288809,-2.839661,-4.374371,ankle,
-1.863861,-1.843262,-0.4272461,7.447948,-2.891846,-4.331226,ankle,
-39.32419,-8.261108,89.73694,9.26712,-6.407318,0.4722738,ankle,
9.014893,-11.44714,-27.52686,5.235472,-3.929138,0.7929969,ankle,
8.234406,-5.279541,-18.26782,-3.665438,-1.813202,2.202032,ankle,
-15.61737,-25,14.7583,-5.275555,-2.277679,1.683476,ankle,
19.76013,-17.19055,-40.98511,-6.840372,-1.674805,-3.375647,ankle,
