hips_JNTa_x,hips_JNTa_y,hips_JNTa_z,hips_JNTw_x,hips_JNTw_y,hips_JNTw_z,
128.7659,20.37964,-30.30853,-0.09457827,-10.50049,-10.28036,
-23.9624,-8.743286,13.86261,-0.3672576,-12.93701,-12.66438,
-25.31128,-11.06567,18.80035,-1.10028,-15.55344,-15.21333,
-73.66943,11.83167,56.5506,-3.654976,-22.17682,-21.0323,
-23.18726,7.70874,20.94879,-5.161142,-23.95432,-22.18508,
252.8137,22.24426,-143.3334,0,0,0,
-167.7673,-47.38159,126.1261,-4.627848,-14.69009,-16.30618,
-35.04639,-32.85828,63.26599,-6.872337,-15.85373,-22.50937,
123.2605,49.33777,-107.3257,-2.911593,-5.561523,-9.772716,
79.55322,30.9021,-82.06635,0,0,0,
-171.051,-68.67065,193.0984,3593.381,-10.77576,-22.15544,
57.27539,25.27161,-52.95258,-4.645996,-6.512909,-14.77039,
40.36865,30.95093,-33.12531,-3.195801,-3.562317,-7.756904,
-68.32275,-13.23853,99.30267,-6.163635,-6.829376,-14.86244,
84.31396,-6.150818,-106.1829,-2.424011,-2.447815,-4.112944,
25.31738,-2.856445,-31.22253,-1.282349,-1.111755,3599.212,
23.05908,24.57275,-31.72607,0.07354736,0.5282593,-0.3262329,
9.039307,10.12115,-37.19177,0,0,0,
-1.147461,-4.206848,38.94501,1.113892,2.423401,-2.044373,
6.884766,8.229065,-34.53064,0.871582,1.61972,-1.493225,
42.79785,3.466797,-30.09491,3.070679,5.391846,-3.045349,
60.5835,4.452515,-44.03839,6.257019,10.7016,-5.159302,
-0.8789063,12.43286,-8.268738,4.96521,8.767395,1.179199,
-1.538086,5.419922,-2.954102,-3595.697,7.813721,4.21051,
33.03223,8.911133,-21.73309,4.700591,9.966888,-3589.176,
-139.7339,-38.70544,102.6749,0,0,0,
141.1011,38.85498,-102.2522,4.488506,10.09933,12.00749,
40.65552,28.03345,-30.3299,4.679074,13.86383,19.62049,
105.6274,-4.925537,-65.31677,4.426486,24.09637,31.30303,
-34.14917,-30.70068,21.89789,2.604555,22.07581,27.92901,
-169.4092,-14.07166,117.8192,0.2795935,7.295074,8.661184,
61.43799,37.57324,-40.41443,-1.105978,12.59216,13.0811,
-27.27051,-22.40601,12.20398,-1.511827,9.981689,11.2735,
